category,taxonomyRank,rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,categoryOverview,categoryLimitations,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy,sourceQueries,importanceReasons
Foundation Models and Large Language Models,236,440,87,87,2022,Scaling Laws for Reward Model Overoptimization,"Leo Gao, John Schulman, Jacob Hilton",International Conference on Machine Learning,2022-10-19,1060,103,240.295,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; reinforcement-learning,generative-ai; reinforcement-learning,"In reinforcement learning from human feedback, it is common to optimize against a reward model trained to predict human preferences.","high citation signal (1,060); influential citation signal (103); recognized venue","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/fb3dc5e20e0a71134ca916f0d6d8d41f01225b4b,https://www.semanticscholar.org/paper/fb3dc5e20e0a71134ca916f0d6d8d41f01225b4b,,,2210.10760,,Computer Science; Mathematics,reinforcement learning,citations=1060; influential=103; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3
Foundation Models and Large Language Models,237,441,88,88,2022,A Survey on In-context Learning,"Qingxiu Dong, Lei Li, Damai Dai, Ce Zheng, Zhiyong Wu, Baobao Chang, Xu Sun, Jingjing Xu, et al.",Conference on Empirical Methods in Natural Language Processing,2022-12-31,1059,55,222.607,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",survey/review,foundation-models; nlp,"With the increasing capabilities of large language models (LLMs), in-context learning (ICL) has emerged as a new paradigm for natural language processing (NLP), where LLMs make predictions based on contexts augmented with a few examples.","high citation signal (1,059); influential citation signal (55)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.18653/v1/2024.emnlp-main.64,https://www.semanticscholar.org/paper/30c0cdc414f68211d5d0514df027cec22e005174,,10.18653/v1/2024.emnlp-main.64,2301.00234,,Computer Science; Linguistics,large language models; natural language processing,citations=1059; influential=55; survey/benchmark signal; open PDF metadata; AI term matches=5; query hits=2
Foundation Models and Large Language Models,238,445,92,92,2022,Mass-Editing Memory in a Transformer,"Kevin Meng, Arnab Sen Sharma, A. Andonian, Yonatan Belinkov, David Bau",International Conference on Learning Representations,2022-10-13,1045,217,237.343,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer,foundation-models; nlp,"Recent work has shown exciting promise in updating large language models with new memories, so as to replace obsolete information or add specialized knowledge.","high citation signal (1,045); influential citation signal (217); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2210.07229,https://www.semanticscholar.org/paper/2fe1ac0b09cc0f50eb83eef6c7c6b45ac8b12413,https://arxiv.org/pdf/2210.07229,10.48550/arXiv.2210.07229,2210.07229,,Computer Science,large language models,citations=1045; influential=217; resource signal; open PDF metadata; title AI matches=1; AI term matches=3
Foundation Models and Large Language Models,239,447,94,94,2022,Galactica: A Large Language Model for Science,"Ross Taylor, Marcin Kardas, Guillem Cucurull, Thomas Scialom, A. Hartshorn, Elvis Saravia, Andrew Poulton, Viktor Kerkez, et al.",arXiv.org,2022-11-16,1040,94,226.609,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; transformer,foundation-models; nlp; ai4science,Information overload is a major obstacle to scientific progress.,"high citation signal (1,040); influential citation signal (94)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/7d645a3fd276918374fd9483fd675c28e46506d1,https://www.semanticscholar.org/paper/7d645a3fd276918374fd9483fd675c28e46506d1,,,2211.09085,,Computer Science; Mathematics; Physics,large language models,citations=1040; influential=94; resource signal; open PDF metadata; title AI matches=2; AI term matches=2
Foundation Models and Large Language Models,240,448,13,13,2025,Accurate predictions on small data with a tabular foundation model,"Noah Hollmann, Samuel G. Müller, Lennart Purucker, Arjun Krishnakumar, Max Körfer, Shi Bin Hoo, R. Schirrmeister, Frank Hutter",Nature,2025-01-01,1031,130,238.916,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer; generative; ai4science,foundation-models; generative-ai; ai4science,"Tabular data, spreadsheets organized in rows and columns, are ubiquitous across scientific fields, from biomedicine to particle physics to economics and climate science1,2.","high citation signal (1,031); influential citation signal (130); recognized venue; open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1038/s41586-024-08328-6,https://www.semanticscholar.org/paper/6b238b17e419c7dd3912b9845449496bfb0a571a,https://doi.org/10.1038/s41586-024-08328-6,10.1038/s41586-024-08328-6,,39780007,Computer Science; Mathematics; Medicine,deep learning; foundation models,citations=1031; influential=130; recognized venue; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2
Foundation Models and Large Language Models,241,450,96,96,2022,Taxonomy of Risks posed by Language Models,"Laura Weidinger, Jonathan Uesato, Maribeth Rauh, Conor Griffin, Po-Sen Huang, John F. J. Mellor, A. Glaese, Myra Cheng, et al.","Conference on Fairness, Accountability and Transparency",2022-06-20,1014,48,214.784,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",trustworthy-ai,trustworthy-ai; ai4science,Responsible innovation on large-scale Language Models (LMs) requires foresight into and in-depth understanding of the risks these models may pose.,"high citation signal (1,014); influential citation signal (48); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1145/3531146.3533088,https://www.semanticscholar.org/paper/f2c17758e74707d379b87372528221656d14b697,https://dl.acm.org/doi/pdf/10.1145/3531146.3533088,10.1145/3531146.3533088,,,Computer Science; Linguistics,large language models,citations=1014; influential=48; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=2
Foundation Models and Large Language Models,242,452,98,98,2022,ProgPrompt: Generating Situated Robot Task Plans using Large Language Models,"Ishika Singh, Valts Blukis, A. Mousavian, Ankit Goyal, Danfei Xu, Jonathan Tremblay, D. Fox, Jesse Thomason, et al.",IEEE International Conference on Robotics and Automation,2022-09-22,1007,55,218.501,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",ai4science,foundation-models; nlp; reinforcement-learning; ai4science,Task planning can require defining myriad domain knowledge about the world in which a robot needs to act.,"high citation signal (1,007); influential citation signal (55); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1109/ICRA48891.2023.10161317,https://www.semanticscholar.org/paper/c03fa01fbb9c77fe3d10609ba5f1dee33a723867,https://arxiv.org/pdf/2209.11302,10.1109/ICRA48891.2023.10161317,2209.11302,,Computer Science,large language models,citations=1007; influential=55; open PDF metadata; title AI matches=2; AI term matches=5
Foundation Models and Large Language Models,243,453,42,42,2024,Qwen2.5-Math Technical Report: Toward Mathematical Expert Model via Self-Improvement,"An Yang, Beichen Zhang, Binyuan Hui, Bofei Gao, Bowen Yu, Chengpeng Li, Dayiheng Liu, Jianhong Tu, et al.",arXiv.org,2024-09-18,1006,93,221.73,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",self-supervised; reinforcement-learning,foundation-models; reinforcement-learning,"In this report, we present a series of math-specific large language models: Qwen2.5-Math and Qwen2.5-Math-Instruct-1.5B/7B/72B.","high citation signal (1,006); influential citation signal (93)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2409.12122,https://www.semanticscholar.org/paper/9fb201282f53a4ce89f28cbe5026af78912aa8c1,,10.48550/arXiv.2409.12122,2409.12122,,Computer Science; Mathematics,large language models; reinforcement learning,citations=1006; influential=93; open PDF metadata; AI term matches=3; query hits=2
Foundation Models and Large Language Models,244,454,99,99,2022,PaLI: A Jointly-Scaled Multilingual Language-Image Model,"Xi Chen, Xiao Wang, Soravit Changpinyo, A. Piergiovanni, Piotr Padlewski, Daniel M. Salz, Sebastian Goodman, Adam Grycner, et al.",International Conference on Learning Representations,2022-09-14,1004,99,220.553,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer,foundation-models; multimodal; nlp; vision,Effective scaling and a flexible task interface enable large language models to excel at many tasks.,"high citation signal (1,004); influential citation signal (99); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2209.06794,https://www.semanticscholar.org/paper/28630034bb29760df01ab033b743e30b37f336ae,http://arxiv.org/pdf/2209.06794,10.48550/arXiv.2209.06794,2209.06794,,Computer Science; Linguistics,large language models,citations=1004; influential=99; open PDF metadata; AI term matches=3
Foundation Models and Large Language Models,245,456,43,43,2024,RULER: What's the Real Context Size of Your Long-Context Language Models?,"Cheng-Ping Hsieh, Simeng Sun, Samuel Kriman, Shantanu Acharya, Dima Rekesh, Fei Jia, Boris Ginsburg",arXiv.org,2024-04-09,1000,244,241.01,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; retrieval,generative-ai,"The needle-in-a-haystack (NIAH) test, which examines the ability to retrieve a piece of information (the""needle"") from long distractor texts (the""haystack""), has been widely adopted to evaluate long-context language models (LMs).","high citation signal (1,000); influential citation signal (244)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2404.06654,https://www.semanticscholar.org/paper/ac5824e9ff924a937d9eef379d0b581de2417678,,10.48550/arXiv.2404.06654,2404.06654,,Computer Science; Linguistics,large language models,citations=1000; influential=244; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=1
Foundation Models and Large Language Models,246,457,44,44,2024,Large Language Models: A Survey,"Shervin Minaee, Tomáš Mikolov, Narjes Nikzad, M. Chenaghlu, R. Socher, Xavier Amatriain, Jianfeng Gao",arXiv.org,2024-02-09,997,44,218.22,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",survey/review; transformer,foundation-models; nlp,"Large Language Models (LLMs) have drawn a lot of attention due to their strong performance on a wide range of natural language tasks, since the release of ChatGPT in November 2022.",high citation signal (997); influential citation signal (44),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2402.06196,https://www.semanticscholar.org/paper/a1f76db91c0debcf93ae9889736bce8470902113,,10.48550/arXiv.2402.06196,2402.06196,,Computer Science; Linguistics,large language models,citations=997; influential=44; survey/benchmark signal; open PDF metadata; title AI matches=2; AI term matches=3
Foundation Models and Large Language Models,247,459,46,46,2024,Intelligent Clinical Documentation: Harnessing Generative AI for Patient-Centric Clinical Note Generation,"Anjanava Biswas, Wrick Talukdar",International Journal of Innovative Science and Research Technology,2024-05-28,985,2,194.041,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",generative; trustworthy-ai; ai4science,foundation-models; generative-ai; nlp; trustworthy-ai; ai4science,"Comprehensive clinical documentation is crucial for effective healthcare delivery, yet it poses a significant burden on healthcare professionals, leading to burnout, increased medical errors, and compromised patient safety.",high citation signal (985); recognized venue; open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.38124/ijisrt/IJISRT24MAY1483,https://www.semanticscholar.org/paper/9472e198f790cb396c088c8e98bd4c5f5134cf62,https://doi.org/10.38124/ijisrt/ijisrt24may1483,10.38124/ijisrt/IJISRT24MAY1483,2405.18346,,Computer Science; Medicine,artificial intelligence; large language models; natural language processing,citations=985; influential=2; recognized venue; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=8; query hits=3
Foundation Models and Large Language Models,248,460,47,47,2024,A Survey on Large Language Models for Code Generation,"Juyong Jiang, Fan Wang, Jiasi Shen, Sungju Kim, Sunghun Kim",ACM Transactions on Software Engineering and Methodology,2024-06-01,977,39,223.126,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",survey/review,foundation-models; nlp,"Large Language Models (LLMs) have garnered remarkable advancements across diverse code-related tasks, known as Code LLMs, particularly in code generation that generates source code with LLM from natural language descriptions.",high citation signal (977); influential citation signal (39),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1145/3747588,https://www.semanticscholar.org/paper/c8b18682965ff9dccc0130dab3d679f78cefa617,,10.1145/3747588,2406.00515,,Computer Science,large language models; natural language processing,citations=977; influential=39; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=2; AI term matches=5; query hits=2
Foundation Models and Large Language Models,249,461,48,48,2024,Large Language Model based Multi-Agents: A Survey of Progress and Challenges,"Taicheng Guo, Xiuying Chen, Yaqi Wang, Ruidi Chang, Shichao Pei, N. Chawla, Olaf Wiest, Xiangliang Zhang",International Joint Conference on Artificial Intelligence,2024-01-21,976,48,232.944,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",survey/review; reinforcement-learning,foundation-models; nlp; reinforcement-learning,Large Language Models (LLMs) have achieved remarkable success across a wide array of tasks.,high citation signal (976); influential citation signal (48); recognized venue,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2402.01680,https://www.semanticscholar.org/paper/8f070e301979732e0dd73f6aa6170309cf73aa7d,,10.48550/arXiv.2402.01680,2402.01680,,Computer Science,large language models,citations=976; influential=48; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=2; AI term matches=4
Foundation Models and Large Language Models,250,462,14,14,2025,Kimi k1.5: Scaling Reinforcement Learning with LLMs,"Kimi Team, Angang Du, Bofei Gao, Bowei Xing, Changjiu Jiang, Cheng Chen, Cheng Li, Chenjun Xiao, et al.",arXiv.org,2025-01-22,970,61,220.103,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer; reinforcement-learning,foundation-models; multimodal; nlp; reinforcement-learning,Language model pretraining with next token prediction has proved effective for scaling compute but is limited to the amount of available training data.,high citation signal (970); influential citation signal (61),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2501.12599,https://www.semanticscholar.org/paper/668075792a7ab40457d92e09da28d35c879271c3,,10.48550/arXiv.2501.12599,2501.12599,,Computer Science,artificial intelligence; large language models; reinforcement learning,citations=970; influential=61; open PDF metadata; title AI matches=1; AI term matches=5; query hits=3
Foundation Models and Large Language Models,251,463,49,49,2024,A visual-language foundation model for computational pathology,"Ming Y. Lu, Bowen Chen, Drew F. K. Williamson, Richard J. Chen, Ivy Liang, Tong Ding, Guillaume Jaume, Igor Odintsov, et al.",Nature Medicine,2024-03-01,961,119,242.143,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",self-supervised; generative; retrieval; trustworthy-ai; ai4science,foundation-models; generative-ai; nlp; vision; trustworthy-ai; ai4science,The accelerated adoption of digital pathology and advances in deep learning have enabled the development of robust models for various pathology tasks across a diverse array of diseases and patient cohorts.,high citation signal (961); influential citation signal (119); recognized venue,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1038/s41591-024-02856-4,https://www.semanticscholar.org/paper/0746410e1250576cc1b9621ef602e4bceb1c07ca,,10.1038/s41591-024-02856-4,,38504017,Computer Science; Medicine,deep learning; foundation models; machine learning,citations=961; influential=119; recognized venue; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=5; query hits=3
Foundation Models and Large Language Models,252,464,15,15,2025,Toward expert-level medical question answering with large language models,"Karan Singhal, Tao Tu, Juraj Gottweis, R. Sayres, Ellery Wulczyn, Mohamed Amin, Le Hou, Kevin Clark, et al.",Nature Medicine,2025-01-08,952,50,235.957,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",benchmark/dataset; retrieval; ai4science,foundation-models; nlp; trustworthy-ai; ai4science,"Large language models (LLMs) have shown promise in medical question answering, with Med-PaLM being the first to exceed a ‘passing’ score in United States Medical Licensing Examination style questions.",high citation signal (952); influential citation signal (50); recognized venue,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1038/s41591-024-03423-7,https://www.semanticscholar.org/paper/b34c0b0169925a6c7f14e3de9764ed9505f30de3,,10.1038/s41591-024-03423-7,,39779926,Computer Science; Medicine,large language models,citations=952; influential=50; recognized venue; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=2; AI term matches=4
Foundation Models and Large Language Models,253,465,16,16,2025,"InternVL3.5: Advancing Open-Source Multimodal Models in Versatility, Reasoning, and Efficiency","Weiyun Wang, Zhangwei Gao, Lixin Gu, Hengjun Pu, Long Cui, Xingguang Wei, Zhaoyang Liu, Linglin Jing, et al.",arXiv.org,2025-08-25,945,118,225.657,"The main trend is a shift from task-specific NLP systems toward general-purpose foundation models that transfer across tasks through prompting, retrieval, and instruction tuning. Scaling laws, retrieval augmentation, alignment, and data governance are now central design axes rather than afterthoughts. Citation-ranked work tends to emphasize architectures, pretraining corpora, benchmark behavior, and broad capability evaluation.","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity. Alignment and safety claims often need stronger real-world and multilingual validation. Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",transformer; reinforcement-learning,foundation-models; multimodal; nlp; vision; reinforcement-learning,"We introduce InternVL 3.5, a new family of open-source multimodal models that significantly advances versatility, reasoning capability, and inference efficiency along the InternVL series.",high citation signal (945); influential citation signal (118),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.48550/arXiv.2508.18265,https://www.semanticscholar.org/paper/18d83103fb98905ccbce420987470eb2ea021187,,10.48550/arXiv.2508.18265,2508.18265,,Computer Science,multimodal learning; reinforcement learning,citations=945; influential=118; resource signal; open PDF metadata; AI term matches=2; query hits=2
