candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
167,2002,Global optimization of absorption chiller system by genetic algorithm and neural network,"T. Chow, Guo-qiang Zhang, Zhang Lin, C. L. Song",,,328,7,160.625,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Global optimization of absorption chiller system by genetic algorithm and neural network within Graph Learning, Recommendation, and Core Methods.",high citation signal (328),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/S0378-7788(01)00085-8,https://www.semanticscholar.org/paper/7e7f1137ef8b564125c487ce63d5da6365d57819,,10.1016/S0378-7788(01)00085-8,,,108707738,Computer Science; Engineering,,neural networks,1,citations=328; influential=7; open PDF metadata; title AI matches=1; AI term matches=1,
168,2002,FLOOD STAGE FORECASTING WITH SUPPORT VECTOR MACHINES 1,"S. Liong, C. Sivapragasam",,2002-02-01,326,8,165.14,General AI Methods and Systems,metadata-ranked,machine-learning,Positions FLOOD STAGE FORECASTING WITH SUPPORT VECTOR MACHINES 1 within General AI Methods and Systems.,high citation signal (326),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1111/j.1752-1688.2002.tb01544.x,https://www.semanticscholar.org/paper/b5d8a6468c63188d88bcc3ff3ea0be415cf168eb,,10.1111/j.1752-1688.2002.tb01544.x,,,130003173,Computer Science; Engineering; Environmental Science,,machine learning; neural networks; support vector machines,3,citations=326; influential=8; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
169,2002,Statistical Damage Classification Under Changing Environmental and Operational Conditions,"H. Sohn, K. Worden, C. Farrar",,2002-09-01,325,7,160.424,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Statistical Damage Classification Under Changing Environmental and Operational Conditions within General AI Methods and Systems.,high citation signal (325),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1106/104538902030904,https://www.semanticscholar.org/paper/d13458f8343ae7c279e0386cd08e9b1cecf89114,,10.1106/104538902030904,,,14709783,Engineering; Environmental Science,JournalArticle,neural networks,1,citations=325; influential=7; open PDF metadata; title AI matches=1; AI term matches=1,
170,2002,A comparative study of neural network and Box-Jenkins ARIMA modeling in time series prediction,"S. Ho, M. Xie, T. Goh",,2002-06-01,324,11,166.033,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A comparative study of neural network and Box-Jenkins ARIMA modeling in time series prediction within General AI Methods and Systems.,high citation signal (324); influential citation signal (11),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0360-8352(02)00036-0,https://www.semanticscholar.org/paper/035a4e720a6032f46acc6562f8c90462beb6115f,,10.1016/S0360-8352(02)00036-0,,,109846268,Computer Science; Engineering,,neural networks,1,citations=324; influential=11; open PDF metadata; title AI matches=1; AI term matches=1,
171,2002,Optimal division of data for neural network models in water resources applications,"G. J. Bowden, H. Maier, G. Dandy",,2002-02-01,323,11,165.965,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Optimal division of data for neural network models in water resources applications within General AI Methods and Systems.,high citation signal (323); influential citation signal (11); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1029/2001WR000266,https://www.semanticscholar.org/paper/2276df6aef7814cbef250bfc3477a80ae7da3c65,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2001WR000266,10.1029/2001WR000266,,,18120180,Computer Science; Engineering; Environmental Science; Geology,,neural networks,1,citations=323; influential=11; open PDF metadata; title AI matches=1; AI term matches=1,
172,2002,Adaptive output feedback control of uncertain nonlinear systems using single-hidden-layer neural networks,"N. Hovakimyan, F. Nardi, A. Calise, Nakwan Kim",IEEE Trans. Neural Networks,2002-11-01,321,10,167.611,Reinforcement Learning and Agents,metadata-ranked,reinforcement-learning,Positions Adaptive output feedback control of uncertain nonlinear systems using single-hidden-layer neural networks within Reinforcement Learning and Agents.,high citation signal (321); influential citation signal (10),"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TNN.2002.804289,https://www.semanticscholar.org/paper/4536ca2cacb6ab82d45ad87e988e8565d5949a3a,,10.1109/TNN.2002.804289,,18244538,19983390,Computer Science; Engineering; Medicine,JournalArticle,neural networks,1,citations=321; influential=10; open PDF metadata; title AI matches=2; AI term matches=2,
173,2002,Prediction of proteasome cleavage motifs by neural networks.,"C. Keşmir, A. Nussbaum, H. Schild, V. Detours, S. Brunak",Protein Engineering,2002-04-01,319,24,178.967,"AI for Science, Healthcare, and Robotics",ai4science,ai4science,"Positions Prediction of proteasome cleavage motifs by neural networks. within AI for Science, Healthcare, and Robotics.",high citation signal (319); influential citation signal (24); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1093/PROTEIN/15.4.287,https://www.semanticscholar.org/paper/c08d71fc856be822deb8fb32e6dfe623481f8188,https://academic.oup.com/peds/article-pdf/15/4/287/18546580/150287.pdf,10.1093/PROTEIN/15.4.287,,11983929,10737221,Biology; Computer Science; Medicine,JournalArticle,neural networks,1,citations=319; influential=24; open PDF metadata; title AI matches=2; AI term matches=2,
174,2002,Prediction of weld bead geometry and penetration in shielded metal-arc welding using artificial neural networks,"D. Nagesh, G. L. Datta",,2002-04-30,316,4,156.228,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Prediction of weld bead geometry and penetration in shielded metal-arc welding using artificial neural networks within General AI Methods and Systems.,high citation signal (316),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0924-0136(02)00101-2,https://www.semanticscholar.org/paper/50ce4c04fb1ce7c6430ded2e543ba091a161d141,,10.1016/S0924-0136(02)00101-2,,,136417910,Computer Science; Engineering; Materials Science,,neural networks,1,citations=316; influential=4; open PDF metadata; title AI matches=2; AI term matches=2,
175,2002,ANF: a fast and scalable tool for data mining in massive graphs,"C. R. Palmer, Phillip B. Gibbons, C. Faloutsos",Knowledge Discovery and Data Mining,2002-07-23,315,29,178.243,General AI Methods and Systems,metadata-ranked,machine-learning,Positions ANF: a fast and scalable tool for data mining in massive graphs within General AI Methods and Systems.,high citation signal (315); influential citation signal (29),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/775047.775059,https://www.semanticscholar.org/paper/4b5eac412054c6f19e52796a43026cde4f301d94,,10.1145/775047.775059,,,6049006,Computer Science,JournalArticle; Book; Conference,data mining,1,citations=315; influential=29; open PDF metadata; title AI matches=1; AI term matches=1,
176,2002,State abstraction for programmable reinforcement learning agents,"D. Andre, Stuart J. Russell",AAAI/IAAI,2002-07-28,315,18,181.848,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions State abstraction for programmable reinforcement learning agents within Reinforcement Learning and Agents.,high citation signal (315); influential citation signal (18); recognized venue,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/156e32df7f0c149de468f7d5ed4d7c5e17eba7d2,https://www.semanticscholar.org/paper/156e32df7f0c149de468f7d5ed4d7c5e17eba7d2,,,,,1479889,Computer Science,JournalArticle,reinforcement learning,1,citations=315; influential=18; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
177,2002,"Bayesian Framework for Least-Squares Support Vector Machine Classifiers, Gaussian Processes, and Kernel Fisher Discriminant Analysis","T. V. Gestel, J. Suykens, Gert R. G. Lanckriet, A. Lambrechts, B. Moor, J. Vandewalle",Neural Computation,2002-05-01,312,17,172.882,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning; trustworthy-ai,The Bayesian evidence framework has been successfully applied to the design of multilayer perceptrons (MLPs) in the work of MacKay.,high citation signal (312); influential citation signal (17); open-access PDF metadata,"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1162/089976602753633411,https://www.semanticscholar.org/paper/55f42d7f12818780817c5bd231c020ba75fe592d,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.17.7450&rep=rep1&type=pdf,10.1162/089976602753633411,,11972910,12003790,Computer Science; Mathematics; Medicine,JournalArticle,support vector machines,1,citations=312; influential=17; open PDF metadata; title AI matches=1; AI term matches=3,"The Bayesian evidence framework has been successfully applied to the design of multilayer perceptrons (MLPs) in the work of MacKay. Nevertheless, the training of MLPs suffers from drawbacks like the nonconvex optimization problem and the choice of the number of hidden units. In support vector machines (SVMs) for classification, as introduced by Vapnik, a nonlinear decision boundary is obtained by mapping the input vector first in a nonlinear way to a high-dimensional kernel-induced feature space in which a linear large margin classifier is constructed. Practical expressions are formulated in the dual space in terms of the related kernel function, and the solution follows from a (convex) quadratic programming (QP) problem. In least-squares SVMs (LS-SVMs), the SVM problem formulation is modified by introducing a least-squares cost function and equality instead of inequality constraints, and the solution follows from a linear system in the dual space. Implicitly, the least-squares formulation corresponds to a regression formulation and is also related to kernel Fisher discriminant analysis. The least-squares regression formulation has advantages for deriving analytic expressions in a Bayesian evidence framework, in contrast to the classification formulations used, for example, in gaussian processes (GPs). The LS-SVM formulation has clear primal-dual interpretations, and without the bias term, one explicitly constructs a model that yields the same expressions as have been obtained with GPs for regression. In this article, the Bayesian evidence frame-work is combined with the LS-SVM classifier formulation. Starting from the feature space formulation, analytic expressions are obtained in the dual space on the different levels of Bayesian inference, while posterior class probabilities are obtained by marginalizing over the model param-eters. Empirical results obtained on 10 public domain data sets show that the LS-SVM classifier designed within the Bayesian evidence framework consistently yields good generalization performances."
178,2002,Multi-class support vector machine,"M. N. Nguyen, Jagath Rajapakse",Object recognition supported by user interaction for service robots,2002-12-10,311,20,172.969,Reinforcement Learning and Agents,metadata-ranked,machine-learning,Positions Multi-class support vector machine within Reinforcement Learning and Agents.,high citation signal (311); influential citation signal (20),"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/ICPR.2002.1048282,https://www.semanticscholar.org/paper/e58ee48e44a73c2a0c73e44a26ceb6413a03be53,,10.1109/ICPR.2002.1048282,,,1845191,Computer Science,JournalArticle,support vector machines,1,citations=311; influential=20; open PDF metadata; title AI matches=1; AI term matches=1,
179,2002,Classifying inventory using an artificial neural network approach,"F. Partovi, M. Anandarajan",,2002-02-01,311,11,165.135,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Classifying inventory using an artificial neural network approach within General AI Methods and Systems.,high citation signal (311); influential citation signal (11),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0360-8352(01)00064-X,https://www.semanticscholar.org/paper/a674fb038e48333ae709a99716e89b34c3197123,,10.1016/S0360-8352(01)00064-X,,,109016058,Business; Computer Science; Engineering; Medicine,,neural networks,1,citations=311; influential=11; open PDF metadata; title AI matches=1; AI term matches=1,
180,2002,Reinforcement Learning to Play an Optimal Nash Equilibrium in Team Markov Games,"Xiaofeng Wang, T. Sandholm",Neural Information Processing Systems,,308,15,168.95,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions Reinforcement Learning to Play an Optimal Nash Equilibrium in Team Markov Games within Reinforcement Learning and Agents.,high citation signal (308); influential citation signal (15),"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/424f13775159c69d8dd5bfa4f4c662a81b526a81,https://www.semanticscholar.org/paper/424f13775159c69d8dd5bfa4f4c662a81b526a81,,,,,2908243,Computer Science,JournalArticle; Conference,reinforcement learning,1,citations=308; influential=15; open PDF metadata; title AI matches=1; AI term matches=1,
181,2002,A comparative study of RNN for outlier detection in data mining,"Graham J. Williams, R. Baxter, Hongxing He, S. Hawkins, Lifang Gu",IEEE International Conference on Data Mining. Proceedings,2002-12-09,308,12,168.043,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A comparative study of RNN for outlier detection in data mining within General AI Methods and Systems.,high citation signal (308); influential citation signal (12); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/ICDM.2002.1184035,https://www.semanticscholar.org/paper/390132e92cd34b912c56fd53dc086d53abb8780e,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.6.3983&rep=rep1&type=pdf,10.1109/ICDM.2002.1184035,,,5138516,Computer Science,JournalArticle; Conference,data mining; neural networks,2,citations=308; influential=12; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
182,2002,Q-Cut - Dynamic Discovery of Sub-goals in Reinforcement Learning,"Ishai Menache, Shie Mannor, N. Shimkin",European Conference on Machine Learning,2002-08-19,304,23,185.34,Reinforcement Learning and Agents,reinforcement-learning,machine-learning; reinforcement-learning,Positions Q-Cut - Dynamic Discovery of Sub-goals in Reinforcement Learning within Reinforcement Learning and Agents.,high citation signal (304); influential citation signal (23); recognized venue; open-access PDF metadata,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1007/3-540-36755-1_25,https://www.semanticscholar.org/paper/dca9444e1c69eee36c0be04703d71114a762c84a,https://link.springer.com/content/pdf/10.1007%2F3-540-36755-1_25.pdf,10.1007/3-540-36755-1_25,,,7830103,Computer Science,JournalArticle; Conference,reinforcement learning,1,citations=304; influential=23; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
183,2002,"Modeling of the appliance, lighting, and space-cooling energy consumptions in the residential sector using neural networks","M. Aydinalp, V. I. Ugursal, A. Fung",,2002-02-01,303,7,161.887,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions Modeling of the appliance, lighting, and space-cooling energy consumptions in the residential sector using neural networks within General AI Methods and Systems.",high citation signal (303),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0306-2619(01)00049-6,https://www.semanticscholar.org/paper/89d7767155ab4f3d76fbbeb62a39a09d7617dae1,,10.1016/S0306-2619(01)00049-6,,,110189746,Engineering; Environmental Science,Review,neural networks,1,citations=303; influential=7; open PDF metadata; title AI matches=2; AI term matches=2,
184,2002,The neuro-m method for fitting neural network parametric pedotransfer functions,"B. Minasny, A. McBratney",,2002-03-01,300,17,170.022,General AI Methods and Systems,metadata-ranked,machine-learning,Positions The neuro-m method for fitting neural network parametric pedotransfer functions within General AI Methods and Systems.,high citation signal (300); influential citation signal (17),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.2136/SSSAJ2002.3520,https://www.semanticscholar.org/paper/45368d4eb427cc1656f16ce0c9bf5e6a3e447f01,,10.2136/SSSAJ2002.3520,,,12134662,Computer Science; Environmental Science; Mathematics,,neural networks,1,citations=300; influential=17; open PDF metadata; title AI matches=1; AI term matches=1,
185,2002,Techniques of Cluster Algorithms in Data Mining,"J. Grabmeier, A. Rudolph",Data mining and knowledge discovery,2002-10-01,300,13,166.503,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Techniques of Cluster Algorithms in Data Mining within General AI Methods and Systems.,high citation signal (300); influential citation signal (13),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1023/A:1016308404627,https://www.semanticscholar.org/paper/c921555a79650d5fa908dc4fe71f8d4e22d6c126,,10.1023/A:1016308404627,,,14337208,Computer Science; Mathematics,JournalArticle; Review,data mining,1,citations=300; influential=13; open PDF metadata; title AI matches=1; AI term matches=1,
186,2002,Tuning support vector machines for biomedical named entity recognition,"Jun'ichi Kazama, Takaki Makino, Yoshihiro Ohta, Junichi Tsujii",ACL Workshop on Natural Language Processing in the Biomedical Domain,2002-07-11,299,28,193.625,"AI for Science, Healthcare, and Robotics",benchmark/dataset,machine-learning; nlp; ai4science,We explore the use of Support Vector Machines (SVMs) for biomedical named entity recognition.,high citation signal (299); influential citation signal (28); recognized venue; open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.3115/1118149.1118150,https://www.semanticscholar.org/paper/5280e81acc40ec93c27cea07979a991bba60aa96,https://dl.acm.org/doi/pdf/10.3115/1118149.1118150,10.3115/1118149.1118150,,,10262770,Computer Science; Medicine,JournalArticle,machine learning; support vector machines,2,citations=299; influential=28; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2,"We explore the use of Support Vector Machines (SVMs) for biomedical named entity recognition. To make the SVM training with the available largest corpus - the GENIA corpus - tractable, we propose to split the non-entity class into sub-classes, using part-of-speech information. In addition, we explore new features such as word cache and the states of an HMM trained by unsupervised learning. Experiments on the GENIA corpus show that our class splitting technique not only enables the training with the GENIA corpus but also improves the accuracy. The proposed new features also contribute to improve the accuracy. We compare our SVM-based recognition system with a system using Maximum Entropy tagging method."
187,2002,Epidemics and immunization in scale‐free networks,"R. Pastor-Satorras, Alessandro Vespignani",,2002-05-13,299,17,170.948,"AI for Science, Healthcare, and Robotics",ai4science,ai4science,"Complex interacting networks are observed in systems from such diverse areas as physics, biology, economics, ecology, and computer science.",high citation signal (299); influential citation signal (17); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1002/3527602755.CH5,https://www.semanticscholar.org/paper/b34a2ac3bb09ba4d05b247f76fec1401e75169ab,http://arxiv.org/pdf/cond-mat/0205260v1.pdf,10.1002/3527602755.CH5,cond-mat/0205260,,5695494,Biology; Computer Science; Mathematics; Medicine; Physics,,graph neural networks; neural networks,2,citations=299; influential=17; open PDF metadata; AI term matches=2; query hits=2,"Complex interacting networks are observed in systems from such diverse areas as physics, biology, economics, ecology, and computer science. For example, economic or social interactions often organize themselves in complex network structures. Similar phenomena are observed in traffic flow and in communication networks as the internet. In current problems of the Biosciences, prominent examples are protein networks in the living cell, as well as molecular networks in the genome. On larger scales one finds networks of cells as in neural networks, up to the scale of organisms in ecological food webs. This book defines the field of complex interacting networks in its infancy and presents the dynamics of networks and their structure as a key concept across disciplines. The contributions present common underlying principles of network dynamics and their theoretical description and are of interest to specialists as well as to the non-specialized reader looking for an introduction to this new exciting field. Theoretical concepts include modeling networks as dynamical systems with numerical methods and new graph theoretical methods, but also focus on networks that change their topology as in morphogenesis and self-organization. The authors offer concepts to model network structures and dynamics, focussing on approaches applicable across disciplines."
188,2002,Multifocus image fusion using artificial neural networks,"Shutao Li, J. Kwok, Yaonan Wang",Pattern Recognition Letters,2002-06-01,299,8,174.244,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Multifocus image fusion using artificial neural networks within Vision and Multimodal Learning.,high citation signal (299); recognized venue,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1016/S0167-8655(02)00029-6,https://www.semanticscholar.org/paper/8319885a2b7c7237c0c6715fc38620ecb614f45f,,10.1016/S0167-8655(02)00029-6,,,15349537,Computer Science; Engineering,JournalArticle,neural networks,1,citations=299; influential=8; recognized venue; open PDF metadata; title AI matches=2; AI term matches=3,
189,2002,Freeway Travel Time Prediction with State-Space Neural Networks: Modeling State-Space Dynamics with Recurrent Neural Networks,"J. V. Lint, Serge P. Hoogendoorn, H. Zuylen",,,298,12,168.319,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Freeway Travel Time Prediction with State-Space Neural Networks: Modeling State-Space Dynamics with Recurrent Neural Networks within General AI Methods and Systems.,high citation signal (298); influential citation signal (12),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.3141/1811-04,https://www.semanticscholar.org/paper/f77782841495de85fed895d51b1560a202d4dd58,,10.3141/1811-04,,,60919825,Computer Science; Engineering,JournalArticle,neural networks,1,citations=298; influential=12; open PDF metadata; title AI matches=2; AI term matches=2,
190,2002,Predictive non-linear modeling of complex data by artificial neural networks.,J. Almeida,Current Opinion in Biotechnology,2002-02-01,298,6,162.653,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Predictive non-linear modeling of complex data by artificial neural networks. within General AI Methods and Systems.,high citation signal (298),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0958-1669(02)00288-4,https://www.semanticscholar.org/paper/6a1e6bf45b9d04aa438195ceeeeee0d707da06f8,,10.1016/S0958-1669(02)00288-4,,11849962,23929604,Biology; Computer Science; Medicine,Review; JournalArticle,artificial intelligence; machine learning; neural networks,3,citations=298; influential=6; open PDF metadata; title AI matches=2; AI term matches=2; query hits=3,
191,2002,Classifying G-protein coupled receptors with support vector machines,"R. Karchin, K. Karplus, D. Haussler",Bioinform.,,296,26,175.404,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,"Positions Classifying G-protein coupled receptors with support vector machines within AI for Science, Healthcare, and Robotics.",high citation signal (296); influential citation signal (26); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1093/BIOINFORMATICS/18.1.147,https://www.semanticscholar.org/paper/ff1145282e95d1852e60f5f64125c17c111e5dd6,https://academic.oup.com/bioinformatics/article-pdf/18/1/147/673231/180147.pdf,10.1093/BIOINFORMATICS/18.1.147,,11836223,9284698,Biology; Computer Science; Medicine,JournalArticle; Study,support vector machines,1,citations=296; influential=26; open PDF metadata; title AI matches=1; AI term matches=1,
192,2002,FUZZY DATA MINING AND GENETIC ALGORITHMS APPLIED TO INTRUSION DETECTION,S. Bridges,,,294,7,158.226,General AI Methods and Systems,metadata-ranked,machine-learning,Positions FUZZY DATA MINING AND GENETIC ALGORITHMS APPLIED TO INTRUSION DETECTION within General AI Methods and Systems.,high citation signal (294),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/3b03834a2fe14afd8cc0b77a62dcf6b92b25dbce,https://www.semanticscholar.org/paper/3b03834a2fe14afd8cc0b77a62dcf6b92b25dbce,,,,,6507294,Computer Science; Engineering,,data mining,1,citations=294; influential=7; open PDF metadata; title AI matches=1; AI term matches=1,
193,2002,Robustness beyond shallowness: incremental deep parsing,"Salah Ait-Mokhtar, J. Chanod, Claude Roux",Natural Language Engineering,2002-06-01,293,19,170.979,Natural Language Processing and Knowledge,metadata-ranked,nlp,Positions Robustness beyond shallowness: incremental deep parsing within Natural Language Processing and Knowledge.,high citation signal (293); influential citation signal (19),"Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1017/S1351324902002887,https://www.semanticscholar.org/paper/db0188e7bc557c4928ef6768c3ddea9df90680ae,,10.1017/S1351324902002887,,,15666840,Computer Science; Linguistics,JournalArticle,natural language processing,1,citations=293; influential=19; open PDF metadata; title AI matches=1; AI term matches=1,
194,2002,ADMIT: anomaly-based data mining for intrusions,"Karlton Sequeira, Mohammed J. Zaki",Knowledge Discovery and Data Mining,2002-07-23,293,12,164.948,General AI Methods and Systems,metadata-ranked,machine-learning,Positions ADMIT: anomaly-based data mining for intrusions within General AI Methods and Systems.,high citation signal (293); influential citation signal (12),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/775047.775103,https://www.semanticscholar.org/paper/98a9114fa955ada4cb2596c3beb567404a3ff132,,10.1145/775047.775103,,,14453540,Computer Science,Book; JournalArticle; Conference,data mining,1,citations=293; influential=12; open PDF metadata; title AI matches=1; AI term matches=1,
