candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
316,2012,Striatum-medial prefrontal cortex connectivity predicts developmental changes in reinforcement learning.,"W. van den Bos, Michael X. Cohen, T. Kahnt, E. Crone",Cerebral Cortex,2012-06-01,261,10,160.074,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions Striatum-medial prefrontal cortex connectivity predicts developmental changes in reinforcement learning. within Reinforcement Learning and Agents.,high citation signal (261); influential citation signal (10); open-access PDF metadata,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1093/cercor/bhr198,https://www.semanticscholar.org/paper/47031c5b869ff9fe823d5d4bfa0f1ac3620714f0,https://europepmc.org/articles/pmc6283353?pdf=render,10.1093/cercor/bhr198,,21817091,5026912,Biology; Medicine; Psychology,JournalArticle,reinforcement learning,1,citations=261; influential=10; open PDF metadata; title AI matches=1; AI term matches=1,
317,2012,Speech emotion recognition: Features and classification models,"Lijiang Chen, Xia Mao, Yu-Li Xue, Lee-Lung Cheng",Digit. Signal Process.,2012-12-01,260,9,160.656,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Speech emotion recognition: Features and classification models within General AI Methods and Systems.,high citation signal (260),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.dsp.2012.05.007,https://www.semanticscholar.org/paper/5b80b1428addddfb885a370d748ffbf5a36ce3a7,,10.1016/j.dsp.2012.05.007,,,33953071,Computer Science,JournalArticle,neural networks; support vector machines,2,citations=260; influential=9; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
318,2012,"A CD4 T cell gene signature for early rheumatoid arthritis implicates interleukin 6-mediated STAT3 signalling, particularly in anti-citrullinated peptide antibody-negative disease","Ann Rheum, Pier Luigi Meroni",Annals of the Rheumatic Diseases,2012-04-01,260,9,160.656,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,"Objective We sought clinically relevant predictive biomarkers present in CD4 T-cells, or in serum, that identified those patients with undifferentiated arthritis (UA) who subsequently develop rheumatoid arthritis (RA).",high citation signal (260); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1136/annrheumdis-2011-200968,https://www.semanticscholar.org/paper/1ca43c8f7a518974bf06a46a2991b86f53707808,https://ard.bmj.com/content/annrheumdis/71/8/1374.full.pdf,10.1136/annrheumdis-2011-200968,,22532634,23378487,Medicine,JournalArticle,machine learning,1,citations=260; influential=9; translation/trustworthiness signal; open PDF metadata; AI term matches=2,"Objective We sought clinically relevant predictive biomarkers present in CD4 T-cells, or in serum, that identified those patients with undifferentiated arthritis (UA) who subsequently develop rheumatoid arthritis (RA). Methods Total RNA was isolated from highly purified peripheral blood CD4 T cells of 173 early arthritis clinic patients. Paired serum samples were also stored. Microarray analysis of RNA samples was performed and differential transcript expression among 111 ‘training cohort’ patients confirmed using real-time quantitative PCR. Machine learning approaches tested the utility of a classification model among an independent validation cohort presenting with UA (62 patients). Cytokine measurements were performed using a highly sensitive electrochemiluminescence detection system. Results A 12-gene transcriptional ‘signature’ identified RA patients in the training cohort and predicted the subsequent development of RA among UA patients in the validation cohort (sensitivity 68%, specificity 70%). STAT3-inducible genes were over-represented in the signature, particularly in anti-citrullinated peptide antibody-negative disease, providing a risk metric of similar predictive value to the Leiden score in seronegative UA (sensitivity 85%, specificity 75%). Baseline levels of serum interleukin 6 (IL-6) (which signals via STAT3) were highest in anti-citrullinated peptide antibodies-negative RA and distinguished this subgroup from non-RA inflammatory synovitis (corrected p<0.05).Paired serum IL-6 measurements correlated strongly with STAT3-inducible gene expression. Conclusion The authors have identified IL-6-mediated STAT-3 signalling in CD4 T cells during the earliest clinical phase of RA, which is most prominent in seronegative disease. While highlighting potential biomarker(s) for early RA, the role of this pathway in disease pathogenesis awaits clarification."
319,2012,Epileptic seizures detection in EEG using DWT-based ApEn and artificial neural network,"Y. Kumar, M. Dewal, R. S. Anand","Signal, Image and Video Processing",2012-08-10,259,19,168.275,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Epileptic seizures detection in EEG using DWT-based ApEn and artificial neural network within Vision and Multimodal Learning.,high citation signal (259); influential citation signal (19),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1007/s11760-012-0362-9,https://www.semanticscholar.org/paper/18bb0293a14a65c8328fb2166dcbcb355457a919,,10.1007/s11760-012-0362-9,,,29592230,Computer Science; Engineering; Medicine,JournalArticle,neural networks,1,citations=259; influential=19; open PDF metadata; title AI matches=1; AI term matches=1,
320,2012,Training Deep and Recurrent Networks with Hessian-Free Optimization,"James Martens, I. Sutskever",Neural Networks,,258,30,173.326,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,graph-learning,"Positions Training Deep and Recurrent Networks with Hessian-Free Optimization within Graph Learning, Recommendation, and Core Methods.",high citation signal (258); influential citation signal (30),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1007/978-3-642-35289-8_27,https://www.semanticscholar.org/paper/f2a0fbba89f0d18ea0abd29639d4e43babe59cf3,,10.1007/978-3-642-35289-8_27,,,9247259,Computer Science; Mathematics,,neural networks,1,citations=258; influential=30; open PDF metadata; AI term matches=2,
321,2012,Using Radial Basis Function Networks for Function Approximation and Classification,"Yue Wu, Hui Wang, Biaobiao Zhang, Ke-Lin Du",,2012-03-06,258,12,167.16,"Graph Learning, Recommendation, and Core Methods",survey/review,machine-learning,The radial basis function (RBF) network has its foundation in the conventional approximation theory.,high citation signal (258); influential citation signal (12); open-access PDF metadata,"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.5402/2012/324194,https://www.semanticscholar.org/paper/97bc01a94275a2bc970a3bac3c5ff02fcbdc144e,https://downloads.hindawi.com/archive/2012/324194.pdf,10.5402/2012/324194,,,62678156,Computer Science; Engineering; Mathematics,Review,foundation models,1,citations=258; influential=12; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,"The radial basis function (RBF) network has its foundation in the conventional approximation theory. It has the capability of universal approximation. The RBF network is a popular alternative to the well-known multilayer perceptron (MLP), since it has a simpler structure and a much faster training process. In this paper, we give a comprehensive survey on the RBF network and its learning. Many aspects associated with the RBF network, such as network structure, universal approimation capability, radial basis functions, RBF network learning, structure optimization, normalized RBF networks, application to dynamic system modeling, and nonlinear complex-valued signal processing, are described. We also compare the features and capability of the two models."
322,2012,Experience Replay for Real-Time Reinforcement Learning Control,"S. Adam, L. Buşoniu, Robert Babuška",IEEE Transactions on Systems Man and Cybernetics Part C (Applications and Reviews),2012-03-01,258,10,169.821,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions Experience Replay for Real-Time Reinforcement Learning Control within Reinforcement Learning and Agents.,high citation signal (258); influential citation signal (10); recognized venue,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TSMCC.2011.2106494,https://www.semanticscholar.org/paper/b1d730ad00d877b5ac6a1abb720483945a1904fd,,10.1109/TSMCC.2011.2106494,,,14302893,Computer Science; Engineering,JournalArticle,reinforcement learning,1,citations=258; influential=10; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
323,2012,Estimating Annual CO2 Flux for Lutjewad Station Using Three Different Gap-Filling Techniques,"C. Dragomir, W. Klaassen, M. Voiculescu, L. Georgescu, S. van der Laan",TheScientificWorldJournal,2012-04-01,258,1,145.954,"Trustworthy, Explainable, and Responsible AI",benchmark/dataset; trustworthy-ai,trustworthy-ai,"Long-term measurements of CO2 flux can be obtained using the eddy covariance technique, but these datasets are affected by gaps which hinder the estimation of robust long-term means and annual ecosystem exchanges.",high citation signal (258); open-access PDF metadata,"Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://doi.org/10.1100/2012/842893,https://www.semanticscholar.org/paper/29739e88dc02d6a4a4143933fa2b154cc3ef8928,https://downloads.hindawi.com/journals/tswj/2012/842893.pdf,10.1100/2012/842893,,22566781,14020249,Environmental Science; Mathematics; Medicine,JournalArticle,neural networks,1,citations=258; influential=1; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=2,"Long-term measurements of CO2 flux can be obtained using the eddy covariance technique, but these datasets are affected by gaps which hinder the estimation of robust long-term means and annual ecosystem exchanges. We compare results obtained using three gap-fill techniques: multiple regression (MR), multiple imputation (MI), and artificial neural networks (ANNs), applied to a one-year dataset of hourly CO2 flux measurements collected in Lutjewad, over a flat agriculture area near the Wadden Sea dike in the north of the Netherlands. The dataset was separated in two subsets: a learning and a validation set. The performances of gap-filling techniques were analysed by calculating statistical criteria: coefficient of determination (R 2), root mean square error (RMSE), mean absolute error (MAE), maximum absolute error (MaxAE), and mean square bias (MSB). The gap-fill accuracy is seasonally dependent, with better results in cold seasons. The highest accuracy is obtained using ANN technique which is also less sensitive to environmental/seasonal conditions. We argue that filling gaps directly on measured CO2 fluxes is more advantageous than the common method of filling gaps on calculated net ecosystem change, because ANN is an empirical method and smaller scatter is expected when gap filling is applied directly to measurements."
324,2012,ANN vs. SVM: Which one performs better in classification of MCCs in mammogram imaging,Jinchang Ren,Knowledge-Based Systems,2012-02-01,257,10,165.736,General AI Methods and Systems,metadata-ranked,machine-learning,Positions ANN vs. SVM: Which one performs better in classification of MCCs in mammogram imaging within General AI Methods and Systems.,high citation signal (257); influential citation signal (10); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.knosys.2011.07.016,https://www.semanticscholar.org/paper/ed8f1164e58333ae2eeadd74e47fb4237855aa85,https://strathprints.strath.ac.uk/48403/1/ANN_SVM_v4.pdf,10.1016/j.knosys.2011.07.016,,,39641056,Computer Science; Medicine,JournalArticle,machine learning; neural networks; support vector machines,3,citations=257; influential=10; open PDF metadata; title AI matches=2; AI term matches=2; query hits=3,
325,2012,"Fault diagnosis and prognosis using wavelet packet decomposition, Fourier transform and artificial neural network","Zhenyou Zhang, Yi Wang, Ke-sheng Wang",Journal of Intelligent Manufacturing,2012-05-12,257,8,156.926,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions Fault diagnosis and prognosis using wavelet packet decomposition, Fourier transform and artificial neural network within General AI Methods and Systems.",high citation signal (257),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/s10845-012-0657-2,https://www.semanticscholar.org/paper/7c6736272860b6422a05f4124fd8db264f53c3c5,,10.1007/s10845-012-0657-2,,,1978350,Computer Science; Engineering,JournalArticle,neural networks,1,citations=257; influential=8; open PDF metadata; title AI matches=1; AI term matches=1,
326,2012,The Survey of Data Mining Applications And Feature Scope,"N. Padhy, Pragnyaban Mishra, Rasmita Panigrahi",arXiv.org,2012-06-30,256,10,164.65,Generative Models and Synthetic Media,survey/review,machine-learning; ai4science,"In this paper we have focused a variety of techniques, approaches and different areas of the research which are helpful and marked as the important field of data mining Technologies.",high citation signal (256); influential citation signal (10); open-access PDF metadata,"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.5121/ijcseit.2012.2303,https://www.semanticscholar.org/paper/653b2fa279646aa7ac616a73bc5dcf13b550a27d,https://doi.org/10.5121/ijcseit.2012.2303,10.5121/ijcseit.2012.2303,1211.5723,,2992477,Business; Computer Science,JournalArticle; Review,data mining,1,citations=256; influential=10; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,"In this paper we have focused a variety of techniques, approaches and different areas of the research which are helpful and marked as the important field of data mining Technologies. As we are aware that many Multinational companies and large organizations are operated in different places of the different countries.Each place of operation may generate large volumes of data. Corporate decision makers require access from all such sources and take strategic decisions.The data warehouse is used in the significant business value by improving the effectiveness of managerial decision-making. In an uncertain and highly competitive business environment, the value of strategic information systems such as these are easily recognized however in todays business environment,efficiency or speed is not the only key for competitiveness.This type of huge amount of data are available in the form of tera-topeta-bytes which has drastically changed in the areas of science and engineering.To analyze,manage and make a decision of such type of huge amount of data we need techniques called the data mining which will transforming in many fields.This paper imparts more number of applications of the data mining and also focuses scope of the data mining which will helpful in the further research."
327,2012,Machine performance degradation assessment and remaining useful life prediction using proportional hazard model and support vector machine,"V. Tran, Hong Thom Pham, Bo-Suk Yang, T. Nguyen",World Congress on Engineering,2012-10-01,256,5,153.164,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Machine performance degradation assessment and remaining useful life prediction using proportional hazard model and support vector machine within General AI Methods and Systems.,high citation signal (256); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.YMSSP.2012.02.015,https://www.semanticscholar.org/paper/0ddaf20d278a08a676add749bff2c552b01dc8e8,http://eprints.hud.ac.uk/id/eprint/16585/1/%282012-MSSP%29_Machine_Degradation_Assessment.pdf,10.1016/J.YMSSP.2012.02.015,,,15701633,Computer Science; Engineering,,machine learning; support vector machines,2,citations=256; influential=5; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
328,2012,Pattern recognition approach to identify natural clusters of acoustic emission signals,"M. Sause, A. Gribov, A. Unwin, Siegfried Horn",Pattern Recognition Letters,,255,14,175.907,Foundation Models and Large Language Models,metadata-ranked,machine-learning,A new approach is introduced to identify natural clusters of acoustic emission signals.,high citation signal (255); influential citation signal (14); recognized venue; open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1016/j.patrec.2011.09.018,https://www.semanticscholar.org/paper/56eb1a94e7a7174d17fb9ad215cd3133bac886ce,https://opus.bibliothek.uni-augsburg.de/opus4/files/56827/%5BSause2012-1%5D-Pat.Rec.Letters%2833%29_preprint.pdf,10.1016/j.patrec.2011.09.018,,,43270442,Computer Science; Engineering; Mathematics; Physics,JournalArticle,pattern recognition,1,citations=255; influential=14; recognized venue; open PDF metadata; title AI matches=1; AI term matches=3,"A new approach is introduced to identify natural clusters of acoustic emission signals. The presented technique is based on an exhaustive screening taking into account all combinations of signal features extracted from the recorded acoustic emission signals. For each possible combination of signal features an investigation of the classification performance of the k-means algorithm is evaluated ranging from two to ten classes. The numerical degree of cluster separation of each partition is calculated utilizing the Davies-Bouldin and Tou indices, Rousseeuw's silhouette validation method and Hubert's Gamma statistics. The individual rating of each cluster validation technique is cumulated based on a voting scheme and is evaluated for the number of clusters with best performance. This is defined as the best partitioning for the given signal feature combination. As a second step the numerical ranking of all these partitions is evaluated for the globally optimal partition in a second voting scheme using the cluster validation methods results. This methodology can be used as an automated evaluation of the number of natural clusters and their partitions without previous knowledge about the cluster structure of acoustic emission signals. The suitability of the current approach was evaluated using artificial datasets with defined degree of separation. In addition the application of the approach to clustering of acoustic emission signals is demonstrated for signals obtained from failure during loading of carbon fiber reinforced plastic specimens."
329,2012,Forecasting wind speed with recurrent neural networks,"Qing Cao, B. Ewing, M. A. Thompson",European Journal of Operational Research,2012-08-16,255,14,166.907,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Forecasting wind speed with recurrent neural networks within General AI Methods and Systems.,high citation signal (255); influential citation signal (14),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.ejor.2012.02.042,https://www.semanticscholar.org/paper/a4a8bcd10511afd228c72009933069f41778032c,,10.1016/j.ejor.2012.02.042,,,32087413,Computer Science; Engineering; Environmental Science,JournalArticle,neural networks,1,citations=255; influential=14; open PDF metadata; title AI matches=2; AI term matches=2,
330,2012,Mapping by matching: a computer vision-based approach to fast and accurate georeferencing of archaeological aerial photographs,"G. Verhoeven, M. Doneus, C. Briese, F. Vermeulen",,2012-07-01,255,9,158.23,Vision and Multimodal Learning,metadata-ranked,vision,Positions Mapping by matching: a computer vision-based approach to fast and accurate georeferencing of archaeological aerial photographs within Vision and Multimodal Learning.,high citation signal (255),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1016/J.JAS.2012.02.022,https://www.semanticscholar.org/paper/3b4c6b28183a848667a3aa46d0c9b7b81ea5c54f,,10.1016/J.JAS.2012.02.022,,,67832913,Computer Science; Environmental Science; Geography,,computer vision,1,citations=255; influential=9; open PDF metadata; title AI matches=1; AI term matches=1,
331,2012,Machine Learning for the New York City Power Grid,"C. Rudin, D. Waltz, R. Anderson, A. Boulanger, Ansaf Salleb-Aouissi, Maggie Chow, Haimonti Dutta, Philip Gross, et al.",IEEE Transactions on Pattern Analysis and Machine Intelligence,2012-02-01,255,7,166.106,Reinforcement Learning and Agents,transformer,machine-learning; reinforcement-learning,Power companies can benefit from the use of knowledge discovery methods and statistical machine learning for preventive maintenance.,high citation signal (255); recognized venue,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TPAMI.2011.108,https://www.semanticscholar.org/paper/58209c6db7b321ea7c75395b23ddb5100cd9bf81,,10.1109/TPAMI.2011.108,,21576741,3354477,Computer Science; Engineering; Medicine,JournalArticle,machine learning,1,citations=255; influential=7; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,"Power companies can benefit from the use of knowledge discovery methods and statistical machine learning for preventive maintenance. We introduce a general process for transforming historical electrical grid data into models that aim to predict the risk of failures for components and systems. These models can be used directly by power companies to assist with prioritization of maintenance and repair work. Specialized versions of this process are used to produce (1) feeder failure rankings, (2) cable, joint, terminator, and transformer rankings, (3) feeder Mean Time Between Failure (MTBF) estimates, and (4) manhole events vulnerability rankings. The process in its most general form can handle diverse, noisy, sources that are historical (static), semi-real-time, or real-time, incorporates state-of-the-art machine learning algorithms for prioritization (supervised ranking or MTBF), and includes an evaluation of results via cross-validation and blind test. Above and beyond the ranked lists and MTBF estimates are business management interfaces that allow the prediction capability to be integrated directly into corporate planning and decision support; such interfaces rely on several important properties of our general modeling approach: that machine learning features are meaningful to domain experts, that the processing of data is transparent, and that prediction results are accurate enough to support sound decision making. We discuss the challenges in working with historical electrical grid data that were not designed for predictive purposes. The “rawness” of these data contrasts with the accuracy of the statistical models that can be obtained from the process; these models are sufficiently accurate to assist in maintaining New York City's electrical grid."
332,2012,Towards Large-scale Twitter Mining for Drug-related Adverse Events,"J. Bian, U. Topaloglu, Fan Yu",SHB '12,2012-10-29,254,20,183.531,"AI for Science, Healthcare, and Robotics",benchmark/dataset; trustworthy-ai; ai4science,machine-learning; nlp; trustworthy-ai; ai4science,Drug-related adverse events pose substantial risks to patients who consume post-market or Drug-related adverse events pose substantial risks to patients who consume post-market or investigational drugs.,high citation signal (254); influential citation signal (20); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1145/2389707.2389713,https://www.semanticscholar.org/paper/f22ae66b083183494f2ab0f5c7758fb03d69b05c,https://europepmc.org/articles/pmc5619871?pdf=render,10.1145/2389707.2389713,,28967001,3041910,Computer Science; Engineering; Medicine,JournalArticle,data mining; natural language processing; support vector machines,3,citations=254; influential=20; survey/benchmark signal; resource signal; translation/trustworthiness signal; open PDF metadata; AI term matches=4; query hits=3,"Drug-related adverse events pose substantial risks to patients who consume post-market or Drug-related adverse events pose substantial risks to patients who consume post-market or investigational drugs. Early detection of adverse events benefits not only the drug regulators, but also the manufacturers for pharmacovigilance. Existing methods rely on patients' ""spontaneous"" self-reports that attest problems. The increasing popularity of social media platforms like the Twitter presents us a new information source for finding potential adverse events. Given the high frequency of user updates, mining Twitter messages can lead us to real-time pharmacovigilance. In this paper, we describe an approach to find drug users and potential adverse events by analyzing the content of twitter messages utilizing Natural Language Processing (NLP) and to build Support Vector Machine (SVM) classifiers. Due to the size nature of the dataset (i.e., 2 billion Tweets), the experiments were conducted on a High Performance Computing (HPC) platform using MapReduce, which exhibits the trend of big data analytics. The results suggest that daily-life social networking data could help early detection of important patient safety issues."
333,2012,Stability and Dissipativity Analysis of Static Neural Networks With Time Delay,"Zhengguang Wu, J. Lam, H. Su, J. Chu",IEEE Transactions on Neural Networks and Learning Systems,2012-02-01,254,6,166.151,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Stability and Dissipativity Analysis of Static Neural Networks With Time Delay within General AI Methods and Systems.,high citation signal (254); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TNNLS.2011.2178563,https://www.semanticscholar.org/paper/e35b3480f657cdd5614c934e044136b4ce10340f,,10.1109/TNNLS.2011.2178563,,24808500,12287718,Computer Science; Engineering; Mathematics; Medicine,JournalArticle,neural networks,1,citations=254; influential=6; recognized venue; open PDF metadata; title AI matches=2; AI term matches=2,
334,2012,Online Optimal Control of Affine Nonlinear Discrete-Time Systems With Unknown Internal Dynamics by Using Time-Based Policy Update,"T. Dierks, S. Jagannathan",IEEE Transactions on Neural Networks and Learning Systems,2012-05-30,252,11,169.523,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions Online Optimal Control of Affine Nonlinear Discrete-Time Systems With Unknown Internal Dynamics by Using Time-Based Policy Update within Reinforcement Learning and Agents.,high citation signal (252); influential citation signal (11); recognized venue,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TNNLS.2012.2196708,https://www.semanticscholar.org/paper/c4485d4a1ce0b208d75a0e8815ab343ea4aae2e0,,10.1109/TNNLS.2012.2196708,,24807137,15386992,Computer Science; Engineering; Mathematics; Medicine,JournalArticle,neural networks,1,citations=252; influential=11; recognized venue; open PDF metadata; AI term matches=2,
335,2012,Review: The use of computer vision technologies in aquaculture - A review,B. Zion,,2012-10-01,252,9,162.971,Vision and Multimodal Learning,survey/review,vision,Positions Review: The use of computer vision technologies in aquaculture - A review within Vision and Multimodal Learning.,high citation signal (252),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1016/J.COMPAG.2012.07.010,https://www.semanticscholar.org/paper/07eb5bd348c5e5c5f1f9f5a49d5811558f23bedf,,10.1016/J.COMPAG.2012.07.010,,,110446188,Agricultural and Food Sciences; Computer Science; Engineering; Environmental Science,Review,computer vision,1,citations=252; influential=9; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,
336,2012,"Training attentional control and working memory - Is younger, better?","S. Wass, G. Scerif, Mark H. Johnson",,2012-12-01,252,8,160.496,Reinforcement Learning and Agents,survey/review; transformer,reinforcement-learning,Authors have argued that various forms of interventions may be more effective in younger children.,high citation signal (252); open-access PDF metadata,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1016/J.DR.2012.07.001,https://www.semanticscholar.org/paper/803b6b112793173ca2cf44b814da7069a4383300,https://doi.org/10.1016/j.dr.2012.07.001,10.1016/J.DR.2012.07.001,,,3022150,Psychology,Review,neural networks,1,citations=252; influential=8; survey/benchmark signal; open PDF metadata; AI term matches=2,"Authors have argued that various forms of interventions may be more effective in younger children. Is cognitive training also more effective, the earlier the training is applied? We review evidence suggesting that functional neural networks, including those subserving attentional control, may be more unspecialised and undifferentiated earlier in development. We also discuss evidence suggesting that certain skills such as attentional control may be important as ‘hub’ cognitive domains, gating the subsequent acquisition of skills in other areas. Both of these factors suggest that attentional training administered to younger individuals ought to be relatively more effective in improving cognitive functioning across domains. We evaluate studies that have administered forms of cognitive training targeting various subcomponents of attention and the closely related domain of working memory, and we contrast their reported transfer to distal cognitive domains as a function of the age of the participants. Although negative findings continue to be common in this literature we find that cognitive training applied to younger individuals tends to lead to significantly more widespread transfer of training effects. We conclude that future work in this area should concentrate on understanding early intensive training, and discuss a number of practical steps that might help to achieve this aim."
