rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
993,23,23,2012,Sequence Transduction with Recurrent Neural Networks,Alex Graves,arXiv.org,2012-11-14,2099,250,259.65,"AI for Science, Healthcare, and Robotics",benchmark/dataset; ai4science,machine-learning; nlp; ai4science,"Many machine learning tasks can be expressed as the transformation---or \emph{transduction}---of input sequences into output sequences: speech recognition, machine translation, protein secondary structure prediction and text-to-speech to name but a few.","high citation signal (2,099); influential citation signal (250)","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://www.semanticscholar.org/paper/7b4f3d0e4e2486a8d5d3f8e00549cf9a117bf88f,https://www.semanticscholar.org/paper/7b4f3d0e4e2486a8d5d3f8e00549cf9a117bf88f,,,1211.3711,,17194112,Computer Science; Mathematics,JournalArticle,machine learning; neural networks,2,citations=2099; influential=250; resource signal; open PDF metadata; title AI matches=2; AI term matches=4; query hits=2,"Many machine learning tasks can be expressed as the transformation---or \emph{transduction}---of input sequences into output sequences: speech recognition, machine translation, protein secondary structure prediction and text-to-speech to name but a few. One of the key challenges in sequence transduction is learning to represent both the input and output sequences in a way that is invariant to sequential distortions such as shrinking, stretching and translating. Recurrent neural networks (RNNs) are a powerful sequence learning architecture that has proven capable of learning such representations. However RNNs traditionally require a pre-defined alignment between the input and output sequences to perform transduction. This is a severe limitation since \emph{finding} the alignment is the most difficult aspect of many sequence transduction problems. Indeed, even determining the length of the output sequence is often challenging. This paper introduces an end-to-end, probabilistic sequence transduction system, based entirely on RNNs, that is in principle able to transform any input sequence into any finite, discrete output sequence. Experimental results for phoneme recognition are provided on the TIMIT speech corpus."
1025,24,24,2012,LSTM Neural Networks for Language Modeling,"M. Sundermeyer, Ralf Schlüter, H. Ney",Interspeech,,2018,133,247.998,Foundation Models and Large Language Models,metadata-ranked,foundation-models,Positions LSTM Neural Networks for Language Modeling within Foundation Models and Large Language Models.,"high citation signal (2,018); influential citation signal (133); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.21437/Interspeech.2012-65,https://www.semanticscholar.org/paper/f9a1b3850dfd837793743565a8af95973d395a4e,http://www-i6.informatik.rwth-aachen.de/publications/downloader.php?id=820&row=pdf,10.21437/Interspeech.2012-65,,,18939716,Computer Science; Linguistics,JournalArticle,large language models; neural networks,2,citations=2018; influential=133; open PDF metadata; title AI matches=3; AI term matches=3; query hits=2,
1109,25,25,2012,Poisoning Attacks against Support Vector Machines,"B. Biggio, B. Nelson, P. Laskov",International Conference on Machine Learning,2012-06-26,1826,114,249.659,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,We investigate a family of poisoning attacks against Support Vector Machines (SVM).,"high citation signal (1,826); influential citation signal (114); recognized venue","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://www.semanticscholar.org/paper/990a02f20529f5ce3b382f1d54648afaab391179,https://www.semanticscholar.org/paper/990a02f20529f5ce3b382f1d54648afaab391179,,,1206.6389,,9089716,Computer Science; Mathematics,JournalArticle; Conference,machine learning; support vector machines,2,citations=1826; influential=114; recognized venue; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2,"We investigate a family of poisoning attacks against Support Vector Machines (SVM). Such attacks inject specially crafted training data that increases the SVM's test error. Central to the motivation for these attacks is the fact that most learning algorithms assume that their training data comes from a natural or well-behaved distribution. However, this assumption does not generally hold in security-sensitive settings. As we demonstrate, an intelligent adversary can, to some extent, predict the change of the SVM's decision function due to malicious input and use this ability to construct malicious data. The proposed attack uses a gradient ascent strategy in which the gradient is computed based on properties of the SVM's optimal solution. This method can be kernelized and enables the attack to be constructed in the input space even for non-linear kernels. We experimentally demonstrate that our gradient ascent procedure reliably identifies good local maxima of the non-convex validation error surface, which significantly increases the classifier's test error."
1116,26,26,2012,Man vs. computer: Benchmarking machine learning algorithms for traffic sign recognition,"J. Stallkamp, Marc Schlipsing, J. Salmen, C. Igel",Neural Networks,2012-08-01,1803,244,250.968,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Man vs. computer: Benchmarking machine learning algorithms for traffic sign recognition within General AI Methods and Systems.,"high citation signal (1,803); influential citation signal (244)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.neunet.2012.02.016,https://www.semanticscholar.org/paper/c56e758ba18066a8cdc333f15dfdb7ea6af4d283,,10.1016/j.neunet.2012.02.016,,22394690,14580063,Computer Science; Engineering; Medicine,JournalArticle,machine learning; neural networks; pattern recognition,3,citations=1803; influential=244; open PDF metadata; title AI matches=1; AI term matches=3; query hits=3,
1170,27,27,2012,Auto-WEKA: combined selection and hyperparameter optimization of classification algorithms,"Chris J. Thornton, F. Hutter, H. Hoos, Kevin Leyton-Brown",Knowledge Discovery and Data Mining,2012-08-18,1689,143,238.092,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Auto-WEKA: combined selection and hyperparameter optimization of classification algorithms within Graph Learning, Recommendation, and Core Methods.","high citation signal (1,689); influential citation signal (143)","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1145/2487575.2487629,https://www.semanticscholar.org/paper/a42ca00fc188beb5586ad4c7108b70aeb5317da0,,10.1145/2487575.2487629,,,13952689,Computer Science,JournalArticle; Book; Conference,machine learning,1,citations=1689; influential=143; open PDF metadata; title AI matches=1; AI term matches=2,
1201,28,28,2012,Bayesian reasoning and machine learning,D. Barber,,2012-03-12,1621,181,239.467,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Bayesian reasoning and machine learning within Graph Learning, Recommendation, and Core Methods.","high citation signal (1,621); influential citation signal (181); open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1017/CBO9780511804779.017,https://www.semanticscholar.org/paper/92ace17730c2173e642934d64f96d359697b7a93,http://web4.cs.ucl.ac.uk/staff/D.Barber/textbook/270212.pdf,10.1017/CBO9780511804779.017,,,6664936,Computer Science; Mathematics,,machine learning,1,citations=1621; influential=181; open PDF metadata; title AI matches=1; AI term matches=1,
1260,29,29,2012,Structural Health Monitoring: A Machine Learning Perspective,"C. Farrar, K. Worden",,2012-11-19,1522,113,233.532,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Structural Health Monitoring: A Machine Learning Perspective within General AI Methods and Systems.,"high citation signal (1,522); influential citation signal (113); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1002/9781118443118,https://www.semanticscholar.org/paper/5888c776e38f39efb9b96d0ba2713981008a86b1,http://ela.kpi.ua/bitstream/123456789/21467/1/2016_2825.pdf,10.1002/9781118443118,,,60745434,Computer Science; Engineering,Review,machine learning; pattern recognition,2,citations=1522; influential=113; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
1267,30,30,2012,Deep Neural Networks Segment Neuronal Membranes in Electron Microscopy Images,"D. Ciresan, A. Giusti, L. Gambardella, J. Schmidhuber",Neural Information Processing Systems,2012-12-03,1512,72,228.147,Vision and Multimodal Learning,metadata-ranked,vision,Positions Deep Neural Networks Segment Neuronal Membranes in Electron Microscopy Images within Vision and Multimodal Learning.,"high citation signal (1,512); influential citation signal (72)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/09193e19b59fc8f05bee9d6efbfb1607ca5b6501,https://www.semanticscholar.org/paper/09193e19b59fc8f05bee9d6efbfb1607ca5b6501,,,,,7725346,Biology; Computer Science,JournalArticle; Conference,neural networks,1,citations=1512; influential=72; open PDF metadata; title AI matches=2; AI term matches=2,
1296,31,31,2012,Image Denoising and Inpainting with Deep Neural Networks,"Junyuan Xie, Linli Xu, Enhong Chen",Neural Information Processing Systems,2012-12-03,1465,47,223.583,Vision and Multimodal Learning,metadata-ranked,vision,Positions Image Denoising and Inpainting with Deep Neural Networks within Vision and Multimodal Learning.,"high citation signal (1,465); influential citation signal (47)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/a2017ec2c60d542af5e9993176ba68f89529dbce,https://www.semanticscholar.org/paper/a2017ec2c60d542af5e9993176ba68f89529dbce,,,,,13852540,Computer Science,JournalArticle; Conference,deep learning; neural networks,2,citations=1465; influential=47; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
1321,32,32,2012,brat: a Web-based Tool for NLP-Assisted Text Annotation,"Pontus Stenetorp, Sampo Pyysalo, Goran Topic, Tomoko Ohta, S. Ananiadou, Junichi Tsujii",Conference of the European Chapter of the Association for Computational Linguistics,2012-04-23,1431,100,228.482,Natural Language Processing and Knowledge,metadata-ranked,nlp,Positions brat: a Web-based Tool for NLP-Assisted Text Annotation within Natural Language Processing and Knowledge.,"high citation signal (1,431); influential citation signal (100)","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://www.semanticscholar.org/paper/a97c7876ebf9ae6c468db92c3c6dc1c0be832192,https://www.semanticscholar.org/paper/a97c7876ebf9ae6c468db92c3c6dc1c0be832192,,,,,2065400,Computer Science,JournalArticle; Conference,natural language processing,1,citations=1431; influential=100; open PDF metadata; title AI matches=1; AI term matches=1,
1334,33,33,2012,Theano: new features and speed improvements,"Frédéric Bastien, Pascal Lamblin, Razvan Pascanu, J. Bergstra, I. Goodfellow, Arnaud Bergeron, Nicolas Bouchard, David Warde-Farley, et al.",arXiv.org,2012-11-23,1414,74,226.052,General AI Methods and Systems,metadata-ranked,machine-learning,Theano is a linear algebra compiler that optimizes a user's symbolically-specified mathematical computations to produce efficient low-level implementations.,"high citation signal (1,414); influential citation signal (74)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/855d0f722d75cc56a66a00ede18ace96bafee6bd,https://www.semanticscholar.org/paper/855d0f722d75cc56a66a00ede18ace96bafee6bd,,,1211.5590,,8180128,Computer Science; Mathematics,JournalArticle,machine learning; neural networks,2,citations=1414; influential=74; open PDF metadata; AI term matches=3; query hits=2,"Theano is a linear algebra compiler that optimizes a user's symbolically-specified mathematical computations to produce efficient low-level implementations. In this paper, we present new features and efficiency improvements to Theano, and benchmarks demonstrating Theano's performance relative to Torch7, a recently introduced machine learning library, and to RNNLM, a C++ library targeted at recurrent neural networks."
1371,34,34,2012,"Baselines and Bigrams: Simple, Good Sentiment and Topic Classification","Sida I. Wang, Christopher D. Manning",Annual Meeting of the Association for Computational Linguistics,2012-07-08,1352,117,229.411,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions Baselines and Bigrams: Simple, Good Sentiment and Topic Classification within General AI Methods and Systems.","high citation signal (1,352); influential citation signal (117)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/5e9fa46f231c59e6573f9a116f77f53703347659,https://www.semanticscholar.org/paper/5e9fa46f231c59e6573f9a116f77f53703347659,,,,,217537,Computer Science,JournalArticle; Conference,support vector machines,1,citations=1352; influential=117; open PDF metadata; title AI matches=1; AI term matches=1,
1375,35,35,2012,Image denoising: Can plain neural networks compete with BM3D?,"Harold Christopher Burger, Christian J. Schuler, S. Harmeling",2012 IEEE Conference on Computer Vision and Pattern Recognition,2012-06-16,1343,125,245.183,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Image denoising: Can plain neural networks compete with BM3D? within Vision and Multimodal Learning.,"high citation signal (1,343); influential citation signal (125); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2012.6247952,https://www.semanticscholar.org/paper/1d70937202d843664c5591fde4fb0d48627d1cf6,http://www.is.tuebingen.mpg.de/fileadmin/user_upload/files/publications/2012/CVPR-2012-Burger.pdf,10.1109/CVPR.2012.6247952,,,7572570,Computer Science,JournalArticle; Conference,neural networks,1,citations=1343; influential=125; recognized venue; open PDF metadata; title AI matches=2; AI term matches=4,
1381,36,36,2012,Determinantal Point Processes for Machine Learning,"Alex Kulesza, B. Taskar",Found. Trends Mach. Learn.,2012-07-25,1336,230,240.554,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Determinantal point processes (DPPs) are elegant probabilistic models of repulsion that arise in quantum physics and random matrix theory.,"high citation signal (1,336); influential citation signal (230); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1561/2200000044,https://www.semanticscholar.org/paper/48a17d25d76f9bdf90fdd86d2b3e2739e5bb8016,https://arxiv.org/pdf/1207.6083,10.1561/2200000044,1207.6083,,51975610,Computer Science; Mathematics,JournalArticle,deep learning; machine learning,2,citations=1336; influential=230; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,"Determinantal point processes (DPPs) are elegant probabilistic models of repulsion that arise in quantum physics and random matrix theory. In contrast to traditional structured models like Markov random fields, which become intractable and hard to approximate in the presence of negative correlations, DPPs offer efficient and exact algorithms for sampling, marginalization, conditioning, and other inference tasks. While they have been studied extensively by mathematicians, giving rise to a deep and beautiful theory, DPPs are relatively new in machine learning. Determinantal Point Processes for Machine Learning provides a comprehensible introduction to DPPs, focusing on the intuitions, algorithms, and extensions that are most relevant to the machine learning community, and shows how DPPs can be applied to real-world applications like finding diverse sets of high-quality search results, building informative summaries by selecting diverse sentences from documents, modeling non-overlapping human poses in images or video, and automatically building timelines of important news stories. It presents the general mathematical background to DPPs along with a range of modeling extensions, efficient algorithms, and theoretical results that aim to enable practical modeling and learning."
1473,37,37,2012,"Remote sensing of impervious surfaces in the urban areas: Requirements, methods, and trends",Qihao Weng,,2012-02-15,1180,63,223.855,Vision and Multimodal Learning,survey/review; transformer,machine-learning; vision; reinforcement-learning; ai4science,"faces, especially the magnitude, location, geometry, spatial pattern of impervious surfaces and the perviousness–imperviousness ratio, is significant to a range of issues and themes in environmental science central to global environmental change and human–environment interactions.","high citation signal (1,180); influential citation signal (63)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1016/J.RSE.2011.02.030,https://www.semanticscholar.org/paper/4444b708bf0b07592efe913cd813c9ccf3e738f7,,10.1016/J.RSE.2011.02.030,,,55950528,Computer Science; Engineering; Environmental Science; Geography,Review,neural networks,1,citations=1180; influential=63; survey/benchmark signal; open PDF metadata; AI term matches=4,"Abstract The knowledge of impervious surfaces, especially the magnitude, location, geometry, spatial pattern of impervious surfaces and the perviousness–imperviousness ratio, is significant to a range of issues and themes in environmental science central to global environmental change and human–environment interactions. Impervious surface data is important for urban planning and environmental and resources management. Therefore, remote sensing of impervious surfaces in the urban areas has recently attracted unprecedented attention. In this paper, various digital remote sensing approaches to extract and estimate impervious surfaces will be examined. Discussions will focus on the mapping requirements of urban impervious surfaces. In particular, the impacts of spatial, geometric, spectral, and temporal resolutions on the estimation and mapping will be addressed, so will be the selection of an appropriate estimation method based on remotely sensed data characteristics. This literature review suggests that major approaches over the past decade include pixel-based (image classification, regression, etc.), sub-pixel based (linear spectral unmixing, imperviousness as the complement of vegetation fraction etc.), object-oriented algorithms, and artificial neural networks. Techniques, such as data/image fusion, expert systems, and contextual classification methods, have also been explored. The majority of research efforts have been made for mapping urban landscapes at various scales and on the spatial resolution requirements of such mapping. In contrast, there is less interest in spectral and geometric properties of impervious surfaces. More researches are also needed to better understand temporal resolution, change and evolution of impervious surfaces over time, and temporal requirements for urban mapping. It is suggested that the models, methods, and image analysis algorithms in urban remote sensing have been largely developed for the imagery of medium resolution (10–100 m). The advent of high spatial resolution satellite images, spaceborne hyperspectral images, and LiDAR data is stimulating new research idea, and is driving the future research trends with new models and algorithms."
1519,38,38,2012,Searching and Mining Trillions of Time Series Subsequences under Dynamic Time Warping,"T. Rakthanmanon, Bilson J. L. Campana, A. Mueen, Gustavo E. A. P. A. Batista, M. B. Westover, Qiang Zhu, J. Zakaria, Eamonn J. Keogh",Knowledge Discovery and Data Mining,2012-08-01,1113,122,232.716,"AI for Science, Healthcare, and Robotics",benchmark/dataset,machine-learning; ai4science,"Most time series data mining algorithms use similarity search as a core subroutine, and thus the time taken for similarity search is the bottleneck for virtually all time series data mining algorithms.","high citation signal (1,113); influential citation signal (122); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1145/2339530.2339576,https://www.semanticscholar.org/paper/c5a8d4145dc3530d437c93112b790bddb1927b59,https://europepmc.org/articles/pmc6816304?pdf=render,10.1145/2339530.2339576,,31660254,3018103,Computer Science; Mathematics; Medicine,JournalArticle; Conference,data mining,1,citations=1113; influential=122; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=2,"Most time series data mining algorithms use similarity search as a core subroutine, and thus the time taken for similarity search is the bottleneck for virtually all time series data mining algorithms. The difficulty of scaling search to large datasets largely explains why most academic work on time series data mining has plateaued at considering a few millions of time series objects, while much of industry and science sits on billions of time series objects waiting to be explored. In this work we show that by using a combination of four novel ideas we can search and mine truly massive time series for the first time. We demonstrate the following extremely unintuitive fact; in large datasets we can exactly search under DTW much more quickly than the current state-of-the-art Euclidean distance search algorithms. We demonstrate our work on the largest set of time series experiments ever attempted. In particular, the largest dataset we consider is larger than the combined size of all of the time series datasets considered in all data mining papers ever published. We show that our ideas allow us to solve higher-level time series data mining problem such as motif discovery and clustering at scales that would otherwise be untenable. In addition to mining massive datasets, we will show that our ideas also have implications for real-time monitoring of data streams, allowing us to handle much faster arrival rates and/or use cheaper and lower powered devices than are currently possible."
1527,39,39,2012,Learning analytics and educational data mining: towards communication and collaboration,"George Siemens, R. Baker",International Conference on Learning Analytics and Knowledge,2012-04-29,1106,38,209.497,General AI Methods and Systems,metadata-ranked,machine-learning,"Growing interest in data and analytics in education, teaching, and learning raises the priority for increased, high-quality research into the models, methods, technologies, and impact of analytics.","high citation signal (1,106); influential citation signal (38)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/2330601.2330661,https://www.semanticscholar.org/paper/83225ccd559500a1afbe71e68114416067f50e61,,10.1145/2330601.2330661,,,207196058,Computer Science; Education,JournalArticle; Book,data mining,1,citations=1106; influential=38; open PDF metadata; title AI matches=1; AI term matches=1,"Growing interest in data and analytics in education, teaching, and learning raises the priority for increased, high-quality research into the models, methods, technologies, and impact of analytics. Two research communities -- Educational Data Mining (EDM) and Learning Analytics and Knowledge (LAK) have developed separately to address this need. This paper argues for increased and formal communication and collaboration between these communities in order to share research, methods, and tools for data mining and analysis in the service of developing both LAK and EDM fields."
1532,40,40,2012,Multi-column deep neural network for traffic sign classification,"D. Ciresan, U. Meier, Jonathan Masci, J. Schmidhuber",Neural Networks,2012-08-01,1095,67,221.06,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Multi-column deep neural network for traffic sign classification within General AI Methods and Systems.,"high citation signal (1,095); influential citation signal (67); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.neunet.2012.02.023,https://www.semanticscholar.org/paper/5bdfd78fb2285b9306e93bd3a4b534d19bf55f06,http://www.idsia.ch/%7Eciresan/data/nn2012_v3.pdf,10.1016/j.neunet.2012.02.023,,22386783,14628685,Computer Science; Medicine,JournalArticle,neural networks,1,citations=1095; influential=67; open PDF metadata; title AI matches=2; AI term matches=3,
1539,41,41,2012,Distributed GraphLab: A Framework for Machine Learning in the Cloud,"Yucheng Low, Joseph Gonzalez, Aapo Kyrola, Danny Bickson, Carlos Guestrin, Joseph M Hellerstein",Proceedings of the VLDB Endowment,2012-04-01,1086,141,230.187,General AI Methods and Systems,metadata-ranked,machine-learning,"high-level data parallel frameworks, like MapReduce, simplify the design and implementation of large-scale data processing systems, they do not naturally or efficiently support many important data mining and machine learning algorithms and can lead to inefficient learning systems.","high citation signal (1,086); influential citation signal (141)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.14778/2212351.2212354,https://www.semanticscholar.org/paper/b3683f5b5bfa6533b2c0eacd653e19ac1ec33d57,,10.14778/2212351.2212354,1204.6078,,11819780,Computer Science,JournalArticle,data mining; machine learning,2,citations=1086; influential=141; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,"While high-level data parallel frameworks, like MapReduce, simplify the design and implementation of large-scale data processing systems, they do not naturally or efficiently support many important data mining and machine learning algorithms and can lead to inefficient learning systems. To help fill this critical void, we introduced the GraphLab abstraction which naturally expresses asynchronous, dynamic, graph-parallel computation while ensuring data consistency and achieving a high degree of parallel performance in the shared-memory setting. In this paper, we extend the GraphLab framework to the substantially more challenging distributed setting while preserving strong data consistency guarantees. We develop graph based extensions to pipelined locking and data versioning to reduce network congestion and mitigate the effect of network latency. We also introduce fault tolerance to the GraphLab abstraction using the classic Chandy-Lamport snapshot algorithm and demonstrate how it can be easily implemented by exploiting the GraphLab abstraction itself. Finally, we evaluate our distributed implementation of the GraphLab abstraction on a large Amazon EC2 deployment and show 1-2 orders of magnitude performance gains over Hadoop-based implementations."
1544,42,42,2012,Stochastic dual coordinate ascent methods for regularized loss,"S. Shalev-Shwartz, Tong Zhang",Journal of machine learning research,2012-09-10,1078,146,236.509,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Stochastic Gradient Descent (SGD) has become popular for solving large scale supervised machine learning optimization problems such as SVM, due to their strong theoretical guarantees.","high citation signal (1,078); influential citation signal (146); recognized venue","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.5555/2567709.2502598,https://www.semanticscholar.org/paper/0c3751db5a24c636c1aa8abfd9d63321b38cfce5,,10.5555/2567709.2502598,1209.1873,,1517652,Computer Science; Mathematics,JournalArticle,machine learning,1,citations=1078; influential=146; recognized venue; open PDF metadata; AI term matches=2,"Stochastic Gradient Descent (SGD) has become popular for solving large scale supervised machine learning optimization problems such as SVM, due to their strong theoretical guarantees. While the closely related Dual Coordinate Ascent (DCA) method has been implemented in various software packages, it has so far lacked good convergence analysis. This paper presents a new analysis of Stochastic Dual Coordinate Ascent (SDCA) showing that this class of methods enjoy strong theoretical guarantees that are comparable or better than SGD. This analysis justifies the effectiveness of SDCA for practical applications."
1585,43,43,2012,A Survey of Text Classification Algorithms,"C. Aggarwal, ChengXiang Zhai",Mining Text Data,2012-08-01,1035,67,222.822,Natural Language Processing and Knowledge,survey/review,machine-learning; nlp,Positions A Survey of Text Classification Algorithms within Natural Language Processing and Knowledge.,"high citation signal (1,035); influential citation signal (67)","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1007/978-1-4614-3223-4_6,https://www.semanticscholar.org/paper/5c89852b90a1e9e506d237749c745bf42ac0f737,,10.1007/978-1-4614-3223-4_6,,,7056297,Computer Science,Review,data mining; machine learning,2,citations=1035; influential=67; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
1602,44,44,2012,Resting state fMRI: A review of methods and clinical applications,"Megan H Lee, C. Smyser, J. Shimony",American Journal of Neuroradiology,2012-08-30,1014,36,216.851,"AI for Science, Healthcare, and Robotics",survey/review; ai4science,machine-learning; reinforcement-learning; ai4science,SUMMARY: Resting-state fMRI measures spontaneous low-frequency fluctuations in the BOLD signal to investigate the functional architecture of the brain.,"high citation signal (1,014); influential citation signal (36); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.3174/ajnr.A3263,https://www.semanticscholar.org/paper/d1ea37260aca3638fc55672028cc77ed09030e65,http://www.ajnr.org/content/ajnr/34/10/1866.full.pdf,10.3174/ajnr.A3263,,22936095,19682056,Medicine; Psychology,Review; JournalArticle,graph neural networks; neural networks,2,citations=1014; influential=36; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; AI term matches=3; query hits=2,"SUMMARY: Resting-state fMRI measures spontaneous low-frequency fluctuations in the BOLD signal to investigate the functional architecture of the brain. Application of this technique has allowed the identification of various RSNs, or spatially distinct areas of the brain that demonstrate synchronous BOLD fluctuations at rest. Various methods exist for analyzing resting-state data, including seed-based approaches, independent component analysis, graph methods, clustering algorithms, neural networks, and pattern classifiers. Clinical applications of resting-state fMRI are at an early stage of development. However, its use in presurgical planning for patients with brain tumor and epilepsy demonstrates early promise, and the technique may have a future role in providing diagnostic and prognostic information for neurologic and psychiatric diseases."
