rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1442,22,22,2008,Automatic classification of MR scans in Alzheimer’s disease,"S. Klöppel, C. Stonnington, C. Chu, Bogdan Draganski, R. Scahill, J. Rohrer, Nick C Fox, C. Jack, et al.",Brain : a journal of neurology,2008-01-17,1239,87,229.386,"AI for Science, Healthcare, and Robotics",trustworthy-ai; ai4science,machine-learning; vision; reinforcement-learning; trustworthy-ai; ai4science,"To be diagnostically useful, structural MRI must reliably distinguish Alzheimer’s disease (AD) from normal aging in individual scans.","high citation signal (1,239); influential citation signal (87); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1093/brain/awm319,https://www.semanticscholar.org/paper/3d13d6f847e8f4c76c5a8d6f99fa49dbabe473c0,https://academic.oup.com/brain/article-pdf/131/3/681/898663/awm319.pdf,10.1093/brain/awm319,,18202106,13926857,Computer Science; Medicine; Psychology,JournalArticle,machine learning; support vector machines,2,citations=1239; influential=87; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,"To be diagnostically useful, structural MRI must reliably distinguish Alzheimer’s disease (AD) from normal aging in individual scans. Recent advances in statistical learning theory have led to the application of support vector machines to MRI for detection of a variety of disease states. The aims of this study were to assess how successfully support vector machines assigned individual diagnoses and to determine whether data-sets combined from multiple scanners and different centres could be used to obtain effective classification of scans. We used linear support vector machines to classify the grey matter segment of T1-weighted MR scans from pathologically proven AD patients and cognitively normal elderly individuals obtained from two centres with different scanning equipment. Because the clinical diagnosis of mild AD is difficult we also tested the ability of support vector machines to differentiate control scans from patients without post-mortem confirmation. Finally we sought to use these methods to differentiate scans between patients suffering from AD from those with frontotemporal lobar degeneration. Up to 96% of pathologically verified AD patients were correctly classified using whole brain images. Data from different centres were successfully combined achieving comparable results from the separate analyses. Importantly, data from one centre could be used to train a support vector machine to accurately differentiate AD and normal ageing scans obtained from another centre with different subjects and different scanner equipment. Patients with mild, clinically probable AD and age/sex matched controls were correctly separated in 89% of cases which is compatible with published diagnosis rates in the best clinical centres. This method correctly assigned 89% of patients with post-mortem confirmed diagnosis of either AD or frontotemporal lobar degeneration to their respective group. Our study leads to three conclusions: Firstly, support vector machines successfully separate patients with AD from healthy aging subjects. Secondly, they perform well in the differential diagnosis of two different forms of dementia. Thirdly, the method is robust and can be generalized across different centres. This suggests an important role for computer based diagnostic image analysis for clinical practice."
1476,23,23,2008,Data mining in course management systems: Moodle case study and tutorial,"C. Romero, Sebastián Ventura, Enrique García",Comput. Educ.,2008-08-01,1174,53,222.364,Vision and Multimodal Learning,survey/review,machine-learning,"Educational data mining is an emerging discipline, concerned with developing methods for exploring the unique types of data that come from the educational context.","high citation signal (1,174); influential citation signal (53); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1016/J.COMPEDU.2007.05.016,https://www.semanticscholar.org/paper/b1f3f74ec504fe53477b215c76335502f21a384b,http://research.moodle.net/95/1/Romero%20%282008%29%20Data%20mining%20in%20course%20management%20systems-%20Moodle%20case%20study%20and%20tutorial.pdf,10.1016/J.COMPEDU.2007.05.016,,,12391947,Computer Science; Education,JournalArticle; Review,data mining,1,citations=1174; influential=53; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=3,"Educational data mining is an emerging discipline, concerned with developing methods for exploring the unique types of data that come from the educational context. This work is a survey of the specific application of data mining in learning management systems and a case study tutorial with the Moodle system. Our objective is to introduce it both theoretically and practically to all users interested in this new research area, and in particular to online instructors and e-learning administrators. We describe the full process for mining e-learning data step by step as well as how to apply the main data mining techniques used, such as statistics, visualization, classification, clustering and association rule mining of Moodle data. We have used free data mining tools so that any user can immediately begin to apply data mining without having to purchase a commercial tool or program a specific personalized tool."
1493,24,24,2008,Spectral and Spatial Classification of Hyperspectral Data Using SVMs and Morphological Profiles,"M. Fauvel, J. Benediktsson, J. Chanussot, J. Sveinsson",IEEE Transactions on Geoscience and Remote Sensing,2008-11-21,1152,62,227.107,"AI for Science, Healthcare, and Robotics",metadata-ranked,machine-learning,"Positions Spectral and Spatial Classification of Hyperspectral Data Using SVMs and Morphological Profiles within AI for Science, Healthcare, and Robotics.","high citation signal (1,152); influential citation signal (62); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1109/TGRS.2008.922034,https://www.semanticscholar.org/paper/3ef69a362b1525846d1c4d7b11aa9472208473e3,http://hal.archives-ouvertes.fr/docs/00/28/37/69/PDF/fusion_SI.pdf,10.1109/TGRS.2008.922034,,,12241480,Computer Science; Engineering; Environmental Science,JournalArticle,support vector machines,1,citations=1152; influential=62; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
1524,25,25,2008,Classification using intersection kernel support vector machines is efficient,"Subhransu Maji, A. Berg, Jitendra Malik",2008 IEEE Conference on Computer Vision and Pattern Recognition,2008-06-23,1109,123,240.75,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Classification using intersection kernel support vector machines is efficient within Vision and Multimodal Learning.,"high citation signal (1,109); influential citation signal (123); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2008.4587630,https://www.semanticscholar.org/paper/a7086378e68dae59975cf749c101c53a0fa90eab,,10.1109/CVPR.2008.4587630,,,2990061,Computer Science; Mathematics,JournalArticle; Conference,support vector machines,1,citations=1109; influential=123; recognized venue; open PDF metadata; title AI matches=2; AI term matches=4,
1557,26,26,2008,Deep learning via semi-supervised embedding,"J. Weston, F. Ratle, H. Mobahi, R. Collobert",International Conference on Machine Learning,2008-07-05,1069,105,233.747,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Deep learning via semi-supervised embedding within General AI Methods and Systems.,"high citation signal (1,069); influential citation signal (105); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/1390156.1390303,https://www.semanticscholar.org/paper/7ee368e60d0b826e78f965aad8d6c7d406127104,http://icml2008.cs.helsinki.fi/papers/340.pdf,10.1145/1390156.1390303,,,740114,Computer Science,JournalArticle,deep learning,1,citations=1069; influential=105; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
1563,27,27,2008,Pedestrian Detection via Classification on Riemannian Manifolds,"Oncel Tuzel, F. Porikli, P. Meer",IEEE Transactions on Pattern Analysis and Machine Intelligence,2008-10-01,1063,89,230.333,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Pedestrian Detection via Classification on Riemannian Manifolds within General AI Methods and Systems.,"high citation signal (1,063); influential citation signal (89); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TPAMI.2008.75,https://www.semanticscholar.org/paper/33e46a618fdb22d46951f548d6ceeb384e7f1687,https://openresearch-repository.anu.edu.au/bitstream/1885/33451/2/01_Tuzel_Pedestrian_Detection_via_2008.pdf,10.1109/TPAMI.2008.75,,18703826,7817555,Computer Science; Mathematics; Medicine,JournalArticle,machine learning,1,citations=1063; influential=89; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
1583,28,28,2008,IM2GPS: estimating geographic information from a single image,"James Hays, Alexei A. Efros",2008 IEEE Conference on Computer Vision and Pattern Recognition,2008-06-23,1043,128,242.955,Vision and Multimodal Learning,benchmark/dataset,machine-learning; vision,"Estimating geographic information from an image is an excellent, difficult high-level computer vision problem whose time has come.","high citation signal (1,043); influential citation signal (128); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2008.4587784,https://www.semanticscholar.org/paper/b48d90cfebb8fbff29d161f6704d31b6909eb7ad,https://figshare.com/articles/journal_contribution/IM2GPS_Estimating_Geographic_Information_From_a_Single_Image/6555080/1/files/12037271.pdf,10.1109/CVPR.2008.4587784,,,2061602,Computer Science; Geography,JournalArticle; Conference,computer vision,1,citations=1043; influential=128; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3,"Estimating geographic information from an image is an excellent, difficult high-level computer vision problem whose time has come. The emergence of vast amounts of geographically-calibrated image data is a great reason for computer vision to start looking globally - on the scale of the entire planet! In this paper, we propose a simple algorithm for estimating a distribution over geographic locations from a single image using a purely data-driven scene matching approach. For this task, we leverage a dataset of over 6 million GPS-tagged images from the Internet. We represent the estimated image location as a probability distribution over the Earthpsilas surface. We quantitatively evaluate our approach in several geolocation tasks and demonstrate encouraging performance (up to 30 times better than chance). We show that geolocation estimates can provide the basis for numerous other image understanding tasks such as population density estimation, land cover estimation or urban/rural classification."
1586,29,29,2008,A dual coordinate descent method for large-scale linear SVM,"Cho-Jui Hsieh, Kai-Wei Chang, Chih-Jen Lin, S. Keerthi, S. Sundararajan",International Conference on Machine Learning,2008-07-05,1034,132,236.192,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A dual coordinate descent method for large-scale linear SVM within General AI Methods and Systems.,"high citation signal (1,034); influential citation signal (132); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/1390156.1390208,https://www.semanticscholar.org/paper/0389a414c5d0ef50e06fe0c15f6102f374ce1b04,,10.1145/1390156.1390208,,,7880266,Computer Science; Mathematics,JournalArticle,support vector machines,1,citations=1034; influential=132; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
1597,30,30,2008,Reinforcement learning of motor skills with policy gradients,"Jan Peters, S. Schaal",Neural Networks,2008-05-01,1022,57,217.317,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions Reinforcement learning of motor skills with policy gradients within Reinforcement Learning and Agents.,"high citation signal (1,022); influential citation signal (57); open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1016/j.neunet.2008.02.003,https://www.semanticscholar.org/paper/ffced5b53ad956474a12d73b5cbfd38355dfb70a,http://www-clmc.usc.edu/publications/P/peters-NN2008.pdf,10.1016/j.neunet.2008.02.003,,18482830,15454626,Computer Science; Engineering; Medicine,JournalArticle,machine learning; reinforcement learning,2,citations=1022; influential=57; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2,
1666,31,31,2008,Hierarchical Models in the Brain,Karl J. Friston,PLoS Comput. Biol.,2008-11-01,944,87,221.409,Generative Models and Synthetic Media,survey/review; generative,machine-learning; generative-ai,This paper describes a general model that subsumes many parametric models for continuous data.,high citation signal (944); influential citation signal (87); open-access PDF metadata,"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.1371/journal.pcbi.1000211,https://www.semanticscholar.org/paper/1a014a076cac3c7f5d81a084e296c095f9230437,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1000211&type=printable,10.1371/journal.pcbi.1000211,,18989391,13942547,Computer Science; Medicine,JournalArticle; Review,neural networks,1,citations=944; influential=87; survey/benchmark signal; open PDF metadata; AI term matches=2,"This paper describes a general model that subsumes many parametric models for continuous data. The model comprises hidden layers of state-space or dynamic causal models, arranged so that the output of one provides input to another. The ensuing hierarchy furnishes a model for many types of data, of arbitrary complexity. Special cases range from the general linear model for static data to generalised convolution models, with system noise, for nonlinear time-series analysis. Crucially, all of these models can be inverted using exactly the same scheme, namely, dynamic expectation maximization. This means that a single model and optimisation scheme can be used to invert a wide range of models. We present the model and a brief review of its inversion to disclose the relationships among, apparently, diverse generative models of empirical data. We then show that this inversion can be formulated as a simple neural network and may provide a useful metaphor for inference and learning in the brain."
1677,32,32,2008,Artificial intelligence techniques for photovoltaic applications: A review,"A. Mellit, S. Kalogirou",,2008-10-01,936,26,205.681,General AI Methods and Systems,survey/review,machine-learning,Positions Artificial intelligence techniques for photovoltaic applications: A review within General AI Methods and Systems.,high citation signal (936); influential citation signal (26),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.PECS.2008.01.001,https://www.semanticscholar.org/paper/f86b88e3eb0df51c9846512094b7562891c903ba,,10.1016/J.PECS.2008.01.001,,,110201854,Computer Science; Engineering; Environmental Science,Review,artificial intelligence,1,citations=936; influential=26; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,
1681,33,33,2008,Intelligent heart disease prediction system using data mining techniques,"S. Palaniappan, Rafiah Awang",2008 IEEE/ACS International Conference on Computer Systems and Applications,2008-03-31,932,37,207.371,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Intelligent heart disease prediction system using data mining techniques within General AI Methods and Systems.,high citation signal (932); influential citation signal (37); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/AICCSA.2008.4493524,https://www.semanticscholar.org/paper/0a957fe9df02e59df12dfb568b22db5d9639cf4f,http://paper.ijcsns.org/07_book/200808/20080849.pdf?origin%3Dpublication_detail,10.1109/AICCSA.2008.4493524,,,17154699,Computer Science; Medicine,JournalArticle; Conference,data mining; neural networks,2,citations=932; influential=37; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
1718,34,34,2008,MPCA: Multilinear Principal Component Analysis of Tensor Objects,"Haiping Lu, K. Plataniotis, A. Venetsanopoulos",IEEE Transactions on Neural Networks,,904,156,235.562,General AI Methods and Systems,metadata-ranked,machine-learning,Positions MPCA: Multilinear Principal Component Analysis of Tensor Objects within General AI Methods and Systems.,high citation signal (904); influential citation signal (156); recognized venue; open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TNN.2007.901277,https://www.semanticscholar.org/paper/74d381155143ec50a2de65769f16e54708f886c1,http://www.dsp.toronto.edu/~haiping/Publication/MPCA_TNN07.pdf,10.1109/TNN.2007.901277,,18269936,2082042,Computer Science; Mathematics; Medicine,JournalArticle,computer vision; pattern recognition,2,citations=904; influential=156; recognized venue; open PDF metadata; AI term matches=2; query hits=2,
1741,35,35,2008,Particle swarm optimization for parameter determination and feature selection of support vector machines,"Shih-Wei Lin, Kuo-Ching Ying, Shih-Chieh Chen, Z. Lee",Expert systems with applications,2008-11-01,886,44,206.626,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Particle swarm optimization for parameter determination and feature selection of support vector machines within Graph Learning, Recommendation, and Core Methods.",high citation signal (886); influential citation signal (44),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/j.eswa.2007.08.088,https://www.semanticscholar.org/paper/48732e566f1027b5dcc1e037fb0058a31acab438,,10.1016/j.eswa.2007.08.088,,,5628229,Computer Science; Mathematics,JournalArticle,support vector machines,1,citations=886; influential=44; open PDF metadata; title AI matches=1; AI term matches=1,
1745,36,36,2008,Neuroeconomics,"P. Glimcher, Colin Camerer, E. Fehr, R. Poldrack",Scholarpedia,,884,34,207.058,Generative Models and Synthetic Media,survey/review; generative; reinforcement-learning,generative-ai; reinforcement-learning,"Neuroeconomics is a young, interdisciplinary field dealing with the neurobiology of decision making and how it affects cognitive social interactions between humans and societies/economies.",high citation signal (884); influential citation signal (34); open-access PDF metadata,"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.4249/scholarpedia.1759,https://www.semanticscholar.org/paper/b9a53832a8cbd726bca4c04d65b639ca765d25a0,https://doi.org/10.4249/scholarpedia.1759,10.4249/scholarpedia.1759,,,115600718,Computer Science; Economics; Psychology,JournalArticle; Review,reinforcement learning,1,citations=884; influential=34; survey/benchmark signal; open PDF metadata; AI term matches=2,"Neuroeconomics is a young, interdisciplinary field dealing with the neurobiology of decision making and how it affects cognitive social interactions between humans and societies/economies. It studies how economic behavior can shape our understanding of the brain, and how neuroscientific discoveries can constrain and guide models of economics. Neuroeconomics studies decision making by using a combination of tools from neuroscience, economics and psychology to avoid the shortcoming that arise from a single perspective approach. Offering the necessary interdisciplinary approach, ""Neuroeconomics ""2nd edition presents research from neuroscience, psychology, and behavioral economics. Edited by two of the founders of the field, this edition once again offers a current and comprehensive review of the field. With chapters authored by all the major figures, this new edition will serve to advance understanding of the following as related to the human brain through neoclassical economic approaches, behavioral economics, social decision making, valuation, and neural mechanism for choice. Editors and contributing authors are among the acknowledged experts and founders in the field, making this the authoritative reference for neuroeconomicsSuitable as an advanced undergraduate or graduate textbook as well as a thorough reference for active researchersIntroductory chapters on economics, psychology, neuroscience, and anthropology provide students and scholars from any discipline with the keys to understanding this interdisciplinary fieldDetailed chapters on subjects that include reinforcement learning, risk, inter-temporal choice, drift-diffusion models, game theory, and prospect theory make this an invaluable reference Published in association with the Society for Neuroeconomicswww.neuroeconomics.orgFull-color presentation throughout with numerous carefully selected illustrations to highlight key concepts"
1771,37,37,2008,Predictive data mining in clinical medicine: Current issues and guidelines,"R. Bellazzi, B. Zupan",Int. J. Medical Informatics,2008-02-01,867,32,209.807,"AI for Science, Healthcare, and Robotics",survey/review; ai4science,machine-learning; ai4science,BACKGROUND The widespread availability of new computational methods and tools for data analysis and predictive modeling requires medical informatics researchers and practitioners to systematically select the most appropriate strategy to cope with clinical prediction problems.,high citation signal (867); influential citation signal (32); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1016/j.ijmedinf.2006.11.006,https://www.semanticscholar.org/paper/900876aa169e55b836411137c40efecb86fc50f2,http://eprints.fri.uni-lj.si/994/1/2008%2DIJMI%2DBellazziZupan.pdf,10.1016/j.ijmedinf.2006.11.006,,17188928,1358050,Computer Science; Medicine,Review; JournalArticle,data mining,1,citations=867; influential=32; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1,"BACKGROUND The widespread availability of new computational methods and tools for data analysis and predictive modeling requires medical informatics researchers and practitioners to systematically select the most appropriate strategy to cope with clinical prediction problems. In particular, the collection of methods known as 'data mining' offers methodological and technical solutions to deal with the analysis of medical data and construction of prediction models. A large variety of these methods requires general and simple guidelines that may help practitioners in the appropriate selection of data mining tools, construction and validation of predictive models, along with the dissemination of predictive models within clinical environments. PURPOSE The goal of this review is to discuss the extent and role of the research area of predictive data mining and to propose a framework to cope with the problems of constructing, assessing and exploiting data mining models in clinical medicine. METHODS We review the recent relevant work published in the area of predictive data mining in clinical medicine, highlighting critical issues and summarizing the approaches in a set of learned lessons. RESULTS The paper provides a comprehensive review of the state of the art of predictive data mining in clinical medicine and gives guidelines to carry out data mining studies in this field. CONCLUSIONS Predictive data mining is becoming an essential instrument for researchers and clinical practitioners in medicine. Understanding the main issues underlying these methods and the application of agreed and standardized procedures is mandatory for their deployment and the dissemination of results. Thanks to the integration of molecular and clinical data taking place within genomic medicine, the area has recently not only gained a fresh impulse but also a new set of complex problems it needs to address."
1783,38,38,2008,Spatio-temporal Saliency detection using phase spectrum of quaternion fourier transform,"Chenlei Guo, Qi Ma, Liming Zhang",2008 IEEE Conference on Computer Vision and Pattern Recognition,2008-06-23,856,106,226.995,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Spatio-temporal Saliency detection using phase spectrum of quaternion fourier transform within Vision and Multimodal Learning.,high citation signal (856); influential citation signal (106); recognized venue,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2008.4587715,https://www.semanticscholar.org/paper/16f4cfd4cbf504a151827b5a94df5deafd4930ac,,10.1109/CVPR.2008.4587715,,,16493916,Computer Science; Mathematics,JournalArticle; Conference,computer vision,1,citations=856; influential=106; recognized venue; open PDF metadata; AI term matches=2,
1786,39,39,2008,Evaluation of random forest and adaboost tree-based ensemble classification and spectral band selection for ecotope mapping using airborne hyperspectral imagery,"J. Chan, D. Paelinckx",,2008-06-16,855,27,199.201,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Evaluation of random forest and adaboost tree-based ensemble classification and spectral band selection for ecotope mapping using airborne hyperspectral imagery within Graph Learning, Recommendation, and Core Methods.",high citation signal (855); influential citation signal (27),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/J.RSE.2008.02.011,https://www.semanticscholar.org/paper/b4b4a54f3817f24e0131dead3a0befbdcd8f3cd6,,10.1016/J.RSE.2008.02.011,,,5707430,Computer Science; Environmental Science,,neural networks,1,citations=855; influential=27; open PDF metadata; title AI matches=1; AI term matches=1,
1831,40,40,2008,Classification using discriminative restricted Boltzmann machines,"H. Larochelle, Yoshua Bengio",International Conference on Machine Learning,2008-07-05,821,85,228.019,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Classification using discriminative restricted Boltzmann machines within General AI Methods and Systems.,high citation signal (821); influential citation signal (85); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/1390156.1390224,https://www.semanticscholar.org/paper/a53da9916b87fa295837617c16ef2ca6462cafb8,,10.1145/1390156.1390224,,,15584821,Computer Science,JournalArticle,deep learning; machine learning; neural networks,3,citations=821; influential=85; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2; query hits=3,
1843,41,41,2008,"NetMHC-3.0: accurate web accessible predictions of human, mouse and monkey MHC class I affinities for peptides of length 8–11","C. Lundegaard, K. Lamberth, M. Harndahl, S. Buus, O. Lund, M. Nielsen",Nucleic Acids Res.,2008-05-07,813,55,206.798,Foundation Models and Large Language Models,metadata-ranked,machine-learning,NetMHC-3.0 is trained on a large number of quantitative peptide data using both affinity data from the Immune Epitope Database and Analysis Resource (IEDB) and elution data from SYFPEITHI.,high citation signal (813); influential citation signal (55); open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1093/nar/gkn202,https://www.semanticscholar.org/paper/2b60a7f6a75c3a8c6198d4e3af857d9fef139aa4,https://europepmc.org/articles/pmc2447772?pdf=render,10.1093/nar/gkn202,,18463140,18355449,Biology; Computer Science; Medicine,Study; JournalArticle,neural networks,1,citations=813; influential=55; open PDF metadata; AI term matches=2,"NetMHC-3.0 is trained on a large number of quantitative peptide data using both affinity data from the Immune Epitope Database and Analysis Resource (IEDB) and elution data from SYFPEITHI. The method generates high-accuracy predictions of major histocompatibility complex (MHC): peptide binding. The predictions are based on artificial neural networks trained on data from 55 MHC alleles (43 Human and 12 non-human), and position-specific scoring matrices (PSSMs) for additional 67 HLA alleles. As only the MHC class I prediction server is available, predictions are possible for peptides of length 8–11 for all 122 alleles. artificial neural network predictions are given as actual IC50 values whereas PSSM predictions are given as a log-odds likelihood scores. The output is optionally available as download for easy post-processing. The training method underlying the server is the best available, and has been used to predict possible MHC-binding peptides in a series of pathogen viral proteomes including SARS, Influenza and HIV, resulting in an average of 75–80% confirmed MHC binders. Here, the performance is further validated and benchmarked using a large set of newly published affinity data, non-redundant to the training set. The server is free of use and available at: http://www.cbs.dtu.dk/services/NetMHC."
1844,42,42,2008,Training neural network classifiers for medical decision making: The effects of imbalanced datasets on classification performance,"M. Mazurowski, P. Habas, J. Zurada, J. Lo, J. Baker, G. Tourassi",Neural Networks,2008-03-01,813,12,191.352,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,"Positions Training neural network classifiers for medical decision making: The effects of imbalanced datasets on classification performance within AI for Science, Healthcare, and Robotics.",high citation signal (813); influential citation signal (12); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1016/j.neunet.2007.12.031,https://www.semanticscholar.org/paper/7f5b88983f7364f5ce01876c52d5c4c88dc2a479,https://europepmc.org/articles/pmc2346433?pdf=render,10.1016/j.neunet.2007.12.031,,18272329,16539414,Computer Science; Medicine,JournalArticle,neural networks,1,citations=813; influential=12; open PDF metadata; title AI matches=2; AI term matches=3,
1847,43,43,2008,Machine Learning in Bioinformatics,"P. Larrañaga, Borja Calvo, Roberto Santana, C. Bielza, Josu Galdiano, Iñaki Inza, J. A. Lozano, Ruben Armañanzas, et al.",Encyclopedia of Database Systems,2008-12-03,812,20,197.039,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Machine Learning in Bioinformatics within General AI Methods and Systems.,high citation signal (812); influential citation signal (20); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-0-387-39940-9_3007,https://www.semanticscholar.org/paper/035256a8a6d8a73af2adb38245f4130daa1f0535,http://www.ics.uci.edu/%7Exhx/courses/CS174/lectures/ML_in_Bioinform.pdf,10.1007/978-0-387-39940-9_3007,,,6944829,Biology; Computer Science,,machine learning; neural networks; support vector machines,3,citations=812; influential=20; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
