candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
230,2013,Landslide susceptibility mapping at Vaz Watershed (Iran) using an artificial neural network model: a comparison between multilayer perceptron (MLP) and radial basic function (RBF) algorithms,"M. Zare, H. Pourghasemi, M. Vafakhah, B. Pradhan",Arabian Journal of Geosciences,2013-08-01,370,12,180.066,"AI for Science, Healthcare, and Robotics",metadata-ranked,machine-learning,"Positions Landslide susceptibility mapping at Vaz Watershed (Iran) using an artificial neural network model: a comparison between multilayer perceptron (MLP) and radial basic function (RBF) algorithms within AI for Science, Healthcare, and Robotics.",high citation signal (370); influential citation signal (12); recognized venue; open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/s12517-012-0610-x,https://www.semanticscholar.org/paper/184d1f96eed79d43628aa1e51d445ed25782c8e9,http://psasir.upm.edu.my/id/eprint/28599/1/Landslide%20susceptibility%20mapping%20at%20VAZ%20watershed.pdf,10.1007/s12517-012-0610-x,,,60664372,Engineering; Environmental Science; Geology,Review,neural networks,1,citations=370; influential=12; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
231,2013,Feature Mining for Hyperspectral Image Classification,"X. Jia, Bor-Chen Kuo, M. Crawford",Proceedings of the IEEE,2013-02-05,370,10,170.727,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Feature Mining for Hyperspectral Image Classification within Vision and Multimodal Learning.,high citation signal (370); influential citation signal (10),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/JPROC.2012.2229082,https://www.semanticscholar.org/paper/2b16fd0539c647f1ea77f0de7f42c49ea734daf4,,10.1109/JPROC.2012.2229082,,,40020155,Computer Science; Engineering; Environmental Science; Geography,JournalArticle; Review,data mining,1,citations=370; influential=10; open PDF metadata; title AI matches=2; AI term matches=2,
232,2013,bartMachine: Machine Learning with Bayesian Additive Regression Trees,"A. Kapelner, J. Bleich",,2013-12-07,368,38,185.327,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,We present a new package in R implementing Bayesian additive regression trees (BART).,high citation signal (368); influential citation signal (38); open-access PDF metadata,"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.18637/JSS.V070.I04,https://www.semanticscholar.org/paper/0b6624f39c549f99422b49e1e7a004492ed3d11c,https://doi.org/10.18637/jss.v070.i04,10.18637/JSS.V070.I04,1312.2171,,7265320,Computer Science; Mathematics,,machine learning,1,citations=368; influential=38; open PDF metadata; title AI matches=1; AI term matches=1,"We present a new package in R implementing Bayesian additive regression trees (BART). The package introduces many new features for data analysis using BART such as variable selection, interaction detection, model diagnostic plots, incorporation of missing data and the ability to save trees for future prediction. It is significantly faster than the current R implementation, parallelized, and capable of handling both large sample sizes and high-dimensional data."
233,2013,Immunity to Device Variations in a Spiking Neural Network With Memristive Nanodevices,"D. Querlioz, O. Bichler, P. Dollfus, C. Gamrat",IEEE transactions on nanotechnology,2013-05-01,366,26,190.06,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Immunity to Device Variations in a Spiking Neural Network With Memristive Nanodevices within General AI Methods and Systems.,high citation signal (366); influential citation signal (26); recognized venue; open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TNANO.2013.2250995,https://www.semanticscholar.org/paper/e3510cb51f9aae9048e328a1c42c871886b7db20,https://hal.archives-ouvertes.fr/hal-01826840/file/PID2676661.pdf,10.1109/TNANO.2013.2250995,,,14416573,Computer Science; Engineering; Physics,,neural networks,1,citations=366; influential=26; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
234,2013,Psychological Processing in Chronic Pain: A Neural Systems Approach,"L. Simons, Igor Elman, D. Borsook",Neuroscience and Biobehavioral Reviews,2013-12-27,363,18,188.96,Natural Language Processing and Knowledge,survey/review,nlp,"Our understanding of chronic pain involves complex brain circuits that include sensory, emotional, cognitive and interoceptive processing.",high citation signal (363); influential citation signal (18); recognized venue; open-access PDF metadata,"Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1016/j.neubiorev.2013.12.006,https://www.semanticscholar.org/paper/812d7139061b0e5d27e56efcf98545e968d6f6ce,https://europepmc.org/articles/pmc3944001?pdf=render,10.1016/j.neubiorev.2013.12.006,,24374383,4956209,Medicine; Psychology,Review; JournalArticle,neural networks,1,citations=363; influential=18; recognized venue; survey/benchmark signal; open PDF metadata; AI term matches=2,"Our understanding of chronic pain involves complex brain circuits that include sensory, emotional, cognitive and interoceptive processing. The feed-forward interactions between physical (e.g., trauma) and emotional pain and the consequences of altered psychological status on the expression of pain have made the evaluation and treatment of chronic pain a challenge in the clinic. By understanding the neural circuits involved in psychological processes, a mechanistic approach to the implementation of psychology-based treatments may be better understood. In this review we evaluate some of the principle processes that may be altered as a consequence of chronic pain in the context of localized and integrated neural networks. These changes are ongoing, vary in their magnitude, and their hierarchical manifestations, and may be temporally and sequentially altered by treatments, and all contribute to an overall pain phenotype. Furthermore, we link altered psychological processes to specific evidence-based treatments to put forth a model of pain neuroscience psychology."
235,2013,Fast image scanning with deep max-pooling convolutional neural networks,"A. Giusti, D. Ciresan, Jonathan Masci, L. Gambardella, J. Schmidhuber",2013 IEEE International Conference on Image Processing,2013-02-07,360,21,181.83,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,"Deep Neural Networks now excel at image classification, detection and segmentation.",high citation signal (360); influential citation signal (21); open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/ICIP.2013.6738831,https://www.semanticscholar.org/paper/68299ec9b72e3ac378a1fdc9d86039ebba203deb,https://arxiv.org/pdf/1302.1700,10.1109/ICIP.2013.6738831,1302.1700,,9237654,Computer Science; Engineering,JournalArticle; Conference,neural networks,1,citations=360; influential=21; open PDF metadata; title AI matches=2; AI term matches=4,"Deep Neural Networks now excel at image classification, detection and segmentation. When used to scan images by means of a sliding window, however, their high computational complexity can bring even the most powerful hardware to its knees. We show how dynamic programming can speedup the process by orders of magnitude, even when max-pooling layers are present."
236,2013,A Methodology for Direct and Indirect Discrimination Prevention in Data Mining,"S. Hajian, J. Domingo-Ferrer",IEEE Transactions on Knowledge and Data Engineering,2013-07-01,359,28,190.636,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A Methodology for Direct and Indirect Discrimination Prevention in Data Mining within General AI Methods and Systems.,high citation signal (359); influential citation signal (28); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/TKDE.2012.72,https://www.semanticscholar.org/paper/f3fff6ee996970425f6aab7eb4a48df389ce690c,,10.1109/TKDE.2012.72,,,11342145,Computer Science,JournalArticle,data mining,1,citations=359; influential=28; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
237,2013,Neural Networks and Statistical Learning,"Ke-Lin Du, M. Swamy",,2013-12-07,357,26,188.513,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Neural Networks and Statistical Learning within General AI Methods and Systems.,high citation signal (357); influential citation signal (26),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-1-4471-5571-3,https://www.semanticscholar.org/paper/89b22325e7d72d11c5bad8f3893d45d0e184fa9b,,10.1007/978-1-4471-5571-3,,,61144051,Computer Science; Mathematics,,bayesian networks; data mining; foundation models; machine learning; neural networks; pattern recognition; reinforcement learning; support vector machines,8,citations=357; influential=26; open PDF metadata; title AI matches=2; AI term matches=2; query hits=8,
238,2013,WS-SNPs&GO: a web server for predicting the deleterious effect of human protein variants using functional annotation,"E. Capriotti, R. Calabrese, P. Fariselli, P. Martelli, R. Altman, R. Casadio",BMC Genomics,2013-05-01,356,32,189.261,"AI for Science, Healthcare, and Robotics",benchmark/dataset; ai4science,machine-learning; ai4science,SNPs&GO is a method for the prediction of deleterious Single Amino acid Polymorphisms (SAPs) using protein functional annotation.,high citation signal (356); influential citation signal (32); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1186/1471-2164-14-S3-S6,https://www.semanticscholar.org/paper/cc7495f6d6ac9818f55c1b9c18c11e65b9b1535a,https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/1471-2164-14-S3-S6,10.1186/1471-2164-14-S3-S6,,23819482,9367499,Biology; Computer Science; Medicine,JournalArticle; Study,support vector machines,1,citations=356; influential=32; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=2,"SNPs&GO is a method for the prediction of deleterious Single Amino acid Polymorphisms (SAPs) using protein functional annotation. In this work, we present the web server implementation of SNPs&GO (WS-SNPs&GO). The server is based on Support Vector Machines (SVM) and for a given protein, its input comprises: the sequence and/or its three-dimensional structure (when available), a set of target variations and its functional Gene Ontology (GO) terms. The output of the server provides, for each protein variation, the probabilities to be associated to human diseases. The server consists of two main components, including updated versions of the sequence-based SNPs&GO (recently scored as one of the best algorithms for predicting deleterious SAPs) and of the structure-based SNPs&GO3d programs. Sequence and structure based algorithms are extensively tested on a large set of annotated variations extracted from the SwissVar database. Selecting a balanced dataset with more than 38,000 SAPs, the sequence-based approach achieves 81% overall accuracy, 0.61 correlation coefficient and an Area Under the Curve (AUC) of the Receiver Operating Characteristic (ROC) curve of 0.88. For the subset of ~6,600 variations mapped on protein structures available at the Protein Data Bank (PDB), the structure-based method scores with 84% overall accuracy, 0.68 correlation coefficient, and 0.91 AUC. When tested on a new blind set of variations, the results of the server are 79% and 83% overall accuracy for the sequence-based and structure-based inputs, respectively. WS-SNPs&GO is a valuable tool that includes in a unique framework information derived from protein sequence, structure, evolutionary profile, and protein function. WS-SNPs&GO is freely available at http://snps.biofold.org/snps-and-go."
239,2013,"Computational Intelligence: Synergies of Fuzzy Logic, Neural Networks and Evolutionary Computing","Nazmul Siddique, H. Adeli",,2013-05-28,353,18,177.347,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions Computational Intelligence: Synergies of Fuzzy Logic, Neural Networks and Evolutionary Computing within General AI Methods and Systems.",high citation signal (353); influential citation signal (18),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1002/9781118534823,https://www.semanticscholar.org/paper/c5a650597323547d18f58808e6485ef9c877c2d8,,10.1002/9781118534823,,,265906102,Computer Science; Engineering; Mathematics,,neural networks,1,citations=353; influential=18; open PDF metadata; title AI matches=2; AI term matches=2,
240,2013,ImageNet Classification with Deep Convolutional Neural,,,,352,43,188.041,Vision and Multimodal Learning,metadata-ranked,machine-learning,Positions ImageNet Classification with Deep Convolutional Neural within Vision and Multimodal Learning.,high citation signal (352); influential citation signal (43),"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/9952d4d5717afd4a27157ed8b98b0ee3dcb70d6c,https://www.semanticscholar.org/paper/9952d4d5717afd4a27157ed8b98b0ee3dcb70d6c,,,,,15156042,Computer Science,,deep learning; neural networks,2,citations=352; influential=43; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
241,2013,Machine Learning for Android Malware Detection Using Permission and API Calls,"Naser Peiravian, Xingquan Zhu",IEEE International Conference on Tools with Artificial Intelligence,2013-11-04,350,32,192.888,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Machine Learning for Android Malware Detection Using Permission and API Calls within General AI Methods and Systems.,high citation signal (350); influential citation signal (32); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/ICTAI.2013.53,https://www.semanticscholar.org/paper/78cd2830c84a71cfd7f300a447658d93dd0096bf,,10.1109/ICTAI.2013.53,,,893156,Computer Science,JournalArticle; Conference,machine learning,1,citations=350; influential=32; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
242,2013,Tanycytic VEGF-A Boosts Blood-Hypothalamus Barrier Plasticity and Access of Metabolic Signals to the Arcuate Nucleus in Response to Fasting,"F. Langlet, B. Levin, S. Luquet, M. Mazzone, A. Messina, A. Dunn-Meynell, E. Balland, Amélie Lacombe, et al.",Cell Metabolism,2013-04-02,349,34,191.649,Generative Models and Synthetic Media,metadata-ranked,reinforcement-learning,Summary The delivery of blood-borne molecules conveying metabolic information to neural networks that regulate energy homeostasis is restricted by brain barriers.,high citation signal (349); influential citation signal (34); recognized venue; open-access PDF metadata,"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.1016/j.cmet.2013.03.004,https://www.semanticscholar.org/paper/8e829717f1ddf4f34409acbb1fa6946a66b509b8,https://iris.unito.it/bitstream/2318/1841768/1/106.pdf,10.1016/j.cmet.2013.03.004,,23562080,206840616,Biology; Medicine,JournalArticle,neural networks,1,citations=349; influential=34; recognized venue; open PDF metadata; AI term matches=2,"Summary The delivery of blood-borne molecules conveying metabolic information to neural networks that regulate energy homeostasis is restricted by brain barriers. The fenestrated endothelium of median eminence microvessels and tight junctions between tanycytes together compose one of these. Here, we show that the decrease in blood glucose levels during fasting alters the structural organization of this blood-hypothalamus barrier, resulting in the improved access of metabolic substrates to the arcuate nucleus. These changes are mimicked by 2-deoxyglucose-induced glucoprivation and reversed by raising blood glucose levels after fasting. Furthermore, we show that VEGF-A expression in tanycytes modulates these barrier properties. The neutralization of VEGF signaling blocks fasting-induced barrier remodeling and significantly impairs the physiological response to refeeding. These results implicate glucose in the control of blood-hypothalamus exchanges through a VEGF-dependent mechanism, and demonstrate a hitherto unappreciated role for tanycytes and the permeable microvessels associated with them in the adaptive metabolic response to fasting."
243,2013,Predicting phishing websites based on self-structuring neural network,"R. Mohammad, F. Thabtah, L. Mccluskey",Neural computing & applications (Print),2013-11-21,348,23,177.304,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Predicting phishing websites based on self-structuring neural network within General AI Methods and Systems.,high citation signal (348); influential citation signal (23),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/s00521-013-1490-z,https://www.semanticscholar.org/paper/2ba9e8879cc191f9bf68e733cd212b4f7edc1670,,10.1007/s00521-013-1490-z,,,780314,Computer Science,JournalArticle,neural networks,1,citations=348; influential=23; open PDF metadata; title AI matches=1; AI term matches=1,
244,2013,Convolutional neural network based triangular CRF for joint intent detection and slot filling,"Puyang Xu, R. Sarikaya",2013 IEEE Workshop on Automatic Speech Recognition and Understanding,2013-12-01,347,35,183.918,Natural Language Processing and Knowledge,metadata-ranked,machine-learning; nlp,Positions Convolutional neural network based triangular CRF for joint intent detection and slot filling within Natural Language Processing and Knowledge.,high citation signal (347); influential citation signal (35); open-access PDF metadata,"Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1109/ASRU.2013.6707709,https://www.semanticscholar.org/paper/667939f67523db023d8465e18a96d0198905df72,http://www.clsp.jhu.edu/~puyang/papers/joint_cnn.pdf,10.1109/ASRU.2013.6707709,,,10532715,Computer Science,JournalArticle,neural networks,1,citations=347; influential=35; open PDF metadata; title AI matches=1; AI term matches=2,
245,2013,Synchronization of Coupled Reaction-Diffusion Neural Networks with Time-Varying Delays via Pinning-Impulsive Controller,"Xinsong Yang, Jinde Cao, Zhichun Yang",SIAM Journal of Control and Optimization,2013-09-12,346,9,167.921,Generative Models and Synthetic Media,generative,generative-ai; reinforcement-learning,Positions Synchronization of Coupled Reaction-Diffusion Neural Networks with Time-Varying Delays via Pinning-Impulsive Controller within Generative Models and Synthetic Media.,high citation signal (346),"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://doi.org/10.1137/120897341,https://www.semanticscholar.org/paper/5c66d18898dd4a3d3e1e1af21e69afd9dc140414,,10.1137/120897341,,,32539535,Computer Science; Mathematics,JournalArticle,neural networks,1,citations=346; influential=9; open PDF metadata; title AI matches=2; AI term matches=2,
246,2013,Short-term solar power prediction using a support vector machine,"Jianwu Zeng, W. Qiao",,2013-04-01,345,16,174.287,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Short-term solar power prediction using a support vector machine within General AI Methods and Systems.,high citation signal (345); influential citation signal (16),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.RENENE.2012.10.009,https://www.semanticscholar.org/paper/3d7fecedc413b71adbcdc27bff835db4e5e589a6,,10.1016/J.RENENE.2012.10.009,,,110829504,Computer Science; Engineering; Environmental Science,,neural networks; support vector machines,2,citations=345; influential=16; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
247,2013,AI Methods in Algorithmic Composition: A Comprehensive Survey,"Jose D. Fernández, F. Vico",Journal of Artificial Intelligence Research,2013-10-01,343,17,192.959,"Representation, Self-Supervised, and Transfer Learning",survey/review,machine-learning,Algorithmic composition is the partial or total automation of the process of music composition by using computers.,high citation signal (343); influential citation signal (17); recognized venue; open-access PDF metadata,"Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://doi.org/10.1613/jair.3908,https://www.semanticscholar.org/paper/3839aae244763195f1437e7c00d2c6c8f5e3b549,https://www.jair.org/index.php/jair/article/download/10845/25883,10.1613/jair.3908,1402.0585,,8822245,Art; Computer Science,JournalArticle; Review,artificial intelligence; neural networks,2,citations=343; influential=17; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2,"Algorithmic composition is the partial or total automation of the process of music composition by using computers. Since the 1950s, different computational techniques related to Artificial Intelligence have been used for algorithmic composition, including grammatical representations, probabilistic methods, neural networks, symbolic rule-based systems, constraint programming and evolutionary algorithms. This survey aims to be a comprehensive account of research on algorithmic composition, presenting a thorough view of the field for researchers in Artificial Intelligence."
248,2013,Machine Learning Techniques for Anomaly Detection: An Overview,"S. Omar, A. Ngadi, H. Jebur",,2013-10-18,343,8,163.255,General AI Methods and Systems,survey/review,machine-learning,Positions Machine Learning Techniques for Anomaly Detection: An Overview within General AI Methods and Systems.,high citation signal (343); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5120/13715-1478,https://www.semanticscholar.org/paper/0278bbaf1db5df036f02393679d485260b1daeb7,https://doi.org/10.5120/13715-1478,10.5120/13715-1478,,,13287576,Computer Science,Review,machine learning,1,citations=343; influential=8; open PDF metadata; title AI matches=1; AI term matches=1,
249,2013,Provable Bounds for Learning Some Deep Representations,"Sanjeev Arora, Aditya Bhaskara, Rong Ge, Tengyu Ma",International Conference on Machine Learning,2013-10-23,342,30,192.506,Generative Models and Synthetic Media,generative,machine-learning; generative-ai,We give algorithms with provable guarantees that learn a class of deep nets in the generative model view popularized by Hinton and others.,high citation signal (342); influential citation signal (30); recognized venue,"Image and media quality metrics may not capture factuality, controllability, provenance, or downstream harms.; Training data provenance and copyright constraints can be under-specified in highly cited generation work.; Robust evaluation across cultures, modalities, and adversarial uses remains difficult.",https://www.semanticscholar.org/paper/1d6e6adc7a841393fc10b78dc0018e550aff589d,https://www.semanticscholar.org/paper/1d6e6adc7a841393fc10b78dc0018e550aff589d,,,1310.6343,,8049057,Computer Science; Mathematics,JournalArticle; Conference,deep learning; graph neural networks; neural networks,3,citations=342; influential=30; recognized venue; open PDF metadata; AI term matches=2; query hits=3,"We give algorithms with provable guarantees that learn a class of deep nets in the generative model view popularized by Hinton and others. Our generative model is an n node multilayer network that has degree at most nγ for some γ < 1 and each edge has a random edge weight in [-1, 1]. Our algorithm learns almost all networks in this class with polynomial running time. The sample complexity is quadratic or cubic depending upon the details of the model. The algorithm uses layerwise learning. It is based upon a novel idea of observing correlations among features and using these to infer the underlying edge structure via a global graph recovery procedure. The analysis of the algorithm reveals interesting structure of neural nets with random edge weights."
250,2013,"Asymptotically Exact, Embarrassingly Parallel MCMC","Willie Neiswanger, Chong Wang, E. Xing",Conference on Uncertainty in Artificial Intelligence,2013-11-19,341,48,195.851,Reinforcement Learning and Agents,trustworthy-ai,machine-learning; trustworthy-ai,"Communication costs, resulting from synchronization requirements during learning, can greatly slow down many parallel machine learning algorithms.",high citation signal (341); influential citation signal (48); recognized venue,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/5aaa65fbe2abe27afb237b2f40909d686b14b1ee,https://www.semanticscholar.org/paper/5aaa65fbe2abe27afb237b2f40909d686b14b1ee,,,1311.4780,,2715736,Computer Science; Mathematics,JournalArticle; Conference,machine learning,1,citations=341; influential=48; recognized venue; open PDF metadata; AI term matches=2,"Communication costs, resulting from synchronization requirements during learning, can greatly slow down many parallel machine learning algorithms. In this paper, we present a parallel Markov chain Monte Carlo (MCMC) algorithm in which subsets of data are processed independently, with very little communication. First, we arbitrarily partition data onto multiple machines. Then, on each machine, any classical MCMC method (e.g., Gibbs sampling) may be used to draw samples from a posterior distribution given the data subset. Finally, the samples from each machine are combined to form samples from the full posterior. This embarrassingly parallel algorithm allows each machine to act independently on a subset of the data (without communication) until the final combination stage. We prove that our algorithm generates asymptotically exact samples and empirically demonstrate its ability to parallelize burn-in and sampling in several models."
251,2013,Multivariate classification of social anxiety disorder using whole brain functional connectivity,"Feng Liu, Wenbin Guo, J. Fouche, Yifeng Wang, Wenqin Wang, Jurong Ding, L. Zeng, Changjian Qiu, et al.",Brain Structure and Function,2013-09-27,341,13,169.313,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Multivariate classification of social anxiety disorder using whole brain functional connectivity within General AI Methods and Systems.,high citation signal (341); influential citation signal (13),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/s00429-013-0641-4,https://www.semanticscholar.org/paper/bdca4176a6cc2d285605c439843ae42a4331e1f1,,10.1007/s00429-013-0641-4,,24072164,9297378,Medicine; Psychology,JournalArticle,support vector machines,1,citations=341; influential=13; open PDF metadata; title AI matches=1; AI term matches=1,
252,2013,"Feature Extraction Methods LPC, PLP and MFCC In Speech Recognition",Namrata Dave,,,338,29,181.789,Natural Language Processing and Knowledge,metadata-ranked,nlp,"Positions Feature Extraction Methods LPC, PLP and MFCC In Speech Recognition within Natural Language Processing and Knowledge.",high citation signal (338); influential citation signal (29),"Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://www.semanticscholar.org/paper/0b44265790c6008622c0c3de2aa1aea3ca2e7762,https://www.semanticscholar.org/paper/0b44265790c6008622c0c3de2aa1aea3ca2e7762,,,,,212563590,Computer Science,,neural networks; support vector machines,2,citations=338; influential=29; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
