rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
988,50,50,2021,E(3)-equivariant graph neural networks for data-efficient and accurate interatomic potentials,"Simon L. Batzner, Albert Musaelian, Lixin Sun, M. Geiger, J. Mailoa, M. Kornbluth, Nicola Molinari, T. Smidt, et al.",Nature Communications,2021-01-08,2119,130,260.755,"Graph Learning, Recommendation, and Core Methods",graph-learning,machine-learning; graph-learning,"This work presents Neural Equivariant Interatomic Potentials (NequIP), an E(3)-equivariant neural network approach for learning interatomic potentials from ab-initio calculations for molecular dynamics simulations.","high citation signal (2,119); influential citation signal (130); recognized venue; open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1038/s41467-022-29939-5,https://www.semanticscholar.org/paper/7456dea3a3646f2df6392773a196a5abd0d53b11,https://www.nature.com/articles/s41467-022-29939-5.pdf,10.1038/s41467-022-29939-5,2101.03164,35508450,231418897,Chemistry; Computer Science; Medicine; Physics,JournalArticle,deep learning; graph neural networks; neural networks,3,citations=2119; influential=130; recognized venue; open PDF metadata; title AI matches=3; AI term matches=4; query hits=3,"This work presents Neural Equivariant Interatomic Potentials (NequIP), an E(3)-equivariant neural network approach for learning interatomic potentials from ab-initio calculations for molecular dynamics simulations. While most contemporary symmetry-aware models use invariant convolutions and only act on scalars, NequIP employs E(3)-equivariant convolutions for interactions of geometric tensors, resulting in a more information-rich and faithful representation of atomic environments. The method achieves state-of-the-art accuracy on a challenging and diverse set of molecules and materials while exhibiting remarkable data efficiency. NequIP outperforms existing models with up to three orders of magnitude fewer training data, challenging the widely held belief that deep neural networks require massive training sets. The high data efficiency of the method allows for the construction of accurate potentials using high-order quantum chemical level of theory as reference and enables high-fidelity molecular dynamics simulations over long time scales. An E(3)-equivariant deep learning interatomic potential is introduced for accelerating molecular dynamics simulations. The method obtains state-of-the-art accuracy, can faithfully describe dynamics of complex systems with remarkable sample efficiency."
1017,51,51,2021,Tabular Data: Deep Learning is Not All You Need,"Ravid Shwartz-Ziv, Amitai Armon",Information Fusion,2021-06-06,2040,64,231.108,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning; ai4science,A key element in solving real-life data science problems is selecting the types of models to use.,"high citation signal (2,040); influential citation signal (64); open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/j.inffus.2021.11.011,https://www.semanticscholar.org/paper/009560d2710138a446e6e254d8ddcb65eaa0e687,https://arxiv.org/pdf/2106.03253,10.1016/j.inffus.2021.11.011,2106.03253,,260435623,Computer Science,JournalArticle,deep learning,1,citations=2040; influential=64; open PDF metadata; title AI matches=1; AI term matches=2,"A key element in solving real-life data science problems is selecting the types of models to use. Tree ensemble models (such as XGBoost) are usually recommended for classification and regression problems with tabular data. However, several deep learning models for tabular data have recently been proposed, claiming to outperform XGBoost for some use cases. This paper explores whether these deep models should be a recommended option for tabular data by rigorously comparing the new deep models to XGBoost on various datasets. In addition to systematically comparing their performance, we consider the tuning and computation they require. Our study shows that XGBoost outperforms these deep models across the datasets, including the datasets used in the papers that proposed the deep models. We also demonstrate that XGBoost requires much less tuning. On the positive side, we show that an ensemble of deep models and XGBoost performs better on these datasets than XGBoost alone."
1028,52,52,2021,Multitask Prompted Training Enables Zero-Shot Task Generalization,"Victor Sanh, Albert Webson, Colin Raffel, Stephen H. Bach, Lintang Sutawika, Zaid Alyafeai, Antoine Chaffin, Arnaud Stiegler, et al.",arXiv.org,2021-10-15,2011,150,254.593,Foundation Models and Large Language Models,benchmark/dataset,foundation-models; nlp,"Large language models have recently been shown to attain reasonable zero-shot generalization on a diverse set of tasks (Brown et al., 2020).","high citation signal (2,011); influential citation signal (150)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/17dd3555fd1ccf1141cf984347fa1b3fd6b009ca,https://www.semanticscholar.org/paper/17dd3555fd1ccf1141cf984347fa1b3fd6b009ca,,,2110.08207,,239009562,Computer Science,JournalArticle,large language models,1,citations=2011; influential=150; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=2; AI term matches=4,"Large language models have recently been shown to attain reasonable zero-shot generalization on a diverse set of tasks (Brown et al., 2020). It has been hypothesized that this is a consequence of implicit multitask learning in language models' pretraining (Radford et al., 2019). Can zero-shot generalization instead be directly induced by explicit multitask learning? To test this question at scale, we develop a system for easily mapping any natural language tasks into a human-readable prompted form. We convert a large set of supervised datasets, each with multiple prompts with diverse wording. These prompted datasets allow for benchmarking the ability of a model to perform completely held-out tasks. We fine-tune a pretrained encoder-decoder model (Raffel et al., 2020; Lester et al., 2021) on this multitask mixture covering a wide variety of tasks. The model attains strong zero-shot performance on several standard datasets, often outperforming models up to 16x its size. Further, our approach attains strong performance on a subset of tasks from the BIG-bench benchmark, outperforming models up to 6x its size. All trained models are available at https://github.com/bigscience-workshop/t-zero and all prompts are available at https://github.com/bigscience-workshop/promptsource."
1048,53,53,2021,Ensemble deep learning: A review,"M. A. Ganaie, Minghui Hu, M. Tanveer, P. Suganthan",Engineering applications of artificial intelligence,2021-04-06,1975,40,238.944,"Graph Learning, Recommendation, and Core Methods",survey/review,machine-learning,Ensemble learning combines several individual models to obtain better generalization performance.,"high citation signal (1,975); influential citation signal (40); recognized venue; open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/j.engappai.2022.105151,https://www.semanticscholar.org/paper/8b47a2d47e4122d56e213909591418bbb6894cf2,http://qspace.qu.edu.qa/bitstream/10576/39985/1/Ensemble%20deep%20learning%20%20A%20review.pdf,10.1016/j.engappai.2022.105151,2104.02395,,233033495,Computer Science,JournalArticle; Review,deep learning,1,citations=1975; influential=40; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=2,"Ensemble learning combines several individual models to obtain better generalization performance. Currently, deep learning architectures are showing better performance compared to the shallow or traditional models. Deep ensemble learning models combine the advantages of both the deep learning models as well as the ensemble learning such that the final model has better generalization performance. This paper reviews the state-of-art deep ensemble models and hence serves as an extensive summary for the researchers. The ensemble models are broadly categorised into bagging, boosting, stacking, negative correlation based deep ensemble models, explicit/implicit ensembles, homogeneous/heterogeneous ensemble, decision fusion strategies based deep ensemble models. Applications of deep ensemble models in different domains are also briefly discussed. Finally, we conclude this paper with some potential future research directions."
1058,54,54,2021,Physics-informed neural networks (PINNs) for fluid mechanics: a review,"Shengze Cai, Zhiping Mao, Zhicheng Wang, Minglang Yin, G. Karniadakis",Acta Mechanica Sinica,2021-05-20,1950,27,225.325,"AI for Science, Healthcare, and Robotics",survey/review,ai4science,"ars in simulating flow problems using numerical discretization of the Navier–Stokes equations (NSE), we still cannot incorporate seamlessly noisy data into existing algorithms, mesh-generation is complex, and we cannot tackle high-dimensional problems governed by parametrized NSE.","high citation signal (1,950); influential citation signal (27); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/s10409-021-01148-1,https://www.semanticscholar.org/paper/8efcb1e84f617841520ae9f0c26cb1cd214b0af5,https://arxiv.org/pdf/2105.09506,10.1007/s10409-021-01148-1,2105.09506,,234789992,Computer Science; Engineering; Physics,JournalArticle; Review,neural networks,1,citations=1950; influential=27; survey/benchmark signal; open PDF metadata; title AI matches=2; AI term matches=2,"Despite the significant progress over the last 50 years in simulating flow problems using numerical discretization of the Navier–Stokes equations (NSE), we still cannot incorporate seamlessly noisy data into existing algorithms, mesh-generation is complex, and we cannot tackle high-dimensional problems governed by parametrized NSE. Moreover, solving inverse flow problems is often prohibitively expensive and requires complex and expensive formulations and new computer codes. Here, we review flow physics-informed learning, integrating seamlessly data and mathematical models, and implement them using physics-informed neural networks (PINNs). We demonstrate the effectiveness of PINNs for inverse problems related to three-dimensional wake flows, supersonic flows, and biomedical flows."
1064,55,55,2021,GLM: General Language Model Pretraining with Autoregressive Blank Infilling,"Zhengxiao Du, Yujie Qian, Xiao Liu, Ming Ding, J. Qiu, Zhilin Yang, Jie Tang",Annual Meeting of the Association for Computational Linguistics,2021-03-18,1939,184,243.635,Foundation Models and Large Language Models,transformer,foundation-models; nlp,"There have been various types of pretraining architectures including autoencoding models (e.g., BERT), autoregressive models (e.g., GPT), and encoder-decoder models (e.g., T5).","high citation signal (1,939); influential citation signal (184); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.18653/v1/2022.acl-long.26,https://www.semanticscholar.org/paper/50796b0f3edf9cb5ff1e447c298b33755378aa4f,https://aclanthology.org/2022.acl-long.26.pdf,10.18653/v1/2022.acl-long.26,2103.10360,,247519241,Computer Science,JournalArticle; Conference,large language models,1,citations=1939; influential=184; open PDF metadata; title AI matches=1; AI term matches=1,"There have been various types of pretraining architectures including autoencoding models (e.g., BERT), autoregressive models (e.g., GPT), and encoder-decoder models (e.g., T5). However, none of the pretraining frameworks performs the best for all tasks of three main categories including natural language understanding (NLU), unconditional generation, and conditional generation. We propose a General Language Model (GLM) based on autoregressive blank infilling to address this challenge. GLM improves blank filling pretraining by adding 2D positional encodings and allowing an arbitrary order to predict spans, which results in performance gains over BERT and T5 on NLU tasks. Meanwhile, GLM can be pretrained for different types of tasks by varying the number and lengths of blanks. On a wide range of tasks across NLU, conditional and unconditional generation, GLM outperforms BERT, T5, and GPT given the same model sizes and data, and achieves the best performance from a single pretrained model with 1.25× parameters of BERT Large , demonstrating its generalizability to different downstream tasks."
1083,56,56,2021,DeBERTaV3: Improving DeBERTa using ELECTRA-Style Pre-Training with Gradient-Disentangled Embedding Sharing,"Pengcheng He, Jianfeng Gao, Weizhu Chen",International Conference on Learning Representations,2021-11-18,1888,287,256.245,Foundation Models and Large Language Models,benchmark/dataset; self-supervised,foundation-models; nlp,"This paper presents a new pre-trained language model, DeBERTaV3, which improves the original DeBERTa model by replacing mask language modeling (MLM) with replaced token detection (RTD), a more sample-efficient pre-training task.","high citation signal (1,888); influential citation signal (287)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/972706306f85b1bfb40c7d35c796ad5174eb0c9c,https://www.semanticscholar.org/paper/972706306f85b1bfb40c7d35c796ad5174eb0c9c,,,2111.09543,,244346093,Computer Science,JournalArticle,large language models,1,citations=1888; influential=287; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=2,"This paper presents a new pre-trained language model, DeBERTaV3, which improves the original DeBERTa model by replacing mask language modeling (MLM) with replaced token detection (RTD), a more sample-efficient pre-training task. Our analysis shows that vanilla embedding sharing in ELECTRA hurts training efficiency and model performance. This is because the training losses of the discriminator and the generator pull token embeddings in different directions, creating the""tug-of-war""dynamics. We thus propose a new gradient-disentangled embedding sharing method that avoids the tug-of-war dynamics, improving both training efficiency and the quality of the pre-trained model. We have pre-trained DeBERTaV3 using the same settings as DeBERTa to demonstrate its exceptional performance on a wide range of downstream natural language understanding (NLU) tasks. Taking the GLUE benchmark with eight tasks as an example, the DeBERTaV3 Large model achieves a 91.37% average score, which is 1.37% over DeBERTa and 1.91% over ELECTRA, setting a new state-of-the-art (SOTA) among the models with a similar structure. Furthermore, we have pre-trained a multi-lingual model mDeBERTa and observed a larger improvement over strong baselines compared to English models. For example, the mDeBERTa Base achieves a 79.8% zero-shot cross-lingual accuracy on XNLI and a 3.6% improvement over XLM-R Base, creating a new SOTA on this benchmark. We have made our pre-trained models and inference code publicly available at https://github.com/microsoft/DeBERTa."
1120,57,57,2021,A survey of uncertainty in deep neural networks,"J. Gawlikowski, Cedrique Rovile Njieutcheu Tassi, Mohsin Ali, Jongseo Lee, Matthias Humt, Jianxiang Feng, Anna Kruspe, Rudolph Triebel, et al.",Artificial Intelligence Review,2021-07-07,1792,82,254.68,"AI for Science, Healthcare, and Robotics",survey/review; trustworthy-ai; ai4science,machine-learning; vision; trustworthy-ai; ai4science,"Over the last decade, neural networks have reached almost every field of science and become a crucial part of various real world applications.","high citation signal (1,792); influential citation signal (82); recognized venue; open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/s10462-023-10562-9,https://www.semanticscholar.org/paper/fc70db46738fff97d9ee3d66c6f9c57794d7b4fa,https://link.springer.com/content/pdf/10.1007/s10462-023-10562-9.pdf,10.1007/s10462-023-10562-9,2107.03342,,235755082,Computer Science; Mathematics,JournalArticle; Review,bayesian networks; neural networks,2,citations=1792; influential=82; recognized venue; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=2; AI term matches=3; query hits=2,"Over the last decade, neural networks have reached almost every field of science and become a crucial part of various real world applications. Due to the increasing spread, confidence in neural network predictions has become more and more important. However, basic neural networks do not deliver certainty estimates or suffer from over- or under-confidence, i.e. are badly calibrated. To overcome this, many researchers have been working on understanding and quantifying uncertainty in a neural network’s prediction. As a result, different types and sources of uncertainty have been identified and various approaches to measure and quantify uncertainty in neural networks have been proposed. This work gives a comprehensive overview of uncertainty estimation in neural networks, reviews recent advances in the field, highlights current challenges, and identifies potential research opportunities. It is intended to give anyone interested in uncertainty estimation in neural networks a broad overview and introduction, without presupposing prior knowledge in this field. For that, a comprehensive introduction to the most crucial sources of uncertainty is given and their separation into reducible model uncertainty and irreducible data uncertainty is presented. The modeling of these uncertainties based on deterministic neural networks, Bayesian neural networks (BNNs), ensemble of neural networks, and test-time data augmentation approaches is introduced and different branches of these fields as well as the latest developments are discussed. For a practical application, we discuss different measures of uncertainty, approaches for calibrating neural networks, and give an overview of existing baselines and available implementations. Different examples from the wide spectrum of challenges in the fields of medical image analysis, robotics, and earth observation give an idea of the needs and challenges regarding uncertainties in the practical applications of neural networks. Additionally, the practical limitations of uncertainty quantification methods in neural networks for mission- and safety-critical real world applications are discussed and an outlook on the next steps towards a broader usage of such methods is given."
1125,58,58,2021,Isaac Gym: High Performance GPU-Based Physics Simulation For Robot Learning,"Viktor Makoviychuk, Lukasz Wawrzyniak, Yunrong Guo, Michelle Lu, Kier Storey, M. Macklin, David Hoeller, N. Rudin, et al.",NeurIPS Datasets and Benchmarks,2021-08-24,1784,134,246.392,Reinforcement Learning and Agents,ai4science; reinforcement-learning,machine-learning; reinforcement-learning; ai4science,Isaac Gym offers a high performance learning platform to train policies for wide variety of robotics tasks directly on GPU.,"high citation signal (1,784); influential citation signal (134); recognized venue","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/49142e3e381c0dc7fee0049ea41d2ef02c0340d7,https://www.semanticscholar.org/paper/49142e3e381c0dc7fee0049ea41d2ef02c0340d7,,,2108.10470,,237277983,Computer Science; Engineering,JournalArticle,neural networks,1,citations=1784; influential=134; recognized venue; open PDF metadata; AI term matches=2,Isaac Gym offers a high performance learning platform to train policies for wide variety of robotics tasks directly on GPU. Both physics simulation and the neural network policy training reside on GPU and communicate by directly passing data from physics buffers to PyTorch tensors without ever going through any CPU bottlenecks. This leads to blazing fast training times for complex robotics tasks on a single GPU with 2-3 orders of magnitude improvements compared to conventional RL training that uses a CPU based simulator and GPU for neural networks. We host the results and videos at \url{https://sites.google.com/view/isaacgym-nvidia} and isaac gym can be downloaded at \url{https://developer.nvidia.com/isaac-gym}.
1129,59,59,2021,What Makes Good In-Context Examples for GPT-3?,"Jiachang Liu, Dinghan Shen, Yizhe Zhang, Bill Dolan, L. Carin, Weizhu Chen",Workshop on Knowledge Extraction and Integration for Deep Learning Architectures; Deep Learning Inside Out,2021-01-17,1775,186,251.842,Foundation Models and Large Language Models,benchmark/dataset; transformer; retrieval,foundation-models; nlp,"GPT-3 has attracted lots of attention due to its superior performance across a wide range of NLP tasks, especially with its in-context learning abilities.","high citation signal (1,775); influential citation signal (186); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.18653/v1/2022.deelio-1.10,https://www.semanticscholar.org/paper/59641c10ed7431a3cf841f308367dc2dc0281b74,https://aclanthology.org/2022.deelio-1.10.pdf,10.18653/v1/2022.deelio-1.10,2101.06804,,231632658,Computer Science,JournalArticle,neural networks,1,citations=1775; influential=186; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=5,"GPT-3 has attracted lots of attention due to its superior performance across a wide range of NLP tasks, especially with its in-context learning abilities. Despite its success, we found that the empirical results of GPT-3 depend heavily on the choice of in-context examples. In this work, we investigate whether there are more effective strategies for judiciously selecting in-context examples (relative to random sampling) that better leverage GPT-3’s in-context learning capabilities.Inspired by the recent success of leveraging a retrieval module to augment neural networks, we propose to retrieve examples that are semantically-similar to a test query sample to formulate its corresponding prompt. Intuitively, the examples selected with such a strategy may serve as more informative inputs to unleash GPT-3’s power of text generation. We evaluate the proposed approach on several natural language understanding and generation benchmarks, where the retrieval-based prompt selection approach consistently outperforms the random selection baseline. Moreover, it is observed that the sentence encoders fine-tuned on task-related datasets yield even more helpful retrieval results. Notably, significant gains are observed on tasks such as table-to-text generation (44.3% on the ToTTo dataset) and open-domain question answering (45.5% on the NQ dataset)."
1131,60,60,2021,Machine learning and deep learning,"Christian Janiesch, Patrick Zschech, K. Heinrich",Electronic Markets,2021-04-08,1771,25,224.17,General AI Methods and Systems,metadata-ranked,machine-learning,"Today, intelligent systems that offer artificial intelligence capabilities often rely on machine learning.","high citation signal (1,771); influential citation signal (25); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/s12525-021-00475-2,https://www.semanticscholar.org/paper/a0f303b6e22ef52943355993f57d65938997066a,https://link.springer.com/content/pdf/10.1007/s12525-021-00475-2.pdf,10.1007/s12525-021-00475-2,2104.05314,,233210772,Computer Science,JournalArticle,artificial intelligence; deep learning; machine learning; neural networks,4,citations=1771; influential=25; open PDF metadata; title AI matches=2; AI term matches=5; query hits=4,"Today, intelligent systems that offer artificial intelligence capabilities often rely on machine learning. Machine learning describes the capacity of systems to learn from problem-specific training data to automate the process of analytical model building and solve associated tasks. Deep learning is a machine learning concept based on artificial neural networks. For many applications, deep learning models outperform shallow machine learning models and traditional data analysis approaches. In this article, we summarize the fundamentals of machine learning and deep learning to generate a broader understanding of the methodical underpinning of current intelligent systems. In particular, we provide a conceptual distinction between relevant terms and concepts, explain the process of automated analytical model building through machine learning and deep learning, and discuss the challenges that arise when implementing such intelligent systems in the field of electronic markets and networked business. These naturally go beyond technological aspects and highlight issues in human-machine interaction and artificial intelligence servitization."
1132,61,61,2021,BitFit: Simple Parameter-efficient Fine-tuning for Transformer-based Masked Language-models,"Elad Ben-Zaken, Shauli Ravfogel, Yoav Goldberg",Annual Meeting of the Association for Computational Linguistics,2021-06-18,1769,190,242.064,Foundation Models and Large Language Models,transformer; self-supervised,foundation-models; trustworthy-ai,"We introduce BitFit, a sparse-finetuning method where only the bias-terms of the model (or a subset of them) are being modified.","high citation signal (1,769); influential citation signal (190); open-access PDF metadata","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.18653/v1/2022.acl-short.1,https://www.semanticscholar.org/paper/339b2b711fb5b228d097b03ebc3e62a521779235,https://aclanthology.org/2022.acl-short.1.pdf,10.18653/v1/2022.acl-short.1,2106.10199,,231672601,Computer Science,JournalArticle; Conference,large language models,1,citations=1769; influential=190; open PDF metadata; title AI matches=1; AI term matches=1,"We introduce BitFit, a sparse-finetuning method where only the bias-terms of the model (or a subset of them) are being modified. We show that with small-to-medium training data, applying BitFit on pre-trained BERT models is competitive with (and sometimes better than) fine-tuning the entire model. For larger data, the method is competitive with other sparse fine-tuning methods.Besides their practical utility, these findings are relevant for the question of understanding the commonly-used process of finetuning: they support the hypothesis that finetuning is mainly about exposing knowledge induced by language-modeling training, rather than learning new task-specific linguistic knowledge."
1143,62,62,2021,Generalizing to Unseen Domains: A Survey on Domain Generalization,"Jindong Wang, Cuiling Lan, Chang Liu, Yidong Ouyang, Tao Qin",IEEE Transactions on Knowledge and Data Engineering,2021-03-02,1749,86,244.805,"Representation, Self-Supervised, and Transfer Learning",survey/review,machine-learning,Machine learning systems generally assume that the training and testing distributions are the same.,"high citation signal (1,749); influential citation signal (86); recognized venue; open-access PDF metadata","Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://doi.org/10.1109/TKDE.2022.3178128,https://www.semanticscholar.org/paper/93884d89dfc8c3886f642018227a43fb7b58044f,https://arxiv.org/pdf/2103.03097,10.1109/TKDE.2022.3178128,2103.03097,,232110832,Computer Science,JournalArticle; Review,machine learning,1,citations=1749; influential=86; recognized venue; survey/benchmark signal; open PDF metadata; AI term matches=2,"Machine learning systems generally assume that the training and testing distributions are the same. To this end, a key requirement is to develop models that can generalize to unseen distributions. Domain generalization (DG), i.e., out-of-distribution generalization, has attracted increasing interests in recent years. Domain generalization deals with a challenging setting where one or several different but related domain(s) are given, and the goal is to learn a model that can generalize to an unseen test domain. Great progress has been made in the area of domain generalization for years. This paper presents the first review of recent advances in this area. First, we provide a formal definition of domain generalization and discuss several related fields. We then thoroughly review the theories related to domain generalization and carefully analyze the theory behind generalization. We categorize recent algorithms into three classes: data manipulation, representation learning, and learning strategy, and present several popular algorithms in detail for each category. Third, we introduce the commonly used datasets, applications, and our open-sourced codebase for fair evaluation. Finally, we summarize existing literature and present some potential research topics for the future."
1145,63,63,2021,CLIP-Adapter: Better Vision-Language Models with Feature Adapters,"Peng Gao, Shijie Geng, Renrui Zhang, Teli Ma, Rongyao Fang, Yongfeng Zhang, Hongsheng Li, Y. Qiao",International Journal of Computer Vision,2021-10-09,1747,193,251.007,Foundation Models and Large Language Models,self-supervised,machine-learning; foundation-models; multimodal; nlp; vision,Large-scale contrastive vision-language pretraining has shown significant progress in visual representation learning.,"high citation signal (1,747); influential citation signal (193)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1007/s11263-023-01891-x,https://www.semanticscholar.org/paper/c04067f03fba2df0c14ea51a170f213eb2983708,,10.1007/s11263-023-01891-x,2110.04544,,238583492,Computer Science,JournalArticle,large language models; machine learning,2,citations=1747; influential=193; open PDF metadata; title AI matches=1; AI term matches=8; query hits=2,"Large-scale contrastive vision-language pretraining has shown significant progress in visual representation learning. Unlike traditional visual systems trained by a fixed set of discrete labels, a new paradigm was introduced in Radford et al. (International conference on machine learning, PMLR, 2021) to directly learn to align images with raw texts in an open-vocabulary setting. On downstream tasks, a carefully chosen text prompt is employed to make zero-shot predictions. To avoid non-trivial prompt engineering, context optimization (Zhou et al. in Int J Comput Vis 130(9):2337–2348, 2022) has been proposed to learn continuous vectors as task-specific prompts with few-shot training examples. In this paper, we show that there is an alternative path to achieve better vision-language models other than prompt tuning. While prompt tuning is for the textual inputs, we propose CLIP-Adapter to conduct fine-tuning with feature adapters on either visual or language branch. Specifically, CLIP-Adapter adopts an additional bottleneck layer to learn new features and performs residual-style feature blending with the original pretrained features. As a consequence, CLIP-Adapter is able to outperform context optimization while maintaining a simple design. Experiments and extensive ablation studies on various visual classification tasks demonstrate the effectiveness of our approach."
1157,64,64,2021,Improving language models by retrieving from trillions of tokens,"Sebastian Borgeaud, Arthur Mensch, Jordan Hoffmann, Trevor Cai, Eliza Rutherford, Katie Millican, George van den Driessche, Jean-Baptiste Lespiau, et al.",International Conference on Machine Learning,2021-12-08,1730,111,249.101,Foundation Models and Large Language Models,benchmark/dataset; transformer; retrieval,machine-learning; foundation-models; nlp,"We enhance auto-regressive language models by conditioning on document chunks retrieved from a large corpus, based on local similarity with preceding tokens.","high citation signal (1,730); influential citation signal (111); recognized venue","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/002c256d30d6be4b23d365a8de8ae0e67e4c9641,https://www.semanticscholar.org/paper/002c256d30d6be4b23d365a8de8ae0e67e4c9641,,,2112.04426,,244954723,Computer Science,JournalArticle; Conference,large language models,1,citations=1730; influential=111; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=3,"We enhance auto-regressive language models by conditioning on document chunks retrieved from a large corpus, based on local similarity with preceding tokens. With a $2$ trillion token database, our Retrieval-Enhanced Transformer (RETRO) obtains comparable performance to GPT-3 and Jurassic-1 on the Pile, despite using 25$\times$ fewer parameters. After fine-tuning, RETRO performance translates to downstream knowledge-intensive tasks such as question answering. RETRO combines a frozen Bert retriever, a differentiable encoder and a chunked cross-attention mechanism to predict tokens based on an order of magnitude more data than what is typically consumed during training. We typically train RETRO from scratch, yet can also rapidly RETROfit pre-trained transformers with retrieval and still achieve good performance. Our work opens up new avenues for improving language models through explicit memory at unprecedented scale."
