candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
486,2021,Intelligent fault diagnosis of machines with small & imbalanced data: A state-of-the-art review and possible extensions.,"Tianci Zhang, Jinglong Chen, Fudong Li, Kaiyu Zhang, Haixin Lv, Shuilong He, Enyong Xu",ISA transactions,2021-03-08,529,8,178.764,"Representation, Self-Supervised, and Transfer Learning",survey/review; transformer,machine-learning,The research on intelligent fault diagnosis has yielded remarkable achievements based on artificial intelligence-related technologies.,high citation signal (529),"Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://doi.org/10.1016/j.isatra.2021.02.042,https://www.semanticscholar.org/paper/68b46af0441001a358a7859e32dfdf057a27a386,,10.1016/j.isatra.2021.02.042,,33736889,232303266,Computer Science; Engineering; Medicine,JournalArticle; Review,artificial intelligence; machine learning,2,citations=529; influential=8; survey/benchmark signal; open PDF metadata; AI term matches=2; query hits=2,"The research on intelligent fault diagnosis has yielded remarkable achievements based on artificial intelligence-related technologies. In engineering scenarios, machines usually work in a normal condition, which means limited fault data can be collected. Intelligent fault diagnosis with small & imbalanced data (S&I-IFD), which refers to build intelligent diagnosis models using limited machine faulty samples to achieve accurate fault identification, has been attracting the attention of researchers. Nowadays, the research on S&I-IFD has achieved fruitful results, but a review of the latest achievements is still lacking, and the future research directions are not clear enough. To address this, we review the research results on S&I-IFD and provides some future perspectives in this paper. The existing research results are divided into three categories: the data augmentation-based, the feature learning-based, and the classifier design-based. Data augmentation-based strategy improves the performance of diagnosis models by augmenting training data. Feature learning-based strategy identifies faults accurately by extracting features from small & imbalanced data. Classifier design-based strategy achieves high diagnosis accuracy by constructing classifiers suitable for small & imbalanced data. Finally, this paper points out the research challenges faced by S&I-IFD and provides some directions that may bring breakthroughs, including meta-learning and zero-shot learning."
487,2021,Large Language Models Can Be Strong Differentially Private Learners,"Xuechen Li, Florian Tramèr, Percy Liang, Tatsunori B. Hashimoto",International Conference on Learning Representations,2021-10-12,527,88,219.761,Foundation Models and Large Language Models,trustworthy-ai,foundation-models; nlp; trustworthy-ai,"ivate (DP) learning has seen limited success for building large deep learning models of text, and straightforward attempts at applying Differentially Private Stochastic Gradient Descent (DP-SGD) to NLP tasks have resulted in large performance drops and high computational overhead.",high citation signal (527); influential citation signal (88),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/6f674172fd1a14d4f6a566d7ba1f75303c8d3ff7,https://www.semanticscholar.org/paper/6f674172fd1a14d4f6a566d7ba1f75303c8d3ff7,,,2110.05679,,238634219,Computer Science,JournalArticle,deep learning; large language models,2,citations=527; influential=88; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=2; AI term matches=6; query hits=2,"Differentially Private (DP) learning has seen limited success for building large deep learning models of text, and straightforward attempts at applying Differentially Private Stochastic Gradient Descent (DP-SGD) to NLP tasks have resulted in large performance drops and high computational overhead. We show that this performance drop can be mitigated with (1) the use of large pretrained language models; (2) non-standard hyperparameters that suit DP optimization; and (3) fine-tuning objectives which are aligned with the pretraining procedure. With the above, we obtain NLP models that outperform state-of-the-art DP-trained models under the same privacy budget and strong non-private baselines -- by directly fine-tuning pretrained models with DP optimization on moderately-sized corpora. To address the computational challenge of running DP-SGD with large Transformers, we propose a memory saving technique that allows clipping in DP-SGD to run without instantiating per-example gradients for any linear layer in the model. The technique enables privately training Transformers with almost the same memory cost as non-private training at a modest run-time overhead. Contrary to conventional wisdom that DP optimization fails at learning high-dimensional models (due to noise that scales with dimension) empirical results reveal that private learning with pretrained language models doesn't tend to suffer from dimension-dependent performance degradation. Code to reproduce results can be found at https://github.com/lxuechen/private-transformers."
488,2021,Machine learning pipeline for battery state-of-health estimation,"D. Roman, Saurabh Saxena, V. Robu, Michael G. Pecht, D. Flynn",Nature Machine Intelligence,2021-02-01,527,10,185.491,General AI Methods and Systems,metadata-ranked,machine-learning,Lithium-ion batteries are ubiquitous in applications ranging from portable electronics to electric vehicles.,high citation signal (527); influential citation signal (10); recognized venue,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/s42256-021-00312-3,https://www.semanticscholar.org/paper/f1664bbaddedea8c250873e7610ab07e53fa7132,,10.1038/s42256-021-00312-3,2102.00837,,231740624,Computer Science; Engineering; Materials Science,JournalArticle,machine learning,1,citations=527; influential=10; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,"Lithium-ion batteries are ubiquitous in applications ranging from portable electronics to electric vehicles. Irrespective of the application, reliable real-time estimation of battery state of health (SOH) by on-board computers is crucial to the safe operation of the battery, ultimately safeguarding asset integrity. In this Article, we design and evaluate a machine learning pipeline for estimation of battery capacity fade—a metric of battery health—on 179 cells cycled under various conditions. The pipeline estimates battery SOH with an associated confidence interval by using two parametric and two non-parametric algorithms. Using segments of charge voltage and current curves, the pipeline engineers 30 features, performs automatic feature selection and calibrates the algorithms. When deployed on cells operated under the fast-charging protocol, the best model achieves a root-mean-squared error of 0.45%. This work provides insights into the design of scalable data-driven models for battery SOH estimation, emphasizing the value of confidence bounds around the prediction. The pipeline methodology combines experimental data with machine learning modelling and could be applied to other critical components that require real-time estimation of SOH. Rechargeable lithium-ion batteries play a crucial role in many modern-day applications, including portable electronics and electric vehicles, but they degrade over time. To ensure safe operation, a battery’s ‘state of health’ should be monitored in real time, and this machine learning pipeline, tested on a variety of charging conditions, can provide such an online estimation of battery state of health."
489,2021,"A new hybrid model for wind speed forecasting combining long short-term memory neural network, decomposition methods and grey wolf optimizer","Aytaç Altan, S. Karasu, E. Zio",Applied Soft Computing,2021-03-01,527,4,164.452,Foundation Models and Large Language Models,metadata-ranked,machine-learning,Abstract Reliable and accurate wind speed forecasting (WSF) is fundamental for efficient exploitation of wind power.,high citation signal (527); open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1016/j.asoc.2020.106996,https://www.semanticscholar.org/paper/e0b0b9d1b57cf3b83b0d096adaf9dbed32b89c41,https://re.public.polimi.it/bitstream/11311/1181150/2/altan2020.pdf,10.1016/j.asoc.2020.106996,,,230551775,Computer Science; Engineering; Environmental Science,JournalArticle,neural networks,1,citations=527; influential=4; open PDF metadata; title AI matches=1; AI term matches=1,"Abstract Reliable and accurate wind speed forecasting (WSF) is fundamental for efficient exploitation of wind power. In particular, high accuracy short-term WSF (ST-WSF) has a significant impact on the efficiency of wind power generation systems. Due to the non-stationarity and stochasticity of the wind speed (WS), a single model is often not sufficient in practice for the accurate estimation of the WS. Hybrid models are being proposed to overcome the limitations of single models and increase the WS forecasting performance. In this paper, a new hybrid WSF model is developed based on long short-term memory (LSTM) network and decomposition methods with grey wolf optimizer (GWO). In the pre-processing stage, the missing data is filled by the weighted moving average (WMA) method, the WS time series (WSTS) data are smoothed by WMA filtering and the smoothed data are used as model input after Z -score normalization. The forecasting model is formed by the combination of a single model, a decomposition method and an advanced optimization algorithm. Successively, the hybrid WSF model is developed by combining the LSTM and decomposition methods, and optimizing the intrinsic mode function (IMF) estimated outputs with a grey wolf optimizer (GWO). The developed non-linear hybrid model is utilized on the data collected from five wind farms in the Marmara region, Turkey. The obtained experimental results indicate that the proposed combined model can capture non-linear characteristics of WSTS, achieving better forecasting performance than single forecasting models, in terms of accuracy."
490,2021,Current Challenges and Future Opportunities for XAI in Machine Learning-Based Clinical Decision Support Systems: A Systematic Review,"A. Antoniadi, Yuhan Du, Yasmine Guendouz, Lan Wei, Claudia Mazo, Brett A. Becker, C. Mooney",Applied Sciences,2021-05-31,526,18,211.101,"AI for Science, Healthcare, and Robotics",survey/review; trustworthy-ai; ai4science; reinforcement-learning,machine-learning; nlp; reinforcement-learning; trustworthy-ai; ai4science,Machine Learning and Artificial Intelligence (AI) more broadly have great immediate and future potential for transforming almost all aspects of medicine.,high citation signal (526); influential citation signal (18); recognized venue; open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.3390/APP11115088,https://www.semanticscholar.org/paper/19923458a40496d4fe1259662a0e2deea4465957,https://www.mdpi.com/2076-3417/11/11/5088/pdf?version=1622439587,10.3390/APP11115088,,,236420019,Computer Science; Medicine,Review,artificial intelligence; machine learning; reinforcement learning,3,citations=526; influential=18; recognized venue; survey/benchmark signal; translation/trustworthiness signal; open PDF metadata; title AI matches=2; AI term matches=6; query hits=3,"Machine Learning and Artificial Intelligence (AI) more broadly have great immediate and future potential for transforming almost all aspects of medicine. However, in many applications, even outside medicine, a lack of transparency in AI applications has become increasingly problematic. This is particularly pronounced where users need to interpret the output of AI systems. Explainable AI (XAI) provides a rationale that allows users to understand why a system has produced a given output. The output can then be interpreted within a given context. One area that is in great need of XAI is that of Clinical Decision Support Systems (CDSSs). These systems support medical practitioners in their clinic decision-making and in the absence of explainability may lead to issues of under or over-reliance. Providing explanations for how recommendations are arrived at will allow practitioners to make more nuanced, and in some cases, life-saving decisions. The need for XAI in CDSS, and the medical field in general, is amplified by the need for ethical and fair decision-making and the fact that AI trained with historical data can be a reinforcement agent of historical actions and biases that should be uncovered. We performed a systematic literature review of work to-date in the application of XAI in CDSS. Tabular data processing XAI-enabled systems are the most common, while XAI-enabled CDSS for text analysis are the least common in literature. There is more interest in developers for the provision of local explanations, while there was almost a balance between post-hoc and ante-hoc explanations, as well as between model-specific and model-agnostic techniques. Studies reported benefits of the use of XAI such as the fact that it could enhance decision confidence for clinicians, or generate the hypothesis about causality, which ultimately leads to increased trustworthiness and acceptability of the system and potential for its incorporation in the clinical workflow. However, we found an overall distinct lack of application of XAI in the context of CDSS and, in particular, a lack of user studies exploring the needs of clinicians. We propose some guidelines for the implementation of XAI in CDSS and explore some opportunities, challenges, and future research needs."
491,2021,Artificial intelligence in marketing: Systematic review and future research direction,"S. Verma, Rohit Sharma, Subhamay Deb, Debojit Maitra",Int. J. Inf. Manag. Data Insights,2021-01-28,526,18,190.101,General AI Methods and Systems,survey/review,machine-learning,"Abstract Disruptive technologies such as the internet of things, big data analytics, blockchain, and artificial intelligence have changed the ways businesses operate.",high citation signal (526); influential citation signal (18); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.JJIMEI.2020.100002,https://www.semanticscholar.org/paper/10f00712702f1d900b4abc2028368df936e91c09,https://doi.org/10.1016/j.jjimei.2020.100002,10.1016/J.JJIMEI.2020.100002,,,234009836,Business; Computer Science,JournalArticle; Review,artificial intelligence,1,citations=526; influential=18; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=3,"Abstract Disruptive technologies such as the internet of things, big data analytics, blockchain, and artificial intelligence have changed the ways businesses operate. Of all the disruptive technologies, artificial intelligence (AI) is the latest technological disruptor and holds immense marketing transformation potential. Practitioners worldwide are trying to figure out the best fit AI solutions for their marketing functions. However, a systematic literature review can highlight the importance of artificial intelligence (AI) in marketing and chart future research directions. The present study aims to offer a comprehensive review of AI in marketing using bibliometric, conceptual and intellectual network analysis of extant literature published between 1982 and 2020. A comprehensive review of one thousand five hundred and eighty papers helped to identify the scientific actors' performance like most relevant authors and most relevant sources. Furthermore, co-citation and co-occurrence analysis offered the conceptual and intellectual network. Data clustering using the Louvain algorithm helped identify research sub-themes and future research directions to expand AI in marketing."
492,2021,Overview of the TREC 2020 Deep Learning Track,"Nick Craswell, Bhaskar Mitra, Emine Yilmaz, Daniel Fernando Campos, E. Voorhees",Text Retrieval Conference,2021-02-15,524,75,202.425,Foundation Models and Large Language Models,survey/review; transformer; retrieval,foundation-models; nlp,"This is the second year of the TREC Deep Learning Track, with the goal of studying ad hoc ranking in the large training data regime.",high citation signal (524); influential citation signal (75),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/494e730f73035376736b36cecf2023ea6deb3cbe,https://www.semanticscholar.org/paper/494e730f73035376736b36cecf2023ea6deb3cbe,,,2102.07662,,212737158,Computer Science,JournalArticle; Review,deep learning,1,citations=524; influential=75; open PDF metadata; title AI matches=1; AI term matches=1,"This is the second year of the TREC Deep Learning Track, with the goal of studying ad hoc ranking in the large training data regime. We again have a document retrieval task and a passage retrieval task, each with hundreds of thousands of human-labeled training queries. We evaluate using single-shot TREC-style evaluation, to give us a picture of which ranking methods work best when large data is available, with much more comprehensive relevance labeling on the small number of test queries. This year we have further evidence that rankers with BERT-style pretraining outperform other rankers in the large data regime."
493,2021,CRIS: CLIP-Driven Referring Image Segmentation,"Zhaoqing Wang, Yu Lu, Qiang Li, Xunqiang Tao, Yan Guo, Ming Gong, Tongliang Liu",Computer Vision and Pattern Recognition,2021-11-30,524,60,217.347,Vision and Multimodal Learning,benchmark/dataset; self-supervised,machine-learning; multimodal; nlp; vision,Referring image segmentation aims to segment a referent via a natural linguistic expression.,high citation signal (524); influential citation signal (60); recognized venue; open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR52688.2022.01139,https://www.semanticscholar.org/paper/76a2b197b5427ffd1d3470c6d3ea026588eb5d0a,http://arxiv.org/pdf/2111.15174,10.1109/CVPR52688.2022.01139,2111.15174,,244729320,Computer Science,JournalArticle; Conference,natural language processing,1,citations=524; influential=60; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3,"Referring image segmentation aims to segment a referent via a natural linguistic expression. Due to the distinct data properties between text and image, it is challenging for a network to well align text and pixel-level features. Existing approaches use pretrained models to facilitate learning, yet separately transfer the language/vision knowledge from pretrained models, ignoring the multi-modal corresponding information. Inspired by the recent advance in Contrastive Language-Image Pretraining (CLIP), in this paper, we propose an end-to-end CLIP-Driven Referring Image Segmen-tation framework (CRIS). To transfer the multi-modal knowledge effectively, CRIS resorts to vision-language decoding and contrastive learning for achieving the text-to-pixel alignment. More specifically, we design a vision-language decoder to propagate fine-grained semantic information from textual representations to each pixel-level activation, which promotes consistency between the two modalities. In addition, we present text-to-pixel contrastive learning to explicitly enforce the text feature similar to the related pixel-level features and dissimilar to the irrelevances. The experimental results on three benchmark datasets demonstrate that our proposed framework significantly outperforms the state-of-the-art performance without any post-processing."
494,2021,An Attention-Based Deep Learning Approach for Sleep Stage Classification With Single-Channel EEG,"Emadeldeen Eldele, Zhenghua Chen, Chengyu Liu, Min Wu, C. Kwoh, Xiaoli Li, Cuntai Guan",IEEE transactions on neural systems and rehabilitation engineering,2021-04-28,524,56,214.397,Foundation Models and Large Language Models,transformer,machine-learning,Automatic sleep stage mymargin classification is of great importance to measure sleep quality.,high citation signal (524); influential citation signal (56); recognized venue; open-access PDF metadata,"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1109/TNSRE.2021.3076234,https://www.semanticscholar.org/paper/2dea66e3cf62846649b4fa3f669a148367db12a3,https://ieeexplore.ieee.org/ielx7/7333/9363468/09417097.pdf,10.1109/TNSRE.2021.3076234,,33909566,233448337,Computer Science; Medicine,JournalArticle,deep learning; neural networks,2,citations=524; influential=56; recognized venue; open PDF metadata; title AI matches=2; AI term matches=3; query hits=2,"Automatic sleep stage mymargin classification is of great importance to measure sleep quality. In this paper, we propose a novel attention-based deep learning architecture called AttnSleep to classify sleep stages using single channel EEG signals. This architecture starts with the feature extraction module based on multi-resolution convolutional neural network (MRCNN) and adaptive feature recalibration (AFR). The MRCNN can extract low and high frequency features and the AFR is able to improve the quality of the extracted features by modeling the inter-dependencies between the features. The second module is the temporal context encoder (TCE) that leverages a multi-head attention mechanism to capture the temporal dependencies among the extracted features. Particularly, the multi-head attention deploys causal convolutions to model the temporal relations in the input features. We evaluate the performance of our proposed AttnSleep model using three public datasets. The results show that our AttnSleep outperforms state-of-the-art techniques in terms of different evaluation metrics. Our source codes, experimental data, and supplementary materials are available at https://github.com/emadeldeen24/AttnSleep."
495,2021,Transformer for Single Image Super-Resolution,"Zhisheng Lu, Juncheng Li, Hong Liu, Chao Huang, Linlin Zhang, T. Zeng",2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),2021-08-25,524,40,208.785,Vision and Multimodal Learning,transformer,machine-learning; vision,Single image super-resolution (SISR) has witnessed great strides with the development of deep learning.,high citation signal (524); influential citation signal (40); recognized venue; open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPRW56347.2022.00061,https://www.semanticscholar.org/paper/916d10920b79cef09b14e86810637ab3c70e5956,http://arxiv.org/pdf/2108.11084,10.1109/CVPRW56347.2022.00061,2108.11084,,248366743,Computer Science,JournalArticle; Conference,computer vision; deep learning,2,citations=524; influential=40; recognized venue; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2,"Single image super-resolution (SISR) has witnessed great strides with the development of deep learning. However, most existing studies focus on building more complex networks with a massive number of layers. Recently, more and more researchers start to explore the application of Transformer in computer vision tasks. However, the heavy computational cost and high GPU memory occupation of the vision Transformer cannot be ignored. In this paper, we propose a novel Efficient Super-Resolution Transformer (ESRT) for SISR. ESRT is a hybrid model, which consists of a Lightweight CNN Backbone (LCB) and a Lightweight Transformer Backbone (LTB). Among them, LCB can dynamically adjust the size of the feature map to extract deep features with a low computational costs. LTB is composed of a series of Efficient Transformers (ET), which occupies a small GPU memory occupation, thanks to the specially designed Efficient Multi-Head Attention (EMHA). Extensive experiments show that ESRT achieves competitive results with low computational cost. Compared with the original Transformer which occupies 16,057M GPU memory, ESRT only occupies 4,191M GPU memory. All codes are available at https://github.com/luissen/ESRT."
496,2021,SwinTrack: A Simple and Strong Baseline for Transformer Tracking,"Liting Lin, Heng Fan, Yong Xu, Haibin Ling",Neural Information Processing Systems,2021-12-02,524,38,197.085,Foundation Models and Large Language Models,transformer,foundation-models,Recently Transformer has been largely explored in tracking and shown state-of-the-art (SOTA) performance.,high citation signal (524); influential citation signal (38),"Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.52202/068431-1218,https://www.semanticscholar.org/paper/91a4cbae6553e975ddc3b2f6850ed725ff475307,,10.52202/068431-1218,2112.00995,,244799675,Computer Science,JournalArticle,neural networks,1,citations=524; influential=38; open PDF metadata; title AI matches=1; AI term matches=5,"Recently Transformer has been largely explored in tracking and shown state-of-the-art (SOTA) performance. However, existing efforts mainly focus on fusing and enhancing features generated by convolutional neural networks (CNNs). The potential of Transformer in representation learning remains under-explored. In this paper, we aim to further unleash the power of Transformer by proposing a simple yet efficient fully-attentional tracker, dubbed SwinTrack, within classic Siamese framework. In particular, both representation learning and feature fusion in SwinTrack leverage the Transformer architecture, enabling better feature interactions for tracking than pure CNN or hybrid CNN-Transformer frameworks. Besides, to further enhance robustness, we present a novel motion token that embeds historical target trajectory to improve tracking by providing temporal context. Our motion token is lightweight with negligible computation but brings clear gains. In our thorough experiments, SwinTrack exceeds existing approaches on multiple benchmarks. Particularly, on the challenging LaSOT, SwinTrack sets a new record with 0.713 SUC score. It also achieves SOTA results on other benchmarks. We expect SwinTrack to serve as a solid baseline for Transformer tracking and facilitate future research. Our codes and results are released at https://github.com/LitingLin/SwinTrack."
497,2021,On Explainability of Graph Neural Networks via Subgraph Explorations,"Hao Yuan, Haiyang Yu, Jie Wang, Kang Li, Shuiwang Ji",International Conference on Machine Learning,2021-02-10,523,86,223.276,"Graph Learning, Recommendation, and Core Methods",graph-learning,machine-learning; graph-learning,"We consider the problem of explaining the predictions of graph neural networks (GNNs), which otherwise are considered as black boxes.",high citation signal (523); influential citation signal (86); recognized venue,"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://www.semanticscholar.org/paper/123139463809b5acf98b95d4c8e958be334a32b5,https://www.semanticscholar.org/paper/123139463809b5acf98b95d4c8e958be334a32b5,,,2102.05152,,231861768,Computer Science,JournalArticle; Conference,graph neural networks; neural networks,2,citations=523; influential=86; recognized venue; open PDF metadata; title AI matches=3; AI term matches=4; query hits=2,"We consider the problem of explaining the predictions of graph neural networks (GNNs), which otherwise are considered as black boxes. Existing methods invariably focus on explaining the importance of graph nodes or edges but ignore the substructures of graphs, which are more intuitive and human-intelligible. In this work, we propose a novel method, known as SubgraphX, to explain GNNs by identifying important subgraphs. Given a trained GNN model and an input graph, our SubgraphX explains its predictions by efficiently exploring different subgraphs with Monte Carlo tree search. To make the tree search more effective, we propose to use Shapley values as a measure of subgraph importance, which can also capture the interactions among different subgraphs. To expedite computations, we propose efficient approximation schemes to compute Shapley values for graph data. Our work represents the first attempt to explain GNNs via identifying subgraphs explicitly and directly. Experimental results show that our SubgraphX achieves significantly improved explanations, while keeping computations at a reasonable level."
