rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1356,26,26,2010,The Convex Geometry of Linear Inverse Problems,"V. Chandrasekaran, B. Recht, P. Parrilo, A. Willsky",Foundations of Computational Mathematics,2010-12-03,1380,201,241.388,Vision and Multimodal Learning,trustworthy-ai,machine-learning; vision; reinforcement-learning; trustworthy-ai; ai4science,"In applications throughout science and engineering one is often faced with the challenge of solving an ill-posed inverse problem, where the number of available measurements is smaller than the dimension of the model to be estimated.","high citation signal (1,380); influential citation signal (201)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1007/s10208-012-9135-7,https://www.semanticscholar.org/paper/4894805f9d7bdb3ce39797ff483357613faddf1f,,10.1007/s10208-012-9135-7,1012.0621,,51052,Computer Science; Engineering; Mathematics,JournalArticle,computer vision; machine learning,2,citations=1380; influential=201; translation/trustworthiness signal; open PDF metadata; AI term matches=2; query hits=2,"In applications throughout science and engineering one is often faced with the challenge of solving an ill-posed inverse problem, where the number of available measurements is smaller than the dimension of the model to be estimated. However in many practical situations of interest, models are constrained structurally so that they only have a few degrees of freedom relative to their ambient dimension. This paper provides a general framework to convert notions of simplicity into convex penalty functions, resulting in convex optimization solutions to linear, underdetermined inverse problems. The class of simple models considered includes those formed as the sum of a few atoms from some (possibly infinite) elementary atomic set; examples include well-studied cases from many technical fields such as sparse vectors (signal processing, statistics) and low-rank matrices (control, statistics), as well as several others including sums of a few permutation matrices (ranked elections, multiobject tracking), low-rank tensors (computer vision, neuroscience), orthogonal matrices (machine learning), and atomic measures (system identification). The convex programming formulation is based on minimizing the norm induced by the convex hull of the atomic set; this norm is referred to as the atomic norm. The facial structure of the atomic norm ball carries a number of favorable properties that are useful for recovering simple models, and an analysis of the underlying convex geometry provides sharp estimates of the number of generic measurements required for exact and robust recovery of models from partial information. These estimates are based on computing the Gaussian widths of tangent cones to the atomic norm ball. When the atomic set has algebraic structure the resulting optimization problems can be solved or approximated via semidefinite programming. The quality of these approximations affects the number of measurements required for recovery, and this tradeoff is characterized via some examples. Thus this work extends the catalog of simple models (beyond sparse vectors and low-rank matrices) that can be recovered from limited linear information via tractable convex programming."
1410,27,27,2010,An Introduction to Conditional Random Fields,"Charles Sutton, A. McCallum",Found. Trends Mach. Learn.,2010-11-17,1289,91,232.878,Vision and Multimodal Learning,survey/review,machine-learning; nlp; vision,Many tasks involve predicting a large number of variables that depend on each other as well as on other observed variables.,"high citation signal (1,289); influential citation signal (91); open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1561/2200000013,https://www.semanticscholar.org/paper/eb9c924383aca0d137c736a41271d569a12cf518,https://arxiv.org/pdf/1011.4088,10.1561/2200000013,1011.4088,,342976,Computer Science; Mathematics,JournalArticle; Review,computer vision; large language models; natural language processing,3,citations=1289; influential=91; survey/benchmark signal; open PDF metadata; AI term matches=3; query hits=3,"Many tasks involve predicting a large number of variables that depend on each other as well as on other observed variables. Structured prediction methods are essentially a combination of classification and graphical modeling. They combine the ability of graphical models to compactly model multivariate data with the ability of classification methods to perform prediction using large sets of input features. This survey describes conditional random fields, a popular probabilistic method for structured prediction. CRFs have seen wide application in many areas, including natural language processing, computer vision, and bioinformatics. We describe methods for inference and parameter estimation for CRFs, including practical issues for implementing large-scale CRFs. We do not assume previous knowledge of graphical modeling, so this survey is intended to be useful to practitioners in a wide variety of fields."
1469,28,28,2010,"EEG signal classification using PCA, ICA, LDA and support vector machines","A. Subasi, M. I. Gursoy",Expert systems with applications,2010-12-01,1187,64,221.202,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions EEG signal classification using PCA, ICA, LDA and support vector machines within General AI Methods and Systems.","high citation signal (1,187); influential citation signal (64)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.eswa.2010.06.065,https://www.semanticscholar.org/paper/669180d28222c5c141ee3c0b4f0a735105a12350,,10.1016/j.eswa.2010.06.065,,,16429081,Computer Science; Medicine,JournalArticle,support vector machines,1,citations=1187; influential=64; open PDF metadata; title AI matches=2; AI term matches=2,
1471,29,29,2010,Deep Machine Learning - A New Frontier in Artificial Intelligence Research [Research Frontier],"I. Arel, Derek C. Rose, T. Karnowski",IEEE Computational Intelligence Magazine,2010-11-01,1182,23,211.161,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Deep Machine Learning - A New Frontier in Artificial Intelligence Research [Research Frontier] within General AI Methods and Systems.,"high citation signal (1,182); influential citation signal (23)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/MCI.2010.938364,https://www.semanticscholar.org/paper/ea58af907495e97c93997119db4a59fab5cd3683,,10.1109/MCI.2010.938364,,,10663248,Computer Science,JournalArticle; Review,artificial intelligence; deep learning; machine learning; neural networks,4,citations=1182; influential=23; open PDF metadata; title AI matches=2; AI term matches=2; query hits=4,
1485,30,30,2010,States versus Rewards: Dissociable neural prediction error signals underlying model-based and model-free reinforcement learning,"J. Gläscher, N. Daw, P. Dayan, J. O’Doherty",Neuron,2010-05-27,1162,57,216.139,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Reinforcement learning (RL) uses sequential experience with situations (“states”) and outcomes to assess actions.,"high citation signal (1,162); influential citation signal (57); open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1016/j.neuron.2010.04.016,https://www.semanticscholar.org/paper/2910ee0ac40abb61dbdd0d38861129a54eae5070,http://www.cell.com/article/S0896627310002874/pdf,10.1016/j.neuron.2010.04.016,,20510862,218874,Computer Science; Medicine; Psychology,JournalArticle; Study,reinforcement learning,1,citations=1162; influential=57; open PDF metadata; title AI matches=1; AI term matches=1,"Reinforcement learning (RL) uses sequential experience with situations (“states”) and outcomes to assess actions. Whereas model-free RL uses this experience directly, in the form of a reward prediction error (RPE), model-based RL uses it indirectly, building a model of the state transition and outcome structure of the environment, and evaluating actions by searching this model. A state prediction error (SPE) plays a central role, reporting discrepancies between the current model and the observed state transitions. Using functional magnetic resonance imaging in humans solving a probabilistic Markov decision task we found the neural signature of an SPE in the intraparietal sulcus and lateral prefrontal cortex, in addition to the previously well-characterized RPE in the ventral striatum. This finding supports the existence of two unique forms of learning signal in humans, which may form the basis of distinct computational strategies for guiding behavior."
1495,31,31,2010,Using data mining to model and interpret soil diffuse reflectance spectra.,"R. V. Rossel, T. Behrens",,2010-08-15,1144,82,223.813,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Using data mining to model and interpret soil diffuse reflectance spectra. within General AI Methods and Systems.,"high citation signal (1,144); influential citation signal (82)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.GEODERMA.2009.12.025,https://www.semanticscholar.org/paper/789739aee751c87a99e65b0568ebafac9f28d726,,10.1016/J.GEODERMA.2009.12.025,,,129686532,Computer Science; Environmental Science; Mathematics,,data mining; neural networks; support vector machines,3,citations=1144; influential=82; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
1498,32,32,2010,Deep learning via Hessian-free optimization,James Martens,International Conference on Machine Learning,2010-06-21,1141,145,239.662,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Deep learning via Hessian-free optimization within Graph Learning, Recommendation, and Core Methods.","high citation signal (1,141); influential citation signal (145); recognized venue","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://www.semanticscholar.org/paper/4c46347fbc272b21468efe3d9af34b4b2bad6684,https://www.semanticscholar.org/paper/4c46347fbc272b21468efe3d9af34b4b2bad6684,,,,,11154521,Computer Science,JournalArticle; Conference,deep learning,1,citations=1141; influential=145; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
1505,33,33,2010,The Information Content of Forward-Looking Statements in Corporate Filings—A Naïve Bayesian Machine Learning Approach,Feng Li,,2010-12-01,1131,184,231.783,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions The Information Content of Forward-Looking Statements in Corporate Filings—A Naïve Bayesian Machine Learning Approach within Graph Learning, Recommendation, and Core Methods.","high citation signal (1,131); influential citation signal (184)","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1111/J.1475-679X.2010.00382.X,https://www.semanticscholar.org/paper/b10e4deadf978d8fd6eec97ff18888629f4261ab,,10.1111/J.1475-679X.2010.00382.X,,,21651977,Business; Computer Science; Economics,,machine learning,1,citations=1131; influential=184; open PDF metadata; title AI matches=1; AI term matches=1,
1537,34,34,2010,Gaussian Processes for Machine Learning (GPML) Toolbox,"C. Rasmussen, H. Nickisch",Journal of machine learning research,2010-03-01,1089,55,224.221,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Gaussian Processes for Machine Learning (GPML) Toolbox within General AI Methods and Systems.,"high citation signal (1,089); influential citation signal (55); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5555/1756006.1953029,https://www.semanticscholar.org/paper/e7e25fd534e9e024da329aea546484938df305a5,,10.5555/1756006.1953029,,,11921023,Computer Science; Mathematics,JournalArticle,machine learning,1,citations=1089; influential=55; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
1540,35,35,2010,Object Bank: A High-Level Image Representation for Scene Classification & Semantic Feature Sparsification,"Li-Jia Li, Hao Su, E. Xing, Li Fei-Fei",Neural Information Processing Systems,2010-12-06,1083,108,223.424,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Object Bank: A High-Level Image Representation for Scene Classification & Semantic Feature Sparsification within Vision and Multimodal Learning.,"high citation signal (1,083); influential citation signal (108)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/6286a82f72f632672c1890f3dd6bbb15b8e5168b,https://www.semanticscholar.org/paper/6286a82f72f632672c1890f3dd6bbb15b8e5168b,,,,,591187,Computer Science,JournalArticle; Conference,pattern recognition,1,citations=1083; influential=108; open PDF metadata; title AI matches=1; AI term matches=1,
1613,36,36,2010,Adaptive Neural Control for Output Feedback Nonlinear Systems Using a Barrier Lyapunov Function,"B. Ren, S. Ge, K. P. Tee, Tong-heng Lee",IEEE Transactions on Neural Networks,2010-08-01,1000,48,219.478,Reinforcement Learning and Agents,metadata-ranked,reinforcement-learning,Positions Adaptive Neural Control for Output Feedback Nonlinear Systems Using a Barrier Lyapunov Function within Reinforcement Learning and Agents.,"high citation signal (1,000); influential citation signal (48); recognized venue","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TNN.2010.2047115,https://www.semanticscholar.org/paper/73d2ba44f5a7dc1830637d0dfff1ae23e1502a22,,10.1109/TNN.2010.2047115,,20601313,1794293,Computer Science; Engineering; Mathematics; Medicine,JournalArticle,neural networks,1,citations=1000; influential=48; recognized venue; open PDF metadata; AI term matches=2,
1668,37,37,2010,A Comprehensive Survey of Data Mining-based Fraud Detection Research,"C. Phua, V. Lee, K. Smith‐Miles, Ross W. Gayler",arXiv.org,,943,50,214.748,General AI Methods and Systems,survey/review,machine-learning,Positions A Comprehensive Survey of Data Mining-based Fraud Detection Research within General AI Methods and Systems.,high citation signal (943); influential citation signal (50),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/19d13084ea644842e42802ec7aac2fb977ed7584,https://www.semanticscholar.org/paper/19d13084ea644842e42802ec7aac2fb977ed7584,,,,,50458504,Business; Computer Science,JournalArticle; Review,data mining,1,citations=943; influential=50; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,
1671,38,38,2010,Association for the Advancement of Artificial Intelligence,"Matthew Crosby, Ronald P. A. Petrick",,,942,32,203.631,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Association for the Advancement of Artificial Intelligence within General AI Methods and Systems.,high citation signal (942); influential citation signal (32),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/b7d35bc87f101453437a72210d62fc25caa49634,https://www.semanticscholar.org/paper/b7d35bc87f101453437a72210d62fc25caa49634,,,,,63623391,Computer Science,,artificial intelligence,1,citations=942; influential=32; open PDF metadata; title AI matches=1; AI term matches=1,
1684,39,39,2010,GraphLab: A New Framework For Parallel Machine Learning,"Yucheng Low, Joseph E. Gonzalez, Aapo Kyrola, Danny Bickson, Carlos Guestrin, Joseph M Hellerstein",Conference on Uncertainty in Artificial Intelligence,2010-06-25,928,91,228.655,"Trustworthy, Explainable, and Responsible AI",trustworthy-ai,machine-learning; trustworthy-ai,"Designing and implementing efficient, provably correct parallel machine learning (ML) algorithms is challenging.",high citation signal (928); influential citation signal (91); recognized venue,"Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://www.semanticscholar.org/paper/4187caa4d0d329f47e18377a6cd31ef3f580cfcc,https://www.semanticscholar.org/paper/4187caa4d0d329f47e18377a6cd31ef3f580cfcc,,,1006.4990,,61494,Computer Science; Mathematics,JournalArticle; Conference,machine learning,1,citations=928; influential=91; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,"Designing and implementing efficient, provably correct parallel machine learning (ML) algorithms is challenging. Existing high-level parallel abstractions like MapReduce are insufficiently expressive while low-level tools like MPI and Pthreads leave ML experts repeatedly solving the same design challenges. By targeting common patterns in ML, we developed GraphLab, which improves upon abstractions like MapReduce by compactly expressing asynchronous iterative algorithms with sparse computational dependencies while ensuring data consistency and achieving a high degree of parallel performance. We demonstrate the expressiveness of the GraphLab framework by designing and implementing parallel versions of belief propagation, Gibbs sampling, Co-EM, Lasso and Compressed Sensing. We show that using GraphLab we can achieve excellent parallel performance on large scale real-world problems."
1685,40,40,2010,Three naive Bayes approaches for discrimination-free classification,"T. Calders, S. Verwer",Data mining and knowledge discovery,2010-09-01,928,77,217.344,"Trustworthy, Explainable, and Responsible AI",metadata-ranked,machine-learning,"In this paper, we investigate how to modify the naive Bayes classifier in order to perform classification that is restricted to be independent with respect to a given sensitive attribute.",high citation signal (928); influential citation signal (77); open-access PDF metadata,"Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://doi.org/10.1007/s10618-010-0190-x,https://www.semanticscholar.org/paper/4556f3f9463166aa3e27b2bec798c0ca7316bd65,https://link.springer.com/content/pdf/10.1007/s10618-010-0190-x.pdf,10.1007/s10618-010-0190-x,,,12856537,Computer Science,JournalArticle,machine learning,1,citations=928; influential=77; open PDF metadata; title AI matches=1; AI term matches=3,"In this paper, we investigate how to modify the naive Bayes classifier in order to perform classification that is restricted to be independent with respect to a given sensitive attribute. Such independency restrictions occur naturally when the decision process leading to the labels in the data-set was biased; e.g., due to gender or racial discrimination. This setting is motivated by many cases in which there exist laws that disallow a decision that is partly based on discrimination. Naive application of machine learning techniques would result in huge fines for companies. We present three approaches for making the naive Bayes classifier discrimination-free: (i) modifying the probability of the decision being positive, (ii) training one model for every sensitive attribute value and balancing them, and (iii) adding a latent variable to the Bayesian model that represents the unbiased label and optimizing the model parameters for likelihood using expectation maximization. We present experiments for the three approaches on both artificial and real-life data."
1692,41,41,2010,The security of machine learning,"Marco Barreno, B. Nelson, A. Joseph, Doug J. Tygar",Machine-mediated learning,2010-11-01,926,57,216.149,General AI Methods and Systems,survey/review,machine-learning,Machine learning’s ability to rapidly evolve to changing and complex situations has helped it become a fundamental tool for computer security.,high citation signal (926); influential citation signal (57); open-access PDF metadata,"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/s10994-010-5188-5,https://www.semanticscholar.org/paper/afd0859a858481d2f36109f68090aebd77456b7f,https://link.springer.com/content/pdf/10.1007/s10994-010-5188-5.pdf,10.1007/s10994-010-5188-5,,,2304759,Computer Science,JournalArticle; Review,machine learning,1,citations=926; influential=57; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,"Machine learning’s ability to rapidly evolve to changing and complex situations has helped it become a fundamental tool for computer security. That adaptability is also a vulnerability: attackers can exploit machine learning systems. We present a taxonomy identifying and analyzing attacks against machine learning systems. We show how these classes influence the costs for the attacker and defender, and we give a formal structure defining their interaction. We use our framework to survey and analyze the literature of attacks against machine learning systems. We also illustrate our taxonomy by showing how it can guide attacks against SpamBayes, a popular statistical spam filter. Finally, we discuss how our taxonomy suggests new lines of defenses."
1699,42,42,2010,Reinforcement Learning and Dynamic Programming Using Function Approximators,"L. Buşoniu, Robert Babuška, B. Schutter, D. Ernst",,2010-04-29,920,76,217.973,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions Reinforcement Learning and Dynamic Programming Using Function Approximators within Reinforcement Learning and Agents.,high citation signal (920); influential citation signal (76); open-access PDF metadata,"Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1201/9781439821091,https://www.semanticscholar.org/paper/cc22d04377d75c35fd806620687143e7a120db5d,https://orbi.uliege.be/bitstream/2268/27963/1/book-FA-RL-DP.pdf,10.1201/9781439821091,,,60747940,Computer Science; Engineering,,artificial intelligence; machine learning; reinforcement learning,3,citations=920; influential=76; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
1702,43,43,2010,Improving propensity score weighting using machine learning,"Brian K. Lee, J. Lessler, Elizabeth A. Stuart",Statistics in Medicine,2010-02-10,919,53,210.982,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning; trustworthy-ai,Machine learning techniques such as classification and regression trees (CART) have been suggested as promising alternatives to logistic regression for the estimation of propensity scores.,high citation signal (919); influential citation signal (53); open-access PDF metadata,"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1002/sim.3782,https://www.semanticscholar.org/paper/0ecf8c56300c20622f317e1e6cefdeeb85c513e2,https://europepmc.org/articles/pmc2807890?pdf=render,10.1002/sim.3782,,19960510,29301069,Computer Science; Economics; Medicine,JournalArticle,machine learning,1,citations=919; influential=53; open PDF metadata; title AI matches=1; AI term matches=2,"Machine learning techniques such as classification and regression trees (CART) have been suggested as promising alternatives to logistic regression for the estimation of propensity scores. The authors examined the performance of various CART‐based propensity score models using simulated data. Hypothetical studies of varying sample sizes (n=500, 1000, 2000) with a binary exposure, continuous outcome, and 10 covariates were simulated under seven scenarios differing by degree of non‐linear and non‐additive associations between covariates and the exposure. Propensity score weights were estimated using logistic regression (all main effects), CART, pruned CART, and the ensemble methods of bagged CART, random forests, and boosted CART. Performance metrics included covariate balance, standard error, per cent absolute bias, and 95 per cent confidence interval (CI) coverage. All methods displayed generally acceptable performance under conditions of either non‐linearity or non‐additivity alone. However, under conditions of both moderate non‐additivity and moderate non‐linearity, logistic regression had subpar performance, whereas ensemble methods provided substantially better bias reduction and more consistent 95 per cent CI coverage. The results suggest that ensemble methods, especially boosted CART, may be useful for propensity score weighting. Copyright © 2009 John Wiley & Sons, Ltd."
1707,44,44,2010,Landslide susceptibility assessment and factor effect analysis: backpropagation artificial neural networks and their comparison with frequency ratio and bivariate logistic regression modelling,"B. Pradhan, Saro Lee",Environmental Modelling & Software,2010-06-01,916,51,212.382,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Landslide susceptibility assessment and factor effect analysis: backpropagation artificial neural networks and their comparison with frequency ratio and bivariate logistic regression modelling within General AI Methods and Systems.,high citation signal (916); influential citation signal (51),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.envsoft.2009.10.016,https://www.semanticscholar.org/paper/bd185e4f80d1fa2def96815269ec60dff862a7a1,,10.1016/j.envsoft.2009.10.016,,,33876058,Computer Science; Environmental Science; Geology,JournalArticle,neural networks,1,citations=916; influential=51; open PDF metadata; title AI matches=2; AI term matches=2,
1717,45,45,2010,Task-Driven Dictionary Learning,"J. Mairal, F. Bach, J. Ponce",IEEE Transactions on Pattern Analysis and Machine Intelligence,2010-09-27,906,100,228.435,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,"Modeling data with linear combinations of a few elements from a learned dictionary has been the focus of much recent research in machine learning, neuroscience, and signal processing.",high citation signal (906); influential citation signal (100); recognized venue; open-access PDF metadata,"Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TPAMI.2011.156,https://www.semanticscholar.org/paper/ede30b1b265e62b12410bbf796a23437a64619a6,http://arxiv.org/pdf/1009.5358,10.1109/TPAMI.2011.156,1009.5358,21808090,8773092,Computer Science; Mathematics; Medicine,JournalArticle,machine learning,1,citations=906; influential=100; recognized venue; open PDF metadata; AI term matches=3,"Modeling data with linear combinations of a few elements from a learned dictionary has been the focus of much recent research in machine learning, neuroscience, and signal processing. For signals such as natural images that admit such sparse representations, it is now well established that these models are well suited to restoration tasks. In this context, learning the dictionary amounts to solving a large-scale matrix factorization problem, which can be done efficiently with classical optimization tools. The same approach has also been used for learning features from data for other purposes, e.g., image classification, but tuning the dictionary in a supervised way for these tasks has proven to be more difficult. In this paper, we present a general formulation for supervised dictionary learning adapted to a wide variety of tasks, and present an efficient algorithm for solving the corresponding optimization problem. Experiments on handwritten digit classification, digital art identification, nonlinear inverse image problems, and compressed sensing demonstrate that our approach is effective in large-scale settings, and is well suited to supervised and semi-supervised classification, as well as regression tasks for data that admit sparse representations."
1758,46,46,2010,"A 24-h forecast of solar irradiance using artificial neural network: Application for performance prediction of a grid-connected PV plant at Trieste, Italy","A. Mellit, A. M. Pavan",,2010-05-01,874,17,193.498,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions A 24-h forecast of solar irradiance using artificial neural network: Application for performance prediction of a grid-connected PV plant at Trieste, Italy within General AI Methods and Systems.",high citation signal (874); influential citation signal (17),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.SOLENER.2010.02.006,https://www.semanticscholar.org/paper/94988a263f8c101be14c210df64938de532efac4,,10.1016/J.SOLENER.2010.02.006,,,123158436,Engineering; Environmental Science,,neural networks,1,citations=874; influential=17; open PDF metadata; title AI matches=1; AI term matches=1,
1765,47,47,2010,Optimization method based extreme learning machine for classification,"G. Huang, Xiaojian Ding, Hongming Zhou",Neurocomputing,2010-12-01,870,46,209.834,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Optimization method based extreme learning machine for classification within Graph Learning, Recommendation, and Core Methods.",high citation signal (870); influential citation signal (46),"Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1016/j.neucom.2010.02.019,https://www.semanticscholar.org/paper/b5ae39d8bf8a06ae91b236ef115fdab8921e6455,,10.1016/j.neucom.2010.02.019,,,207101649,Computer Science; Mathematics,JournalArticle,machine learning; neural networks; support vector machines,3,citations=870; influential=46; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
1770,48,48,2010,A user's guide to support vector machines.,"Asa Ben-Hur, J. Weston",Methods in molecular biology,,867,46,206.758,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,"Positions A user's guide to support vector machines. within AI for Science, Healthcare, and Robotics.",high citation signal (867); influential citation signal (46); open-access PDF metadata,"External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1007/978-1-60327-241-4_13,https://www.semanticscholar.org/paper/f7da121cc6353003069e895dd655d79c38243cfb,http://pyml.sourceforge.net/doc/howto.pdf,10.1007/978-1-60327-241-4_13,,20221922,7372958,Biology; Computer Science; Medicine,JournalArticle,support vector machines,1,citations=867; influential=46; open PDF metadata; title AI matches=1; AI term matches=1,
1779,49,49,2010,Assessing bank efficiency and performance with operational research and artificial intelligence techniques: A survey,"Meryem Duygun Fethi, Fotios Pasiouras",European Journal of Operational Research,2010-07-16,860,46,214.58,General AI Methods and Systems,survey/review,machine-learning,Positions Assessing bank efficiency and performance with operational research and artificial intelligence techniques: A survey within General AI Methods and Systems.,high citation signal (860); influential citation signal (46),"Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.ejor.2009.08.003,https://www.semanticscholar.org/paper/f402f8bfc01d0dd3af48065603c21e47844035b6,,10.1016/j.ejor.2009.08.003,,,36430934,Business; Computer Science; Economics,JournalArticle; Review,artificial intelligence; neural networks; support vector machines,3,citations=860; influential=46; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
